tu_id	speaker	start	end	duration	text
76	BO146	115.690	116.270	0.580	 {ride}
77	BO146	116.984	117.624	0.640	 {ride}
78	BO139	117.739	118.879	1.140	 >si sentiva solo pshhh<
79	BO139	119.054	120.630	1.576	 io che mi siedo sulla sedia e basta
80	BO145	120.674	121.354	0.680	 {ride}
81	BO139	121.399	122.819	1.420	 >quindi< giusto per essere si[curo]
82	BO145	122.464	125.090	2.626	 [belli]ssimo qua~ ci metti quattro secondi a trascrivere quella cosa
83	BO139	125.182	125.732	0.550	 {ride}
84	BO139	126.832	127.262	0.430	 {ride}
85	BO147	127.462	129.181	1.719	 ma quanti minuti: devono essere(?)
86	BO139	129.497	130.017	0.520	 mh
87	BO139	130.472	131.512	1.040	 quel che capita
88	BO139	131.607	133.797	2.190	 l' altra volta tipo ho registrato la (>mia<) coinquilina [x]
89	BO147	133.357	138.067	4.710	 [ma tanto devi (f]are) duecentocinquanta ore puoi (farle) anche (di:) sessanta: ore x audio
90	BO139	134.997	135.937	0.940	 {ride}
91	BO139	138.117	140.727	2.610	 volete stare in bisca fino alle quattro del ma]tt[ino stano]tte?
92	BO145	139.537	139.847	0.310	 [mh]
93	BO147	139.997	140.337	0.340	 [eh]
94	BO145	141.177	142.237	1.060	 ne fai
95	BO145	142.782	143.980	1.198	 una (di) dodici ore
96	BO139	144.407	145.007	0.600	 mh
97	BO139	146.572	149.452	2.880	 parlare costantemente per dodici ore però è {P} tosta eh
98	BO147	150.447	150.740	0.293	 mh
99	BO139	150.782	152.742	1.960	 per me non è un problema però voglio dire {ride}
100	BO145	152.567	153.067	0.500	 >in<fatti
101	BO147	153.172	153.692	0.520	 {ride}
102	BO145	153.702	154.282	0.580	 {ride}
103	BO139	155.362	156.102	0.740	 {ride}
104	BO145	157.417	160.007	2.590	 un monologo di andrea verdi per dodici ore
105	BO139	159.867	160.577	0.710	 {ride}
106	BO139	160.657	161.047	0.390	 mh mh
107	BO147	161.857	164.127	2.270	 dopo c' è chi te lo controlla ovviamente
108	BO139	164.167	164.387	0.220	 sì
109	BO147	164.512	166.752	2.240	 >cioè< ascolta prima l' audio (poi) vede se
110	BO139	167.120	168.680	1.560	 sì >cioè< (guarda in un software)
111	BO139	168.925	169.375	0.450	 vede
112	BO139	169.585	172.190	2.605	 >cioè< sopra tipo vedi proprio l' onda audio >[non so se] hai presente<
113	BO146	171.595	171.925	0.330	 [°mh mh°]
114	BO147	172.207	172.727	0.520	 eh=mh
115	BO139	172.912	175.380	2.468	 e sotto ci sono i vari segmenti che tu crei per
116	BO139	175.962	178.382	2.420	 sincronizzare {P} il testo s[cri]tto all' audio,
117	BO146	177.547	177.817	0.270	 [mh]
118	BO146	178.417	178.847	0.430	 mh
119	BO139	178.917	180.057	1.140	 e x se corrisponde
120	BO139	180.372	183.500	3.128	 mh=eh tipo un errore che ho fatto spesso è tipo devo segnare le sovrapposizioni
121	BO139	183.527	184.477	0.950	 quando si parlano sopra
122	BO146	184.627	184.970	0.343	 ah okay
123	BO139	184.972	187.162	2.190	 devi mettere delle parentesi quadre intorno alle parole
124	BO146	187.183	187.593	0.410	 ah okay
125	BO139	188.823	190.033	1.210	 che si sovrappongono
126	BO146	190.273	191.293	1.020	 come nei sottotitoli
127	BO139	191.518	192.058	0.540	 esatto
128	BO139	193.293	194.363	1.070	 infatti io {P} [sto]
129	BO147	194.003	196.783	2.780	 [>in<fatti te po]tresti fare il sottoxx quello che fa i sottotitoli
130	BO145	196.228	197.348	1.120	 [sottotitolato]re
131	BO146	196.628	196.998	0.370	 [pure te]
132	BO139	197.488	197.688	0.200	 mh
133	BO147	198.908	204.098	5.190	 °boh ve[dendo° vedendo le]: trascrizioni: d' inglese [le translation=e:h] {ride}
134	BO139	199.398	200.508	1.110	 [sì sì è un software]
135	BO146	202.248	203.988	1.740	 [vabbè xx (fai con calma)]
136	BO147	204.238	204.548	0.310	 mh=eh?
137	BO146	204.873	206.983	2.110	 fai con calma, sottitoli::
138	BO146	207.848	208.998	1.150	 in inglese magari
139	BO139	209.178	209.668	0.490	 mh
140	BO139	210.598	211.958	1.360	 no infatti il software è lo stesso
141	BO139	212.103	215.443	3.340	 >cioè< nel senso che eh questo che uso io è usato anche per i sottotitoli
142	BO139	216.048	218.208	2.160	 dopo lì in quel caso hai già alcune pugnette diverse
143	BO147	218.353	221.463	3.110	 do[po però i sotto]titoli c' hai anche no i sottotitoli scherzavo quello è il doppiaggio
144	BO139	218.483	218.873	0.390	 [>cioè<]
145	BO147	221.643	223.403	1.760	 il problema della bocc[a:]=mh
146	BO139	222.638	222.948	0.310	 [mh mh]
147	BO139	225.098	226.568	1.470	 quelli il problema è che a volte
148	BO139	228.478	229.720	1.242	 >cioè< più che altro per la=mh
149	BO139	229.888	232.418	2.530	 lì devi anche tipo x devi anche vedere la parte video
150	BO139	232.708	233.908	1.200	 quando [farli compa]rire
151	BO147	232.973	233.383	0.410	 [mh]
152	BO147	234.103	234.710	0.607	 eh esa[tto]
153	BO139	234.550	237.100	2.550	 [se] farli scorrere, quando cambiare nelle frasi lunghe
154	BO139	237.650	238.780	1.130	 e poi tradur[li è un ca~]
155	BO147	238.291	240.801	2.510	 [il fatto è che] molto spesso non c' acchiappano. >cioè< anche
156	BO139	241.111	242.241	1.130	 {ride}
157	BO147	241.371	241.751	0.380	 x
158	BO145	243.576	244.276	0.700	 mh
159	BO139	245.421	247.931	2.510	 poi tradurli è un casino perché cambia la lunghezza delle parole
160	BO139	248.111	249.561	1.450	 poi devi c[ambiare tutto quan]to
161	BO147	248.511	249.201	0.690	 [mh mh mh]
162	BO139	250.631	251.170	0.539	 [xxx]
163	BO147	250.641	252.991	2.350	 [ma io penso] che anche il doppiaggio sia difficilissimo
164	BO139	253.031	253.391	0.360	 mh {ride}
165	BO147	253.216	254.026	0.810	 >cioè< non lo so
166	BO147	256.346	258.396	2.050	 >cioè< rendere lo stessa lo stessa cosa
167	BO147	259.065	260.836	1.771	 però con parole diverse perch[é]
168	BO145	260.636	263.206	2.570	 [mh in]fatti tra le lin[gue se]condo me c' è un problema
169	BO147	261.685	261.986	0.301	 [>cioè<]
170	BO145	263.381	268.321	4.940	 >cioè< non lo puoi (rendere) certi con[cetti xx col tedesco non li puoi (ren]dere) in italiano e viceversa >cioè<
171	BO147	264.706	266.366	1.660	 [no ma >infatti< n:on sarà]
172	BO139	271.896	273.916	2.020	 tipo nei film americani o inglesi
173	BO139	274.521	275.411	0.890	 eh poi:=mh
174	BO139	275.881	277.081	1.200	 con l' audio poi in italiano
175	BO139	277.646	280.166	2.520	 tutti dicono fanculo e non vaffanculo perché
176	BO139	280.441	285.491	5.050	 la parola inglese è fuck you e >quindi se tu dicessi< vaffanculo c' è una parte prima che non corrisponde al labiale
177	BO147	286.561	287.400	0.839	 fottiti se no
178	BO139	287.421	287.851	0.430	 mh
179	BO147	289.071	289.771	0.700	 {ride}
180	BO139	293.546	294.546	1.000	 xx è un po' difficile
181	BO139	294.601	297.731	3.130	 io temevo che ci volessero fare doppiare lì al film
182	BO139	298.031	300.050	2.019	 invece per fortuna: {ride}
183	BO139	300.285	302.255	1.970	 anche per questione di budget e di tempo
184	BO139	302.505	303.455	0.950	 tutto in presa diretta
185	BO145	306.315	308.005	1.690	 xx (doppiare) no (ti) prego
186	BO139	307.675	308.125	0.450	 {ride}
187	BO147	311.255	312.805	1.550	 quindi quando finirà il tirocinio
188	BO139	313.485	315.740	2.255	 teorica~ maggio? penso {ride}
189	BO147	316.067	316.377	0.310	 maggio
190	BO139	316.767	317.277	0.510	 fine (fine)
191	BO139	317.497	318.827	1.330	 >°insomma°< [fine maggio]
192	BO145	318.197	319.907	1.710	 [se ti metti o]tto ore al giorno sì
193	BO139	323.367	324.617	1.250	 (qui) la sera preparati
194	BO139	325.807	326.087	0.280	 x[x]
195	BO145	326.127	326.317	0.190	 [m]h?
196	BO139	326.762	328.422	1.660	 preparati a tante sere di solitudine
197	BO139	329.327	331.177	1.850	 preparati a tante sere di solitudine
198	BO145	332.127	332.627	0.500	 chi l' ha detto
199	BO139	332.962	333.742	0.780	 {ride}
200	BO147	333.507	335.027	1.520	 vabbè c' avra pure lei da studia(re)
201	BO139	335.812	336.472	0.660	 {ride}
202	BO145	336.552	338.207	1.655	 chi l' ha detto {ride}
203	BO146	337.177	338.207	1.030	 {ride}
204	BO147	337.177	338.207	1.030	 {ride}
205	BO139	337.177	338.207	1.030	 {ride}
206	BO147	338.277	339.117	0.840	 (lo) dico io
207	BO139	341.922	343.172	1.250	 perché vuoi fare un figlio?
208	BO145	343.952	344.842	0.890	 non ho detto questo
209	BO139	344.932	345.542	0.610	 {ride}
210	BO147	345.612	347.372	1.760	 ah eh figlio? ho sentito
211	BO139	347.492	348.102	0.610	 sì sì
212	BO146	347.992	348.922	0.930	 °xxxx°
213	BO139	348.672	349.072	0.400	 {ride}
214	BO145	348.757	350.467	1.710	 dobbiamo tirare fuori la storia di vincenzo?
215	BO145	350.557	351.367	0.810	 (meglio di no) {ride}
216	BO139	351.377	351.747	0.370	 {ride}
217	BO147	352.477	354.617	2.140	 ma: oggi quando gliel' ho detto gli ho detto
218	BO147	355.207	355.697	0.490	 eli
219	BO147	356.197	358.817	2.620	 (ti) devo (dire una) cosa però devi (metterti) a (sedere) prima che te la dico
220	BO139	357.692	359.060	1.368	 {ride}
221	BO147	359.167	362.937	3.770	 allora s' è messa (da) seduta sul=e:h=m::h
222	BO147	363.687	366.027	2.340	 sulla sedia quella che c' ha le[i: là in] camera
223	BO139	364.982	365.392	0.410	 [mh mh]
224	BO146	366.532	367.062	0.530	 allora:
225	BO147	367.352	369.170	1.818	 eh la sedia la cosa come si chiama?
226	BO146	369.297	369.847	0.550	 sedia
227	BO145	370.027	371.477	1.450	 la sedia {ride}
228	BO146	370.367	371.187	0.820	 {ride}
229	BO139	370.782	371.382	0.600	 {ride}
230	BO145	371.517	373.967	2.450	 la sedia gi~ mh [{P} girevole quindi]
231	BO147	372.397	374.727	2.330	 [eh no eh sì quella da s]tudio
232	BO145	374.777	375.667	0.890	 {ride}
233	BO147	375.717	377.697	1.980	 e: praticamente ha fatto:
234	BO147	377.982	380.880	2.898	 così gli ho detto x gli ho detto eh vincenzo diventerà papà
235	BO147	381.076	382.106	1.030	 lei {esclamazione_sorpresa}
236	BO146	381.926	382.186	0.260	 {ride}
237	BO139	382.191	382.731	0.540	 {ride}
238	BO145	383.146	384.236	1.090	 io tipo {ride}
239	BO147	384.816	385.376	0.560	 io
240	BO147	386.171	386.821	0.650	 cioè
241	BO147	387.891	389.201	1.310	 ma:
242	BO145	388.051	388.781	0.730	 {ride}
243	BO139	388.861	389.341	0.480	 {ride}
244	BO146	389.206	390.446	1.240	 eh ieri sera però (qui)
245	BO139	390.521	390.841	0.320	 {ride}
246	BO146	391.016	391.456	0.440	 {ride}
247	BO146	391.601	395.561	3.960	 appena te l' ha detto ah aiuto (oddio) elisa dico [(subito a tutti)]
248	BO145	393.896	394.246	0.350	 {ride}
249	BO139	394.336	394.686	0.350	 {ride}
250	BO147	394.516	399.620	5.104	 [vabbè scusa è sta~] è stato più x~=mh >cioè< cosa eh xx è stato pi[ù:::]
251	BO139	399.016	399.686	0.670	 {ride}
252	BO146	399.186	399.796	0.610	 [xxen]to
253	BO147	399.896	400.416	0.520	 xento
254	BO147	400.651	402.360	1.709	 ma ma vincenzo della elisa?
255	BO146	402.373	403.593	1.220	 ah ma non per [quello]
256	BO147	403.098	403.628	0.530	 [>cioè<]
257	BO145	404.178	404.618	0.440	 xx
258	BO146	404.703	405.553	0.850	 no infatti [(xx)]
259	BO147	405.143	406.143	1.000	 [vabbè scusa]
260	BO145	405.148	407.778	2.630	 [se non doveva essere s]puttanata ormai lo sono
261	BO146	407.098	409.268	2.170	 ma no ma non perché sputtanavi a eli
262	BO147	409.338	414.658	5.320	 [ma xx ma ovvio che (ti) pare che non lo (v]ado) a (dire) in giro? se l' ha detto martina perché lei lo puo' (dire) e io no? e [chi l' è eh]
263	BO146	409.368	410.968	1.600	 [(tanto ormai era sputtanata)]
264	BO146	412.243	412.973	0.730	 [sì]
265	BO145	412.773	413.743	0.970	 {ride}
266	BO146	413.793	415.360	1.567	 [no vabbè però] prima [xx]
267	BO147	414.828	416.928	2.100	 [>cioè< io c' ho me]no autorità io? e che è
268	BO146	417.013	419.433	2.420	 sì °no° no però capito xx magari
269	BO145	417.303	418.853	1.550	 {ride}
270	BO146	420.068	422.968	2.900	 non così platealmente neanch' io [xxxxx]
271	BO147	421.548	424.168	2.620	 [chi se ne frega. >cioè< >non< s]o sta a monaco
272	BO139	423.203	423.643	0.440	 {ride}
273	BO139	424.778	425.538	0.760	 {ride}
274	BO146	425.023	425.923	0.900	 beh ho capito però
275	BO145	425.938	426.338	0.400	 no ma
276	BO147	426.553	427.933	1.380	 ma a parte che lo sapra(n) [tutti]
277	BO145	427.298	429.488	2.190	 [lui dice (>un<) al]tro (>un<)' altra cosa secondo me
278	BO145	429.668	432.360	2.692	 >cioè< non dice del: {P} (di) roberto ma dice tipo
279	BO147	432.438	432.938	0.500	 n[o:]
280	BO145	432.733	433.343	0.610	 [di]re
281	BO145	433.733	436.533	2.800	 adesso lo dico a elisa davanti a tutti secondo me di[ce ques]to
282	BO146	435.878	436.178	0.300	 [eh]
283	BO146	436.598	436.878	0.280	 certo
284	BO147	436.963	439.241	2.278	 e vabbè x che cosa s' aspettava la gente che stavo zitto
285	BO146	439.328	440.688	1.360	 no capito però capito
286	BO146	440.823	446.243	5.420	 magari martina sì visto che l' aveva detto solo al coinquilino e poi noi stavamo tutti a guardare (lui) fa vabbè ve (lo) dico
287	BO146	446.498	447.528	1.030	 xxx[xx]
288	BO145	447.208	448.320	1.112	 [vab]bè ma tanto {P} >cioè<
289	BO147	448.359	448.689	0.330	 vabbè
290	BO146	448.739	450.009	1.270	 no ma sì ma [(che dopo)]
291	BO147	449.409	450.870	1.461	 [tanto veniva (f]uori) mh
292	BO146	450.904	452.264	1.360	 sì ma che sx[x dopo]
293	BO145	451.619	453.659	2.040	 [ah (glie)l' ho de]tto a lara e giuliano l' ho detto
294	BO147	453.989	455.120	1.131	 {ride}
295	BO139	454.024	454.584	0.560	 {ride}
296	BO145	454.204	454.854	0.650	 {ride}
297	BO147	455.209	456.959	1.750	 giuliano {P} com' è com' è che ha fatto
298	BO147	457.089	458.440	1.351	 eh? ha fatto {ride}
299	BO145	458.179	458.729	0.550	 eh?
300	BO147	458.829	462.220	3.391	 {ride}
301	BO145	458.829	459.439	0.610	 {ride}
302	BO139	460.169	460.659	0.490	 {ride}
303	BO139	463.479	464.389	0.910	 {ride}
304	BO139	467.349	468.149	0.800	 m:h
305	BO145	473.254	477.594	4.340	 facciamo pubblicità: {P} occulta. antichi sapori fa la carne buonissima
306	BO139	477.059	479.610	2.551	 {ride}
307	BO145	478.304	478.744	0.440	 {ride}
308	BO147	480.014	480.620	0.606	 ma qual è:
309	BO145	480.674	482.684	2.010	 antichi sapori via? frassinago? no
310	BO139	482.782	483.122	0.340	 n[o]
311	BO145	483.014	484.674	1.660	 [fr]assinago è: basilibò
312	BO139	484.749	485.159	0.410	 mh mh
313	BO145	486.419	487.169	0.750	 [m::h]
314	BO147	486.819	487.899	1.080	 [ba]dibidib=eh?
315	BO139	488.114	490.250	2.136	 {ride}
316	BO145	490.019	491.069	1.050	 [bibbidibobbidibu]
317	BO146	490.044	491.094	1.050	 [xxx]
318	BO139	490.709	491.789	1.080	 [bibbidi]bobbidibu
319	BO145	491.899	492.839	0.940	 badibidibe?
320	BO146	493.054	494.584	1.530	 eh trascrivi trascrivi {ride}
321	BO139	493.934	494.254	0.320	 {ride}
322	BO139	494.609	498.539	3.930	 porco porco mh {ride}
323	BO147	495.879	497.009	1.130	 {ride}
324	BO145	500.929	503.809	2.880	 basilibò è: un posto che fa le pi~ la pizza
325	BO146	503.824	505.794	1.970	 oddio quindi abbiamo scoop [solo per xx]
326	BO147	504.924	506.294	1.370	 [ma non è vasiniko]
327	BO145	505.884	506.300	0.416	 [mh mh]
328	BO139	506.374	507.014	0.640	 {ride}
329	BO145	506.709	508.700	1.991	 no no [è (un) altro in via frassinago]
330	BO139	507.334	509.550	2.216	 [>vabbè< tanto (sei censu[rata]) {ride}
331	BO147	507.509	508.269	0.760	 [a:h]
332	BO146	508.894	509.984	1.090	 {ride}
333	BO145	509.039	509.900	0.861	 [(si chiama) basili]bò
334	BO147	510.264	512.044	1.780	 purtroppo viene oscurato il nome
335	BO139	513.097	516.287	3.190	 lo sai che mh (aspetta un figlio x) e viene bippato {ride}
336	BO146	517.397	520.616	3.219	 tutti quanti lì cercano di risalire alle registrazio[ni di lara]
337	BO147	519.077	520.500	1.423	 [>porca< miseria:] {ride}
338	BO139	520.217	522.659	2.442	 [mh vabbè] {P} secondo te non sgamato alcuna gente tipo
339	BO147	523.677	525.457	1.780	 NO:: veramen[te]?
340	BO139	525.010	528.322	3.312	 [sì v]abbè lì non è che tipo son criminali eh del tipo u[no xx]
341	BO147	527.692	528.812	1.120	 [vabbè s]ì
342	BO139	528.581	530.030	1.449	 ho scoperto chi è perché era
343	BO139	530.911	531.931	1.020	 un un
344	BO147	531.246	534.176	2.930	 {tossisce}
345	BO139	532.536	533.790	1.254	 x un' in[tervista in cui x=ava]
346	BO145	532.830	533.666	0.836	 [(ti) strozzi]
347	BO139	534.358	534.868	0.510	 salute
348	BO147	535.038	536.368	1.330	 {tossisce}
349	BO139	535.873	537.333	1.460	 era tipo (un) ri[cevimento]
350	BO147	536.368	538.178	1.810	 [trascrivi] {ride} {tossisce}
351	BO139	537.448	538.538	1.090	 {ride}
352	BO145	538.298	538.938	0.640	 cough cough
353	BO147	539.183	540.413	1.230	 cou[gh cough] {ride}
354	BO139	539.353	540.230	0.877	 [tossisce] {ride}
355	BO139	542.463	543.373	0.910	 chiusa parentesi
356	BO147	543.543	543.933	0.390	 {ride}
357	BO139	544.473	545.353	0.880	 eh=m:h
358	BO139	545.718	548.658	2.940	 no era un ricevimento professore alunna a t~ a torino
359	BO139	549.373	551.163	1.790	 e 'sta qua dice ah son >venuta< da lei
360	BO139	552.083	555.903	3.820	 e:h perché così volevo rivolgermi a un professore di antropologia culturale
361	BO139	556.568	559.130	2.562	 cerchi antropologia culturale torino università
362	BO139	559.323	560.703	1.380	 questo qua c' ha una voce assurda
363	BO139	560.868	562.588	1.720	 io >all' inizio< pensavo che non fosse italiano
364	BO139	562.803	565.053	2.250	 ha proprio un accento che non so come descriverlo. [è]
365	BO145	564.713	565.583	0.870	 [gott]lieb=eh {ride}
366	BO147	565.713	567.640	1.927	 {ride}
367	BO139	567.773	569.160	1.387	 tipo tipo [(ti~)]
368	BO147	568.968	571.188	2.220	 [o]sservazioni? domande?
369	BO139	571.788	572.338	0.550	 {ride}
370	BO139	574.147	575.377	1.230	 sì sì e~ era tipo così
371	BO147	575.652	576.842	1.190	 x[xxx]
372	BO145	575.707	576.867	1.160	 [(non) prendi l' insalata]?
373	BO139	577.222	577.662	0.440	 [sì sì]
374	BO145	577.237	578.097	0.860	 [l' ho (mangiata) tu]tta io
375	BO139	578.102	578.662	0.560	 no la >finisco<
376	BO146	578.937	580.397	1.460	 la (mangia) un po' pure matteo (mi) sa
377	BO147	580.522	581.302	0.780	 <no>
378	BO147	581.327	583.190	1.863	 dai perché x [ha ha]
379	BO145	582.612	583.100	0.488	 [perché]?
380	BO147	583.267	585.940	2.673	 viene oscurato il nome non sapranno che mangio l' insalata
381	BO145	585.767	588.287	2.520	 {ride}
382	BO139	586.168	586.858	0.690	 {ride}
383	BO146	587.678	588.148	0.470	 {ride}
384	BO147	589.528	590.648	1.120	 {tossisce}
385	BO145	590.713	592.663	1.950	 non oscurare per favore fa' un' eccezione
386	BO147	592.733	593.173	0.440	 stai zitta
387	BO145	592.898	593.928	1.030	 matteo rossi
388	BO147	593.938	594.918	0.980	 daniela gialli
389	BO145	594.943	595.213	0.270	 {ride}
390	BO145	595.213	596.603	1.390	 xxxxx
391	BO139	595.263	595.933	0.670	 {ride}
392	BO139	596.923	599.673	2.750	 io io d~ devo vi~ bippare l' anima adesso {ride}
393	BO146	599.173	600.110	0.937	 {ride}
394	BO147	599.733	600.953	1.220	 vabbè almeno
395	BO145	599.943	600.713	0.770	 {ride}
396	BO146	600.368	601.478	1.110	 {canta}
397	BO139	601.563	605.533	3.970	 >cioè< però una cosa u~ >cioè< xx=viene perché almeno bippi tanto e poi non devi trascrivere
398	BO146	602.458	604.418	1.960	 {canta}
399	BO145	603.143	604.413	1.270	 {canta}
400	BO146	605.613	606.703	1.090	 l'(angillete)
401	BO147	606.448	609.270	2.822	 {ride}
402	BO139	606.703	608.503	1.800	 {ride}
403	BO145	607.663	609.113	1.450	 (angillete) lo devi (scrivere) eh
404	BO146	607.673	608.513	0.840	 {ride}
405	BO147	609.860	612.090	2.230	 u x d mammt
406	BO146	610.650	612.350	1.700	 {canta}
407	BO145	612.395	613.145	0.750	 {canta}
408	BO146	613.325	614.375	1.050	 xx
409	BO139	614.435	614.915	0.480	 {ride}
410	BO147	614.930	617.350	2.420	 ma se uno fa un rutto viene trascritto anche quello?
411	BO145	616.605	617.415	0.810	 {ride}
412	BO139	617.575	618.035	0.460	 sì
413	BO147	618.040	619.610	1.570	 ah interessa[nte xx]
414	BO139	618.900	621.320	2.420	 [>cioè< nel senso se po]i nessuno dice niente al riguardo no
415	BO139	622.125	627.355	5.230	 però perché nel senso viene trascritto tutto ciò che è significativo a livello della conversazione quindi se c' è un rumore fuori
416	BO139	627.632	629.462	1.830	 non fa niente [però se c' è un rumore fuori]
417	BO147	628.172	631.892	3.720	 [vabbè è significativo] perché vuol dire che ho mangiato e che siamo a tavola
418	BO139	630.282	631.822	1.540	 {ride}
419	BO145	631.907	633.737	1.830	 un giorno ci trascriviamo mentre scopiamo?
420	BO147	634.077	636.137	2.060	 daniela {ride}
421	BO139	634.102	635.312	1.210	 {ride}
422	BO145	635.332	636.962	1.630	 {ride}
423	BO147	636.997	639.197	2.200	 {ride}
424	BO139	637.052	638.992	1.940	 mi sa che dobbiam bippare tutto
425	BO145	638.647	639.247	0.600	 {ride}
426	BO139	639.322	640.272	0.950	 tutti i due minu[ti]
427	BO145	639.782	640.922	1.140	 [no]: perch[é(?)]
428	BO147	640.530	640.962	0.432	 [eh]?
429	BO139	641.202	641.972	0.770	 {ride}
430	BO145	642.212	644.122	1.910	 a beh i due minuti {ride}
431	BO147	644.202	645.330	1.128	 {ride}
432	BO145	644.602	645.810	1.208	 ti [(puoi) impe]gnare?
433	BO139	644.797	645.137	0.340	 [oh]
434	BO139	645.822	647.512	1.690	 che aspettative hai? {ride}
435	BO147	647.882	649.610	1.728	 che cosa vuoi da me? {cantando}
436	BO145	649.472	649.922	0.450	 {ride}
437	BO139	649.610	649.922	0.312	 x
438	BO145	649.942	651.382	1.440	 [che cosa ti aspe]tti {cantando}
439	BO147	650.987	654.000	3.013	 [(as)petti] dentro di te {cantando} {ride}
440	BO145	652.107	653.017	0.910	 {ride}
441	BO139	654.008	654.858	0.850	 {ride}
