tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
23	BO093	168.607	171.65	3.043	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	noi di queste e::h non riusciamo	noi di queste e::h non riusciamo	noi di queste eh non riusciamo
24	BO093	172.091	174.269	2.178	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	e::h a aprlare più di tanto.	e::h a aprlare più di tanto.	eh a aprlare più di tanto
25	BO093	174.511	178.276	3.765	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	m:h mentre le patologie neurodegenerative classiche,	m:h mentre le patologie neurodegenerative classiche,	mh mentre le patologie neurodegenerative classiche
26	BO093	178.605	183.76	5.155	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e::h si distinguono classicamente in patologie acute,	e::h si distinguono classicamente in patologie acute,	eh si distinguono classicamente in patologie acute
27	BO093	184.04	186.926	2.886	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e abbiamo le lesioni del midollo spinale,	e abbiamo le lesioni del midollo spinale,	e abbiamo le lesioni del midollo spinale
28	BO093	187.212	191.547	4.335	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	e::h le lesioni cerebrali traumatiche l' ictus ischemico,	e::h le lesioni cerebrali traumatiche l' ictus ischemico,	eh le lesioni cerebrali traumatiche l' ictus ischemico
29	BO093	191.796	199.328	7.532	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	19	e::h quindi tutta una serie di patologie di cui abbiamo parlato indirettamente perché vi ricordate quando abbiamo detto delle,	e::h quindi tutta una serie di patologie di cui abbiamo parlato indirettamente perché vi ricordate quando abbiamo detto delle,	eh quindi tutta una serie di patologie di cui abbiamo parlato indirettamente perché vi ricordate quando abbiamo detto delle
30	BO093	200.144	207.377	7.233	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	17	e::h diciamo dei sistemi che si utilizzavano per identificare il ruolo delle diverse aree cerebrali nell' uomo	e::h diciamo dei sistemi che si utilizzavano per identificare il ruolo delle diverse aree cerebrali nell' uomo	eh diciamo dei sistemi che si utilizzavano per identificare il ruolo delle diverse aree cerebrali nell' uomo
31	BO093	207.697	216.782	9.085	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	23	avevamo detto che per moltisimo tempo le uniche informazioni derivavamno proprio da questi da queste forme traumatiche a cute che andando a lesionare	avevamo detto che per moltisimo tempo le uniche informazioni derivavamno proprio da questi da queste forme traumatiche a cute che andando a lesionare	avevamo detto che per moltisimo tempo le uniche informazioni derivavamno proprio da questi da queste forme traumatiche a cute che andando a lesionare
32	BO093	217.208	227.476	10.268	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	20	determinate aree cerebrali portavano alla comprsa di sintomi che potevano essere usati per ricostruire quella che era la funzione primaria	determinate aree cerebrali portavano alla comprsa di sintomi che potevano essere usati per ricostruire quella che era la funzione primaria	determinate aree cerebrali portavano alla comprsa di sintomi che potevano essere usati per ricostruire quella che era la funzione primaria
33	BO093	227.815	231.424	3.609	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	del dell' area cerebrale coinvolta.	del dell' area cerebrale coinvolta.	del dell' area cerebrale coinvolta
34	BO093	231.764	239.021	7.257	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	noi ci occuperemo principalmente delle patologie delle malattie neurodegenerative croniche.	noi ci occuperemo principalmente delle patologie delle malattie neurodegenerative croniche.	noi ci occuperemo principalmente delle patologie delle malattie neurodegenerative croniche
35	BO093	239.793	241.848	2.055	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	m:h perché questa scelta?	m:h perché questa scelta?	mh perché questa scelta
36	BO093	242.798	243.932	1.134	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	per due motivi.	per due motivi.	per due motivi
37	BO093	244.415	253.608	9.193	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	18	prima di tutto perché sono delle patologie di cui abbiamo molte informazioni dal punto di vista cellulare molecolare,	prima di tutto perché sono delle patologie di cui abbiamo molte informazioni dal punto di vista cellulare molecolare,	prima di tutto perché sono delle patologie di cui abbiamo molte informazioni dal punto di vista cellulare molecolare
38	BO093	254.257	261.868	7.611	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	19	e::hm e siccome questo è un corso di neurobiologia che è mo:lto indirizzato diciamo agli aspetti cellulari molecolari ovviamente,	e::hm e siccome questo è un corso di neurobiologia che è mo:lto indirizzato diciamo agli aspetti cellulari molecolari ovviamente,	ehm e siccome questo è un corso di neurobiologia che è molto indirizzato diciamo agli aspetti cellulari molecolari ovviamente
39	BO093	262.413	266.569	4.156	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	e::hm si prestano a questo tipo di trattazione.	e::hm si prestano a questo tipo di trattazione.	ehm si prestano a questo tipo di trattazione
40	BO093	267.454	275.505	8.051	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	i:l secondo aspetto è perché nel loro insieme hanno un' incidenza molto elevata,	i:l secondo aspetto è perché nel loro insieme hanno un' incidenza molto elevata,	il secondo aspetto è perché nel loro insieme hanno un' incidenza molto elevata
41	BO093	276.084	283.971	7.887	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	ehe un costo sociale ed economico elevatissimo per cui su queste si stanno facendo molti sforzi	ehe un costo sociale ed economico elevatissimo per cui su queste si stanno facendo molti sforzi	ehe un costo sociale ed economico elevatissimo per cui su queste si stanno facendo molti sforzi
42	BO093	284.494	291.311	6.817	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	ehper studiare comprendere avere degli approcci e::h terapeutici in senso lato,	ehper studiare comprendere avere degli approcci e::h terapeutici in senso lato,	ehper studiare comprendere avere degli approcci eh terapeutici in senso lato
43	BO093	291.673	300.65	8.977	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	e quindi ovviamente ehpossono essere un ambito di studio e di lavoro molto importante.	e quindi ovviamente ehpossono essere un ambito di studio e di lavoro molto importante.	e quindi ovviamente ehpossono essere un ambito di studio e di lavoro molto importante
44	BO093	301.117	313.881	12.764	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	31	e::h classicamente nei diversi anni ci sono sempre diverse persone che escono da questo corso di studi e che vanno a fare dei dottorati in cui si occupano delle malattie neurodegenerative.	e::h classicamente nei diversi anni ci sono sempre diverse persone che escono da questo corso di studi e che vanno a fare dei dottorati in cui si occupano delle malattie neurodegenerative.	eh classicamente nei diversi anni ci sono sempre diverse persone che escono da questo corso di studi e che vanno a fare dei dottorati in cui si occupano delle malattie neurodegenerative
45	BO093	314.331	326.277	11.946	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	29	ed è per questo che ovviamente pur non essendo~ essendoci un corso di studio di biologia cellulare molecolare un corso di patologia cerchiamo di trattare un po' questi argomenti.	ed è per questo che ovviamente pur non essendo~ essendoci un corso di studio di biologia cellulare molecolare un corso di patologia cerchiamo di trattare un po' questi argomenti.	ed è per questo che ovviamente pur non essendo~ essendoci un corso di studio di biologia cellulare molecolare un corso di patologia cerchiamo di trattare un po' questi argomenti
46	BO093	327.179	333.583	6.404	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	e::hm c' è inoltre anche da ire da ricordarvi più che altro il fatto che mm	e::hm c' è inoltre anche da ire da ricordarvi più che altro il fatto che mm	ehm c' è inoltre anche da ire da ricordarvi più che altro il fatto che mm
47	BO093	334.735	336.71	1.975	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e::h i:n,	e::h i:n,	eh in
48	BO093	337.258	339.472	2.214	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	diciamo nel caso di queste patologie,	diciamo nel caso di queste patologie,	diciamo nel caso di queste patologie
49	BO093	340.133	351.032	10.899	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	26	e::h noi ripetiamo molti degli argomenti che abbiamo trattato in questo corso dalla funzioni dei diversi tipi di cellule presenti al livello del sistema nervoso centrale,	e::h noi ripetiamo molti degli argomenti che abbiamo trattato in questo corso dalla funzioni dei diversi tipi di cellule presenti al livello del sistema nervoso centrale,	eh noi ripetiamo molti degli argomenti che abbiamo trattato in questo corso dalla funzioni dei diversi tipi di cellule presenti al livello del sistema nervoso centrale
50	BO093	351.445	362.402	10.957	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	22	alla plasticità sinaptica che vengono alterate proprio in questa atologie e come vi ho detto parlando del ruolo fisiologico di questi processi,	alla plasticità sinaptica che vengono alterate proprio in questa atologie e come vi ho detto parlando del ruolo fisiologico di questi processi,	alla plasticità sinaptica che vengono alterate proprio in questa atologie e come vi ho detto parlando del ruolo fisiologico di questi processi
51	BO093	362.754	367.167	4.413	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	l' alterazione in realtà ci ha fornito anche delle indicazioni,	l' alterazione in realtà ci ha fornito anche delle indicazioni,	l' alterazione in realtà ci ha fornito anche delle indicazioni
52	BO093	367.661	375.002	7.341	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	19	che sono state sono utili per comprendere quello che il ruolo fisiologico di questi tipi cellulari di questi processi.	che sono state sono utili per comprendere quello che il ruolo fisiologico di questi tipi cellulari di questi processi.	che sono state sono utili per comprendere quello che il ruolo fisiologico di questi tipi cellulari di questi processi
53	BO093	376.266	380.52	4.254	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	ora e::h tra le patologie neurodegenerative croniche,	ora e::h tra le patologie neurodegenerative croniche,	ora eh tra le patologie neurodegenerative croniche
54	BO093	380.899	387.766	6.867	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	molte le avrete sicuramente sentite nominare perché parleremo inizieremo parlando del morbo di alzheimer,	molte le avrete sicuramente sentite nominare perché parleremo inizieremo parlando del morbo di alzheimer,	molte le avrete sicuramente sentite nominare perché parleremo inizieremo parlando del morbo di alzheimer
55	BO093	388.295	398.389	10.094	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	19	e::hm però e:m ci sono anche altre patologie che possono dare demenza come l' alzheimer come le demenze frontotemporali,	e::hm però e:m ci sono anche altre patologie che possono dare demenza come l' alzheimer come le demenze frontotemporali,	ehm però em ci sono anche altre patologie che possono dare demenza come l' alzheimer come le demenze frontotemporali
56	BO093	398.892	402.847	3.955	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	ehrientrano anche le demenze da corpi di levi che	ehrientrano anche le demenze da corpi di levi che	ehrientrano anche le demenze da corpi di levi che
57	BO093	403.317	407.383	4.066	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	diciamo vengono classificate di solito insieme al morbo di parkinson.	diciamo vengono classificate di solito insieme al morbo di parkinson.	diciamo vengono classificate di solito insieme al morbo di parkinson
58	BO093	407.802	412.3	4.498	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	un' altra patologia è la corea di huntington e la le malattie	un' altra patologia è la corea di huntington e la le malattie	un' altra patologia è la corea di huntington e la le malattie
59	BO093	412.63	418.05	5.42	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e::hm da poliptadina come la xx xxllare,	e::hm da poliptadina come la xx xxllare,	ehm da poliptadina come la xx xxllare
60	BO093	418.341	420.639	2.298	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	la sclerosi laterale neotrofica,	la sclerosi laterale neotrofica,	la sclerosi laterale neotrofica
61	BO093	420.962	429.535	8.573	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	19	come vi ho detto tra~ parleremo poco di sclerosi multipla e delle patologie xxxzzanti che sono un po' diverse,	come vi ho detto tra~ parleremo poco di sclerosi multipla e delle patologie xxxzzanti che sono un po' diverse,	come vi ho detto tra~ parleremo poco di sclerosi multipla e delle patologie xxxzzanti che sono un po' diverse
62	BO093	430.188	435.409	5.221	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e e::hm tratteremo solo lateralmente di xxxte	e e::hm tratteremo solo lateralmente di xxxte	e ehm tratteremo solo lateralmente di xxxte
63	BO093	436.335	437.011	0.676	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	allora	allora	allora
64	BO093	437.807	439.079	1.272	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	ehovviamente,	ehovviamente,	ehovviamente
65	BO093	441.656	451.777	10.121	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	18	quando si considerano queste patologie si considerano delle patologie che eh anche nella conoscenza comunque che chiunque ha:,	quando si considerano queste patologie si considerano delle patologie che eh anche nella conoscenza comunque che chiunque ha:,	quando si considerano queste patologie si considerano delle patologie che eh anche nella conoscenza comunque che chiunque ha
66	BO093	452.24	458.809	6.569	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	sono abbastanza diverse tra loro come manifestazione xx almeno inizialmente.	sono abbastanza diverse tra loro come manifestazione xx almeno inizialmente.	sono abbastanza diverse tra loro come manifestazione xx almeno inizialmente
67	BO093	459.165	474.016	14.851	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	32	perché nell' alzheimer voi sapete tutti che c' è un deficit a carico della memoria inizialmente della consolidamento delle memorie e poi ovviamente anche nel consolidamento dei nervi chiave di queste memorie,	perché nell' alzheimer voi sapete tutti che c' è un deficit a carico della memoria inizialmente della consolidamento delle memorie e poi ovviamente anche nel consolidamento dei nervi chiave di queste memorie,	perché nell' alzheimer voi sapete tutti che c' è un deficit a carico della memoria inizialmente della consolidamento delle memorie e poi ovviamente anche nel consolidamento dei nervi chiave di queste memorie
68	BO093	474.39	478.419	4.029	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	mentre non ci sono inizialmente delle manifestazioni motorie,	mentre non ci sono inizialmente delle manifestazioni motorie,	mentre non ci sono inizialmente delle manifestazioni motorie
69	BO093	479.282	489.38	10.098	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	18	al contrario nel parkinson associamo la malattia di parkinson a una patologia che copisce principalmente il sistema motorio	al contrario nel parkinson associamo la malattia di parkinson a una patologia che copisce principalmente il sistema motorio	al contrario nel parkinson associamo la malattia di parkinson a una patologia che copisce principalmente il sistema motorio
70	BO093	489.843	491.559	1.716	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e non alla dmenza.	e non alla dmenza.	e non alla dmenza
71	BO093	492.137	495.842	3.705	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	e::h lo stesso e::h nel morbo di huntington.	e::h lo stesso e::h nel morbo di huntington.	eh lo stesso eh nel morbo di huntington
72	BO093	496.158	497.599	1.441	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	però in realtà,	però in realtà,	però in realtà
73	BO093	498.215	500.561	2.346	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	anche nelle manifestazioni cliniche,	anche nelle manifestazioni cliniche,	anche nelle manifestazioni cliniche
74	BO093	500.977	504.387	3.41	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	se noi consideriamo tutto il decorso della patologia,	se noi consideriamo tutto il decorso della patologia,	se noi consideriamo tutto il decorso della patologia
75	BO093	504.861	508.658	3.797	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	il morbo di alzheimer ad un erto punto determina	il morbo di alzheimer ad un erto punto determina	il morbo di alzheimer ad un erto punto determina
76	BO093	509.104	514.847	5.743	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	anche delle manifestazioni motorie perché i pazienti perdono capacità motorie,	anche delle manifestazioni motorie perché i pazienti perdono capacità motorie,	anche delle manifestazioni motorie perché i pazienti perdono capacità motorie
77	BO093	515.518	519.101	3.583	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e::hm man mano che la degenerazione procede,	e::hm man mano che la degenerazione procede,	ehm man mano che la degenerazione procede
78	BO093	519.542	526.49	6.948	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	e il morbo di parkinson in una grande quantità di pazienti evolve poi in una demenza,	e il morbo di parkinson in una grande quantità di pazienti evolve poi in una demenza,	e il morbo di parkinson in una grande quantità di pazienti evolve poi in una demenza
79	BO093	526.841	528.691	1.85	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	a:: da parkinson.	a:: da parkinson.	a da parkinson
80	BO093	529.288	538.019	8.731	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	20	e per non parlare poi della demenza che colpisce eh insieme ai sintomi motori nel caso del morbo di huntington.	e per non parlare poi della demenza che colpisce eh insieme ai sintomi motori nel caso del morbo di huntington.	e per non parlare poi della demenza che colpisce eh insieme ai sintomi motori nel caso del morbo di huntington
81	BO093	538.427	548.111	9.684	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	17	quindi fondamentalmente per quello che sono le patologie classiche almeno diciamo considerando tutto il decorso della patologia,	quindi fondamentalmente per quello che sono le patologie classiche almeno diciamo considerando tutto il decorso della patologia,	quindi fondamentalmente per quello che sono le patologie classiche almeno diciamo considerando tutto il decorso della patologia
82	BO093	548.319	553.143	4.824	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	ad un certo punto tutte manifestano in realtà dei sintomi	ad un certo punto tutte manifestano in realtà dei sintomi	ad un certo punto tutte manifestano in realtà dei sintomi
83	BO093	553.476	556.454	2.978	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	che e::h possono essere assimilabili.	che e::h possono essere assimilabili.	che eh possono essere assimilabili
84	BO093	557.729	560.15	2.421	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e::h e questo è un primo aspetto.	e::h e questo è un primo aspetto.	eh e questo è un primo aspetto
85	BO093	560.463	565.12	4.657	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	il secondo aspetto è che andando a valutare	il secondo aspetto è che andando a valutare	il secondo aspetto è che andando a valutare
86	BO093	565.67	571.309	5.639	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	quelli che sono i meccanismi cellulari molecolari che sono coinvolti in queste patologie,	quelli che sono i meccanismi cellulari molecolari che sono coinvolti in queste patologie,	quelli che sono i meccanismi cellulari molecolari che sono coinvolti in queste patologie
87	BO093	571.97	572.919	0.949	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	in realtà	in realtà	in realtà
88	BO093	573.507	582.272	8.765	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	e::h si è visto che molti di questi meccanismi sono sovrapposti le malattie hanno delle caratteristiche	e::h si è visto che molti di questi meccanismi sono sovrapposti le malattie hanno delle caratteristiche	eh si è visto che molti di questi meccanismi sono sovrapposti le malattie hanno delle caratteristiche
89	BO093	582.633	586.237	3.604	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	di alterazioni cellulari molecolari che sono	di alterazioni cellulari molecolari che sono	di alterazioni cellulari molecolari che sono
90	BO093	586.82	588.714	1.894	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	molto sovrapponibili.	molto sovrapponibili.	molto sovrapponibili
91	BO093	590.028	590.858	0.83	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	questo	questo	questo
92	BO093	591.18	597.389	6.209	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	ovviamente da una parte inizialmente ha stupito perché	ovviamente da una parte inizialmente ha stupito perché	ovviamente da una parte inizialmente ha stupito perché
93	BO093	598.038	600.982	2.944	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	considerando le manifestazioni plastiche diverse,	considerando le manifestazioni plastiche diverse,	considerando le manifestazioni plastiche diverse
94	BO093	601.558	604.85	3.292	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	si: non si capiva come fosse possibile ormai,	si: non si capiva come fosse possibile ormai,	si non si capiva come fosse possibile ormai
