tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
15	BO118	41.673	42.354	0.681	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	<oka:y>	<oka:y>	okay
16	BO140	42.508	49.35	6.842	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	è fatta in matto:ni: è:: è una casa costruita: intorno agli anni: cinquanta credo	è fatta in matto:ni: è:: è una casa costruita: intorno agli anni: cinquanta credo	è fatta in mattoni è è una casa costruita intorno agli anni cinquanta credo
17	BO118	49.76	50.42	0.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	okay	okay	okay
18	BO118	50.735	53.755	3.02	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	e si trova in centro: alla città: o fuori?	e si trova in centro: alla città: o fuori?	e si trova in centro alla città o fuori
19	BO140	53.77	57.49	3.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	no si trova fuori dalla città: ma:: è vicina in realtà	no si trova fuori dalla città: ma:: è vicina in realtà	no si trova fuori dalla città ma è vicina in realtà
20	BO140	57.735	62.86	5.125	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	1	0	12	io abito a ((*nomepaese)) e:: a piedi: una decina di: minuti ci metto	io abito a {nomepaese} e:: a piedi: una decina di: minuti ci metto	io abito a {nomepaese} e a piedi una decina di minuti ci metto
21	BO118	63.56	64.11	0.55	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°okay°]	[°okay°]	okay
22	BO140	63.597	67.91	4.313	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	[e:]:: è bella: secondo me perché è immersa nel verde	[e:]:: è bella: secondo me perché è immersa nel verde	e è bella secondo me perché è immersa nel verde
23	BO140	68.673	73.03	4.357	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	fino a:: mh trent' anni fa: io non lo so ma ho visto dalle foto,	fino a:: mh trent' anni fa: io non lo so ma ho visto dalle foto,	fino a mh trent' anni fa io non lo so ma ho visto dalle foto
24	BO140	73.436	84.27	10.834	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	32	c' e:ra: era so~ c' era solo casa mia: e:: immersa proprio nel verde po:i: dopo hanno costruito delle villette sopra casa mia: e quindi: si è persa la percezione della strada::	c' e:ra: era so~ c' era solo casa mia: e:: immersa proprio nel verde po:i: dopo hanno costruito delle villette sopra casa mia: e quindi: si è persa la percezione della strada::	c' era era so~ c' era solo casa mia e immersa proprio nel verde poi dopo hanno costruito delle villette sopra casa mia e quindi si è persa la percezione della strada
25	BO140	84.66	89.35	4.69	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	1	0	8	eh: nazionale:: che collega ((*nomepaese)) con altre: altri paesi	eh: nazionale:: che collega {nomepaese} con altre: altri paesi	eh nazionale che collega {nomepaese} con altre altri paesi
26	BO118	89.358	90.17	0.812	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	okay.	okay.	okay
27	BO118	90.413	94.55000000000001	4.237	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	e:: tipo fuori da casa tua che c' è tipo avete il giardino::,	e:: tipo fuori da casa tua che c' è tipo avete il giardino::,	e tipo fuori da casa tua che c' è tipo avete il giardino
28	BO140	94.63	98.65	4.02	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	abbia:mo: sì (me:) un prato: c' è un grande prato,	abbia:mo: sì (me:) un prato: c' è un grande prato,	abbiamo sì me un prato c' è un grande prato
29	BO140	99.277	100.75	1.473	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	e in realtà ce ne son due:,	e in realtà ce ne son due:,	e in realtà ce ne son due
30	BO140	101.147	105.09	3.943	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e::: sono divisi dalla strada che: che porta a casa mia,	e::: sono divisi dalla strada che: che porta a casa mia,	e sono divisi dalla strada che che porta a casa mia
31	BO140	105.843	115.32	9.477	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	29	e: sotto casa abbiamo un: un orto molto grande:: che è gestito da u:na parte da mia nonna e dai miei genito:ri un' altra parte da: un' altra famiglia,	e: sotto casa abbiamo un: un orto molto grande:: che è gestito da u:na parte da mia nonna e dai miei genito:ri un' altra parte da: un' altra famiglia,	e sotto casa abbiamo un un orto molto grande che è gestito da una parte da mia nonna e dai miei genitori un' altra parte da un' altra famiglia
32	BO140	115.761	119.07	3.309	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	e:::: intorno comunque c' è campagna.	e:::: intorno comunque c' è campagna.	e intorno comunque c' è campagna
33	BO118	119.183	119.803	0.62	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	oka[y]	oka[y]	okay
34	BO140	119.576	126.04	6.464	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	19	[qui]ndi: e::hm per questo è immer~ cioè è immersa nella natura poi si vedono i monti gli appennini:: è:	[qui]ndi: e::hm per questo è immer~ cioè è immersa nella natura poi si vedono i monti gli appennini:: è:	quindi ehm per questo è immer~ cioè è immersa nella natura poi si vedono i monti gli appennini è
35	BO140	126.833	128.2	1.367	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	è: bello.	è: bello.	è bello
36	BO118	128.52	132.94	4.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	e:::hm coi vicini avete un buon rapporto? li conoscete bene?	e:::hm coi vicini avete un buon rapporto? li conoscete bene?	ehm coi vicini avete un buon rapporto li conoscete bene
37	BO140	133.008	148.17	15.162	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	40	si. cioè diciamo che io ho sempre vissuto:: fin da piccola con lo:ro perché fan parte della mia famiglia:: non sono paren~ cioè non: è una parentela di primo grado ma comunque di secron~ di secondo grado quindi i fi:gli:,	si. cioè diciamo che io ho sempre vissuto:: fin da piccola con lo:ro perché fan parte della mia famiglia:: non sono paren~ cioè non: è una parentela di primo grado ma comunque di secron~ di secondo grado quindi i fi:gli:,	si cioè diciamo che io ho sempre vissuto fin da piccola con loro perché fan parte della mia famiglia non sono paren~ cioè non è una parentela di primo grado ma comunque di secron~ di secondo grado quindi i figli
38	BO140	148.34	155.5	7.16	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	hanno la mia stessa età o:: mh siamo comunque: coetanei: abbiamo sempre giocato insieme fin da piccoli	hanno la mia stessa età o:: mh siamo comunque: coetanei: abbiamo sempre giocato insieme fin da piccoli	hanno la mia stessa età o mh siamo comunque coetanei abbiamo sempre giocato insieme fin da piccoli
39	BO140	155.92	160.11	4.19	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	anche se non c' è: u:::n rapporto proprio:,	anche se non c' è: u:::n rapporto proprio:,	anche se non c' è un rapporto proprio
40	BO140	160.535	164.897	4.362	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	mh stre:tto di parentela ma:: più di: convenevoli: e::,	mh stre:tto di parentela ma:: più di: convenevoli: e::,	mh stretto di parentela ma più di convenevoli e
41	BO118	164.9	166.7	1.8	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	okay però comunque: è::,	okay però comunque: è::,	okay però comunque è
42	BO118	166.99	169.1	2.11	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	cioè un' atmosfera familiare [xxxx]	cioè un' atmosfera familiare [xxxx]	cioè un' atmosfera familiare xxxx
43	BO140	168.48	169.83	1.35	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[sì sì sì sì ce:]rto	[sì sì sì sì ce:]rto	sì sì sì sì certo
44	BO140	170.135	180.7	10.565	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	28	cioè non stia~ cioè non festeggiamo: feste insieme:, non stiamo mo:lto insieme in generale però se ci incontriamo: fuori da casa: ci salutia:mo ci chiediamo come stiamo: e:,	cioè non stia~ cioè non festeggiamo: feste insieme:, non stiamo mo:lto insieme in generale però se ci incontriamo: fuori da casa: ci salutia:mo ci chiediamo come stiamo: e:,	cioè non stia~ cioè non festeggiamo feste insieme non stiamo molto insieme in generale però se ci incontriamo fuori da casa ci salutiamo ci chiediamo come stiamo e
45	BO140	181.52	184.53	3.11	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	sì alla fine è un rapporto:=m:h amichevole.	sì alla fine è un rapporto:=m:h amichevole.	sì alla fine è un rapporto mh amichevole
46	BO118	184.61	185.08	0.47	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	<ok[ay]>	<ok[ay]>	okay
47	BO140	184.826	189.19	4.364	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[si]curamente no:n non portiamo: rancore o,	[si]curamente no:n non portiamo: rancore o,	sicuramente non non portiamo rancore o
48	BO118	190.84	194.0	3.16	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	oka::y e qual è la tua stanza preferita nella tua casa?	oka::y e qual è la tua stanza preferita nella tua casa?	okay e qual è la tua stanza preferita nella tua casa
49	BO140	195.163	200.44	5.277	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	la mia stanza preferi:ta:=a::h in realtà:: una volta era il bagno.	la mia stanza preferi:ta:=a::h in realtà:: una volta era il bagno.	la mia stanza preferita ah in realtà una volta era il bagno
50	BO140	200.606	205.17	4.564	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	ma perché: è la parte più piccola della casa: e: si riscalda prima e:,	ma perché: è la parte più piccola della casa: e: si riscalda prima e:,	ma perché è la parte più piccola della casa e si riscalda prima e
51	BO140	205.993	208.52	2.527	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	quindi anche in inverno: ho sempre pensato,	quindi anche in inverno: ho sempre pensato,	quindi anche in inverno ho sempre pensato
52	BO140	208.971	212.03	3.059	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	fosse u:n un luogo più chiuso di a:ltri,	fosse u:n un luogo più chiuso di a:ltri,	fosse un un luogo più chiuso di altri
53	BO140	212.67	218.39	5.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	in genera:le in questo momento è la sala: perché:: c' è il cami:no: e:: mh	in genera:le in questo momento è la sala: perché:: c' è il cami:no: e:: mh	in generale in questo momento è la sala perché c' è il camino e mh
54	BO140	219.356	223.69	4.334	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	mh: vabbè [ci stiamo] insie:me: esatto: c' è il divano comodo,	mh: vabbè [ci stiamo] insie:me: esatto: c' è il divano comodo,	mh vabbè ci stiamo insieme esatto c' è il divano comodo
55	BO118	219.85	221.44	1.59	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[state insie:me:]	[state insie:me:]	state insieme
56	BO140	224.028	228.238	4.21	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	e:: però in realtà non ci sto quasi ma:i perché son sempre qua a bologna: e:,	e:: però in realtà non ci sto quasi ma:i perché son sempre qua a bologna: e:,	e però in realtà non ci sto quasi mai perché son sempre qua a bologna e
57	BO140	229.43	232.62	3.19	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	non ho in realtà un~ una stanza pre[ferita:,]	non ho in realtà un~ una stanza pre[ferita:,]	non ho in realtà un~ una stanza preferita
58	BO118	232.2	233.66	1.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	°[nemmeno io] mi sa che ce l' ho.°	°[nemmeno io] mi sa che ce l' ho.°	nemmeno io mi sa che ce l' ho
59	BO118	234.49	238.47	3.98	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	anche perché casa mia tipo è mo:lto cioè dà mo:lto un senso di freddo,	anche perché casa mia tipo è mo:lto cioè dà mo:lto un senso di freddo,	anche perché casa mia tipo è molto cioè dà molto un senso di freddo
60	BO118	239.02	244.76	5.74	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	28	perché l' hanno rifatta da poco quindi è molto mode:rna invece prima era tutta fatta di legno e c' era il camino e adesso non c' è più,	perché l' hanno rifatta da poco quindi è molto mode:rna invece prima era tutta fatta di legno e c' era il camino e adesso non c' è più,	perché l' hanno rifatta da poco quindi è molto moderna invece prima era tutta fatta di legno e c' era il camino e adesso non c' è più
61	BO118	245.575	247.68	2.105	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	e prima la mia stanza preferita penso fosse la cucina.	e prima la mia stanza preferita penso fosse la cucina.	e prima la mia stanza preferita penso fosse la cucina
62	BO118	248.015	251.31	3.295	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	perché era grande:: e: c' era il tavolo c' era pure un divanetto,	perché era grande:: e: c' era il tavolo c' era pure un divanetto,	perché era grande e c' era il tavolo c' era pure un divanetto
63	BO140	252.69	253.01	0.32	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
64	BO118	253.09	253.81	0.82	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	però adesso non ce l' ho	però adesso non ce l' ho	però adesso non ce l' ho
65	BO118	255.745	256.7	0.955	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	<oka:y>	<oka:y>	okay
66	BO118	258.505	266.05	7.545	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	e::hm quindi stai vicina al ce:ntro:: e: vai spesso in centro: o:: o resti più nella zona dove: dove abiti?	e::hm quindi stai vicina al ce:ntro:: e: vai spesso in centro: o:: o resti più nella zona dove: dove abiti?	ehm quindi stai vicina al centro e vai spesso in centro o o resti più nella zona dove dove abiti
67	BO140	266.31	267.31	1.0	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	sì: vabbè certo.	sì: vabbè certo.	sì vabbè certo
68	BO140	267.47	271.13	3.66	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	1	0	10	anche perché: abito: diciamo: in una periferia (cioè) ((*nomepaese)) è piccola.	anche perché: abito: diciamo: in una periferia (cioè) {nomepaese} è piccola.	anche perché abito diciamo in una periferia cioè {nomepaese} è piccola
69	BO140	271.485	283.03	11.545	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	31	quindi appena ti sposti un po' dal centro: a meno che non sia proprio la zona residenziale,: nuo:va, eh:: entri molto nella campagna e:: dove abito io appunto è: un aggregato di:,	quindi appena ti sposti un po' dal centro: a meno che non sia proprio la zona residenziale,: nuo:va, eh:: entri molto nella campagna e:: dove abito io appunto è: un aggregato di:,	quindi appena ti sposti un po' dal centro a meno che non sia proprio la zona residenziale,: nuova eh entri molto nella campagna e dove abito io appunto è un aggregato di
70	BO140	283.45	286.84	3.39	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	cento ca:se:: con la chiesetta così insomma:,	cento ca:se:: con la chiesetta così insomma:,	cento case con la chiesetta così insomma
71	BO140	287.175	290.475	3.3	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	non si fa niente in quella zona quindi [per] forza vai [in centro.]	non si fa niente in quella zona quindi [per] forza vai [in centro.]	non si fa niente in quella zona quindi per forza vai in centro
72	BO118	288.702	289.302	0.6	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[okay]	[okay]	okay
73	BO118	289.727	292.55	2.823	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	[per for~ quindi per fo]rza devi prendere la macchina per anda' in centro?	[per for~ quindi per fo]rza devi prendere la macchina per anda' in centro?	per for~ quindi per forza devi prendere la macchina per anda' in centro
74	BO140	292.64500000000004	296.31	3.765	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	sì generalmente sì perché comunque sia: non:: mh::,	sì generalmente sì perché comunque sia: non:: mh::,	sì generalmente sì perché comunque sia non mh
75	BO140	297.027	308.71	11.683	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	37	non ci sono piste ciclabili: o: cioè non c' è possibilità di prender la bici o::: cioè andare a piedi si ma durante il giorno è possibile perché poi di sera comunque:: son delle strade: abbastanza buie:,	non ci sono piste ciclabili: o: cioè non c' è possibilità di prender la bici o::: cioè andare a piedi si ma durante il giorno è possibile perché poi di sera comunque:: son delle strade: abbastanza buie:,	non ci sono piste ciclabili o cioè non c' è possibilità di prender la bici o cioè andare a piedi si ma durante il giorno è possibile perché poi di sera comunque son delle strade abbastanza buie
76	BO140	309.19	310.64	1.45	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	è: brutto tornare a piedi.	è: brutto tornare a piedi.	è brutto tornare a piedi
77	BO140	311.545	313.66	2.115	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	e:: quindi sì prendo sempre la macchina.	e:: quindi sì prendo sempre la macchina.	e quindi sì prendo sempre la macchina
78	BO140	314.345	317.83	3.485	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	mh è comoda:: e:: ti sposti facilmente.	mh è comoda:: e:: ti sposti facilmente.	mh è comoda e ti sposti facilmente
79	BO140	318.322	322.582	4.26	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	invece in altri mezzi sarebbe impossibile anche con l' autobus così:::,	invece in altri mezzi sarebbe impossibile anche con l' autobus così:::,	invece in altri mezzi sarebbe impossibile anche con l' autobus così
80	BO118	322.603	323.913	1.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	eh ce li avete gli auto[bus]?	eh ce li avete gli auto[bus]?	eh ce li avete gli autobus
81	BO140	323.625	332.23	8.605	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	[sì:]: ce ne sono pochi:: e passano tipo ogni quaranti minuti, ogni mezz' o:ra così quindi in realtà è un po' scomodo spostarsi in autobus.	[sì:]: ce ne sono pochi:: e passano tipo ogni quaranti minuti, ogni mezz' o:ra così quindi in realtà è un po' scomodo spostarsi in autobus.	sì ce ne sono pochi e passano tipo ogni quaranti minuti ogni mezz' ora così quindi in realtà è un po' scomodo spostarsi in autobus
82	BO140	332.55	337.98	5.43	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	cioè l' ho fatto tante vo:lte anche quand' ero più piccola: però: cioè generalmente preferisco la macchina.	cioè l' ho fatto tante vo:lte anche quand' ero più piccola: però: cioè generalmente preferisco la macchina.	cioè l' ho fatto tante volte anche quand' ero più piccola però cioè generalmente preferisco la macchina
83	BO140	338.08	346.49	8.41	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	36	anche perché cioè mi ricordo c' era un periodo in cui i miei: tipo ehm vabbè lavoravano sempre dalla mattina alla sera: e: io la macchina a casa non ce l' avevo non uscivo quasi mai	anche perché cioè mi ricordo c' era un periodo in cui i miei: tipo ehm vabbè lavoravano sempre dalla mattina alla sera: e: io la macchina a casa non ce l' avevo non uscivo quasi mai	anche perché cioè mi ricordo c' era un periodo in cui i miei tipo ehm vabbè lavoravano sempre dalla mattina alla sera e io la macchina a casa non ce l' avevo non uscivo quasi mai
84	BO140	347.15	351.067	3.917	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	12	quindi: sì sono molto legata alla macchina e agli spostamenti in [macchina] ((ride))	quindi: sì sono molto legata alla macchina e agli spostamenti in [macchina] {ride}	quindi sì sono molto legata alla macchina e agli spostamenti in macchina {ride}
85	BO118	350.42	351.07	0.65	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[si: anch' io]	[si: anch' io]	si anch' io
86	BO118	351.93	358.36	6.43	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	25	infatti anch' io sto un po' fuori dal centro:, cioè io abito in questa frazione: e anche solo per arrivare nel paese vero e proprio,	infatti anch' io sto un po' fuori dal centro:, cioè io abito in questa frazione: e anche solo per arrivare nel paese vero e proprio,	infatti anch' io sto un po' fuori dal centro cioè io abito in questa frazione e anche solo per arrivare nel paese vero e proprio
87	BO118	358.98	361.74	2.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	se dovessi anda' a piedi ci metterei tipo: mezz' ora,	se dovessi anda' a piedi ci metterei tipo: mezz' ora,	se dovessi anda' a piedi ci metterei tipo mezz' ora
88	BO140	362.28	362.773	0.493	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	sì sì	sì sì	sì sì
89	BO118	362.775	367.18	4.405	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	e: quindi prendo sempre la macchina infatti non vedevo l' ora di prender la patente quando c' avevo diciotto [anni.]	e: quindi prendo sempre la macchina infatti non vedevo l' ora di prender la patente quando c' avevo diciotto [anni.]	e quindi prendo sempre la macchina infatti non vedevo l' ora di prender la patente quando c' avevo diciotto anni
90	BO140	367.08	376.38	9.3	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	30	[no] io in realtà ho sempre:: usato il motorino quando ero: cioè dai quattordici anni in poi: son sempre stata legata molto al motorino ma perché: mi piace essere: indipendente.	[no] io in realtà ho sempre:: usato il motorino quando ero: cioè dai quattordici anni in poi: son sempre stata legata molto al motorino ma perché: mi piace essere: indipendente.	no io in realtà ho sempre usato il motorino quando ero cioè dai quattordici anni in poi son sempre stata legata molto al motorino ma perché mi piace essere indipendente
91	BO118	376.45	376.96	0.51	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
92	BO140	376.97	379.27	2.3	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	quindi::: mh::	quindi::: mh::	quindi mh
93	BO140	379.9	385.01	5.11	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	cioè preferisco: spostarmi per i cavoli miei senza:: stare [(sempre agli) altri].	cioè preferisco: spostarmi per i cavoli miei senza:: stare [(sempre agli) altri].	cioè preferisco spostarmi per i cavoli miei senza stare sempre agli altri
94	BO118	384.07	387.27	3.2	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	[io ho preso] il patentino e non ho mai preso il motorino perché avevo pau[ra]	[io ho preso] il patentino e non ho mai preso il motorino perché avevo pau[ra]	io ho preso il patentino e non ho mai preso il motorino perché avevo paura
95	BO140	387.1	388.52	1.42	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	3	[ah] ecco vedi? ((ride))	[ah] ecco vedi? {ride}	ah ecco vedi {ride}
96	BO140	388.75	390.36	1.61	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	no io lo prendevo anche quando nevicava	no io lo prendevo anche quando nevicava	no io lo prendevo anche quando nevicava
97	BO118	390.365	391.03	0.665	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	ma:do' ((ride))	ma:do' {ride}	mado' {ride}
98	BO118	391.902	395.9	3.998	True	0	0	0	1	0	0	0	False	False	False	False	False	_	0	1	0	13	che po:i ((*nomepaese)) è fatta tut~ cioè tutta in sali:ta[:: son] scomode le strade	che po:i {nomepaese} è fatta tut~ cioè tutta in sali:ta[:: son] scomode le strade	che poi {nomepaese} è fatta tut~ cioè tutta in salita son scomode le strade
99	BO140	394.18	394.84	0.66	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[sì eh]	[sì eh]	sì eh
100	BO140	396.17	400.89	4.72	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	sì eh cioè diciamo che il centro è tutto:: salita e discesa.	sì eh cioè diciamo che il centro è tutto:: salita e discesa.	sì eh cioè diciamo che il centro è tutto salita e discesa
101	BO140	401.215	408.62	7.405	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	però: fuori:: tutta la periferia così:: cioè sono delle pendenze norma:li diciamo.	però: fuori:: tutta la periferia così:: cioè sono delle pendenze norma:li diciamo.	però fuori tutta la periferia così cioè sono delle pendenze normali diciamo
