tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
33	TO017	71.263	72.571	1.308	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	vi piace vincere facile.	vi piace vincere facile.	vi piace vincere facile
34	TO017	72.82	74.082	1.262	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:::h=mh	e:::h=mh	eh mh
35	TO017	75.039	77.417	2.378	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	okay questi sono i dialetti (di) cinque	okay questi sono i dialetti (di) cinque	okay questi sono i dialetti di cinque
36	TO017	77.901	78.701	0.8	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	<grosse>	<grosse>	grosse
37	TO017	79.121	79.485	0.364	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:h	e:h	eh
38	TO017	80.583	83.353	2.77	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	ca:pita:li o città importanti del mondo arabo,	ca:pita:li o città importanti del mondo arabo,	capitali o città importanti del mondo arabo
39	TO017	85.469	88.15	2.681	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	in cui si di~ si dice sempre la stessa cosa. che cosa vuoi adesso.	in cui si di~ si dice sempre la stessa cosa. che cosa vuoi adesso.	in cui si di~ si dice sempre la stessa cosa che cosa vuoi adesso
40	TO017	88.21	92.763	4.553	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	17	noterete che l' ho scritto in alfabeto latino con dei segni particolari e non in alfabeto arabo	noterete che l' ho scritto in alfabeto latino con dei segni particolari e non in alfabeto arabo	noterete che l' ho scritto in alfabeto latino con dei segni particolari e non in alfabeto arabo
41	TO017	92.764	93.157	0.393	True	0	0	1	0	0	0	False	False	False	False	False		0	0	0	1	perchè.	perchè.	perché
42	TO017	93.848	97.808	3.96	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	e:h perché come abbiamo detto i dialetti non hanno un sistema di scrittura ufficiale,	e:h perché come abbiamo detto i dialetti non hanno un sistema di scrittura ufficiale,	eh perché come abbiamo detto i dialetti non hanno un sistema di scrittura ufficiale
43	TO017	98.146	99.086	0.94	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	in alfabeto arabo,	in alfabeto arabo,	in alfabeto arabo
44	TO017	99.1	107.468	8.368	True	0	0	0	0	0	0	False	False	False	False	False		2	0	0	22	quindi in dialettologia quando noi scriviamo i dialetti li scriviamo in alfabeto (.) latino, con dei segni (.) per rappresentare i suoni che mancano.	quindi in dialettologia quando noi scriviamo i dialetti li scriviamo in alfabeto {P} latino, con dei segni {P} per rappresentare i suoni che mancano.	quindi in dialettologia quando noi scriviamo i dialetti li scriviamo in alfabeto {P} latino con dei segni {P} per rappresentare i suoni che mancano
45	TO017	107.468	110.399	2.931	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	9	perché qual è il problema. che l' alfabeto (.) arabo,	perché qual è il problema. che l' alfabeto {P} arabo,	perché qual è il problema che l' alfabeto {P} arabo
46	TO017	110.921	112.967	2.046	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	è perfetto per scrivere l' arabo standard,	è perfetto per scrivere l' arabo standard,	è perfetto per scrivere l' arabo standard
47	TO017	113.241	115.037	1.796	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	°ci mancherebbe. è stato fatto apposta.°	°ci mancherebbe. è stato fatto apposta.°	ci mancherebbe è stato fatto apposta
48	TO017	116.04	116.479	0.439	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	ma.	ma.	ma
49	TO017	117.032	119.296	2.264	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	mancano un sacco di suoni che ci sono nei dialetti.	mancano un sacco di suoni che ci sono nei dialetti.	mancano un sacco di suoni che ci sono nei dialetti
50	TO017	119.852	123.338	3.486	True	1	0	0	0	0	0	False	False	False	False	False		0	0	0	12	e quindi  per esempio noi >in alfabeto arabo< non posso scrivere tʃ,	e quindi per esempio noi >in alfabeto arabo< non posso scrivere tʃ,	e quindi per esempio noi in alfabeto arabo non posso scrivere tʃ
51	TO017	123.627	125.237	1.61	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	non posso scrivere: g,	non posso scrivere: g,	non posso scrivere g
52	TO017	125.362	127.192	1.83	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	non posso scrivere e,	non posso scrivere e,	non posso scrivere e
53	TO017	127.807	129.93	2.123	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	>per lo meno per lo meno< in termini non ambigui.	>per lo meno per lo meno< in termini non ambigui.	per lo meno per lo meno in termini non ambigui
54	TO017	130.51	130.976	0.466	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	quindi	quindi	quindi
55	TO017	131.8	136.846	5.046	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	nel momento in cu:i un qualche stato arabo e non sembra che succederà nel prossimo futuro	nel momento in cu:i un qualche stato arabo e non sembra che succederà nel prossimo futuro	nel momento in cui un qualche stato arabo e non sembra che succederà nel prossimo futuro
56	TO017	136.871	140.387	3.516	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	nel momento in cui <uno qualche stato arabo> voless:e ufficiliazzare il dialetto,	nel momento in cui <uno qualche stato arabo> voless:e ufficiliazzare il dialetto,	nel momento in cui uno qualche stato arabo volesse ufficiliazzare il dialetto
57	TO017	140.438	142.939	2.501	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	dovrebbe pensare a un sistema ortografico per scriverlo.	dovrebbe pensare a un sistema ortografico per scriverlo.	dovrebbe pensare a un sistema ortografico per scriverlo
58	TO017	142.975	143.992	1.017	True	1	0	0	0	0	1	False	False	False	False	False		1	0	0	5	=un insieme di  (.) di regole.	un insieme di {P} di regole.	un insieme di {P} di regole
59	TO017	144.437	145.953	1.516	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	okay. per ora questo non è successo	okay. per ora questo non è successo	okay per ora questo non è successo
60	TO017	146.352	150.523	4.171	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	13	quindi noi continuiamo a scrivere i dialetti nel nostro (.) nella nostra trascrizione scientifica,	quindi noi continuiamo a scrivere i dialetti nel nostro {P} nella nostra trascrizione scientifica,	quindi noi continuiamo a scrivere i dialetti nel nostro {P} nella nostra trascrizione scientifica
61	TO017	150.722	155.895	5.173	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	17	ci torneremo, poi facciamo uno spiegone su tutti i simboli che usiamo così nessuno si confonde ma.	ci torneremo, poi facciamo uno spiegone su tutti i simboli che usiamo così nessuno si confonde ma.	ci torneremo poi facciamo uno spiegone su tutti i simboli che usiamo così nessuno si confonde ma
62	TO017	156.459	159.275	2.816	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	5	rapidamente così per sentire (.) e::h	rapidamente così per sentire {P} e::h	rapidamente così per sentire {P} eh
63	TO017	159.694	160.924	1.23	True	1	0	0	0	0	0	False	False	False	False	False		0	0	0	4	per  vedere come suonano	per vedere come suonano	per vedere come suonano
64	TO017	161.979	164.188	2.209	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	6	allora io li posso leggere (.) però,	allora io li posso leggere {P} però,	allora io li posso leggere {P} però
65	TO017	164.613	166.681	2.068	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	(allora) io sono pessimo a fare gli accenti quindi	(allora) io sono pessimo a fare gli accenti quindi	allora io sono pessimo a fare gli accenti quindi
66	TO017	167.073	168.325	1.252	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	ve li leggo così come mi vengono	ve li leggo così come mi vengono	ve li leggo così come mi vengono
67	TO017	168.605	169.369	0.764	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	facciamo che	facciamo che	facciamo che
68	TO017	169.981	172.644	2.663	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	7	il ca:iro lo legge qualcuno (.) un egiziano,	il ca:iro lo legge qualcuno {P} un egiziano,	il cairo lo legge qualcuno {P} un egiziano
69	TO017	172.699	173.438	0.739	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	un egiziano?	un egiziano?	un egiziano
70	???	173.652	173.941	0.289	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	°io°	°io°	io
71	TO017	174.093	174.407	0.314	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	tu.	tu.	tu
72	TO017	174.433	176.023	1.59	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	vai leggimi: il cairo,	vai leggimi: il cairo,	vai leggimi il cairo
73	TO017	176.073	177.528	1.455	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	come puoi dici cosa vuoi adesso?	come puoi dici cosa vuoi adesso?	come puoi dici cosa vuoi adesso
74	???	177.635	178.658	1.023	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	xxx	xxx	xxx
75	TO017	178.776	179.387	0.611	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	oka:y,	oka:y,	okay
76	TO017	179.746	183.553	3.807	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	9	e qualcuno un (.) dal marocco rabat che mi legga:	e qualcuno un {P} dal marocco rabat che mi legga:	e qualcuno un {P} dal marocco rabat che mi legga
77	TO017	183.648	187.363	3.715	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	che mi dica (non) mi serve che mi correggete co~ cosa vuoi adesso in marocchino.	che mi dica (non) mi serve che mi correggete co~ cosa vuoi adesso in marocchino.	che mi dica non mi serve che mi correggete co~ cosa vuoi adesso in marocchino
78	TO017	187.57	188.312	0.742	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	in rabatino.	in rabatino.	in rabatino
79	TO017	188.734	189.232	0.498	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	eh,	eh,	eh
80	???	189.293	190.346	1.053	True	0	0	0	0	0	0	False	False	False	False	True	81=0.005	0	0	0	1	xxxxxxx	xxxxxxx	xxxxxxx
81	TO017	190.341	191.98	1.639	True	0	0	0	0	0	0	False	False	False	False	True	80=0.005	0	0	0	2	o:kay xxxxxx	o:kay xxxxxx	okay xxxxxx
82	TO017	192.035	192.51	0.475	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
83	TO017	193.535	194.264	0.729	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	gli a:ltri:	gli a:ltri:	gli altri
84	TO017	194.5	197.711	3.211	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	e secondo me continuereste a leggere meglio di quanto possa fare i:o	e secondo me continuereste a leggere meglio di quanto possa fare i:o	e secondo me continuereste a leggere meglio di quanto possa fare io
85	TO017	197.741	199.729	1.988	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	comunque sono gli a:rabi in arabia saudi:ta,	comunque sono gli a:rabi in arabia saudi:ta,	comunque sono gli arabi in arabia saudita
86	TO017	199.776	201.247	1.471	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	xxxxx	xxxxx	xxxxx
87	TO017	201.494	201.676	0.182	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh?	mh?	mh
88	TO017	202.531	203.235	0.704	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	a damasco	a damasco	a damasco
89	TO017	203.558	204.27	0.712	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	xxxxx	xxxxx	xxxxx
90	TO017	204.764	205.941	1.177	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	3	e (.) a baghdad,	e {P} a baghdad,	e {P} a baghdad
91	TO017	206.294	207.376	1.082	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	xxxx	xxxx	xxxx
92	TO017	207.405	207.677	0.272	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay,	okay,	okay
93	TO017	208.038	208.66	0.622	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	(questi sono,)	(questi sono,)	questi sono
94	TO017	208.767	209.741	0.974	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	ed è sempre la stessa frase.	ed è sempre la stessa frase.	ed è sempre la stessa frase
95	TO017	210.14	211.834	1.694	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	quindi a livello di variazione quanta ne abbiamo	quindi a livello di variazione quanta ne abbiamo	quindi a livello di variazione quanta ne abbiamo
96	TO017	211.964	212.517	0.553	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	parecchia.	parecchia.	parecchia
97	TO017	213.151	213.914	0.763	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	mh tanta.	mh tanta.	mh tanta
98	TO017	214.211	220.388	6.177	True	0	0	0	0	0	0	False	False	False	False	False		2	0	0	24	allora (.) c' è da dire che questo è il lessico di base il lessico di base quello più usato (.) tende a cambiare di più	allora {P} c' è da dire che questo è il lessico di base il lessico di base quello più usato {P} tende a cambiare di più	allora {P} c' è da dire che questo è il lessico di base il lessico di base quello più usato {P} tende a cambiare di più
99	TO017	220.606	222.294	1.688	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	è fatto di parole, come,	è fatto di parole, come,	è fatto di parole come
100	TO017	223.508	224.805	1.297	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	pidginizzaz:ione	pidginizzaz:ione	pidginizzazione
101	TO017	224.899	227.444	2.545	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	°d' accordo°, pidginizzazione è una parola che tende a rimanere ugua:le	°d' accordo°, pidginizzazione è una parola che tende a rimanere ugua:le	d' accordo pidginizzazione è una parola che tende a rimanere uguale
102	TO017	227.489	228.247	0.758	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	è dappertutto.	è dappertutto.	è dappertutto
103	TO017	228.588	229.311	0.723	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::h	e:::h	eh
104	TO017	229.553	232.388	2.835	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	il ve~ il verbo volere tende a cambiare molto di più:	il ve~ il verbo volere tende a cambiare molto di più:	il ve~ il verbo volere tende a cambiare molto di più
105	TO017	233.392	235.917	2.525	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	11	però (.) comunque vede~ vedete che a livello di lessico di base,	però {P} comunque vede~ vedete che a livello di lessico di base,	però {P} comunque vede~ vedete che a livello di lessico di base
106	TO017	236.215	239.9	3.685	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	13	la differenza (.) dei dialetti tra loro e dei dialetti dal classico è notevolissima.	la differenza {P} dei dialetti tra loro e dei dialetti dal classico è notevolissima.	la differenza {P} dei dialetti tra loro e dei dialetti dal classico è notevolissima
107	TO017	240.132	240.564	0.432	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::h	e::h	eh
108	TO017	240.608	242.211	1.603	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	in effetti avete soltanto:	in effetti avete soltanto:	in effetti avete soltanto
109	TO017	242.247	242.872	0.625	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::h	e:::h	eh
110	TO017	243.177	243.829	0.652	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	baghdad,	baghdad,	baghdad
111	TO017	243.845	244.664	0.819	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	che riprende:	che riprende:	che riprende
112	TO017	244.767	245.705	0.938	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	la radice no,	la radice no,	la radice no
113	TO017	245.958	246.488	0.53	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::h	e:::h	eh
114	TO017	246.595	248.97	2.375	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	del verbo:, xxx	del verbo:, xxx	del verbo xxx
115	TO017	249.246	250.523	1.277	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	4	il volere (.) del classico,	il volere {P} del classico,	il volere {P} del classico
116	TO017	250.801	251.713	0.912	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	per il resto,	per il resto,	per il resto
117	???	251.72	255.514	3.794	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((parla in arabo))	{parla_in_arabo}	{parla_in_arabo}
118	TO017	255.52	255.85	0.33	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh,	mh,	mh
119	???	255.85	258.367	2.517	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((parla in arabo))	{parla_in_arabo}	{parla_in_arabo}
120	TO017	258.368	258.552	0.184	True	0	0	0	0	0	0	False	False	False	False	True	121=0.008	0	0	0	2	mh mh	mh mh	mh mh
121	???	258.544	259.938	1.394	True	0	0	0	0	0	0	False	False	False	False	True	120=0.008	0	1	0	0	((parla in arabo))	{parla_in_arabo}	{parla_in_arabo}
122	TO017	259.958	263.011	3.053	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	sì sì sì tutti sono=sono sono sicuro che tutti derivino da:	sì sì sì tutti sono=sono sono sicuro che tutti derivino da:	sì sì sì tutti sono sono sono sicuro che tutti derivino da
123	TO017	263.087	266.958	3.871	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	e:h radici arabe ma dico che la somiglianza di questa frase in arabo standard	e:h radici arabe ma dico che la somiglianza di questa frase in arabo standard	eh radici arabe ma dico che la somiglianza di questa frase in arabo standard
124	TO017	267.11	269.729	2.619	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	9	co:n (.) la frase nei vari dialetti è molto poca.	co:n {P} la frase nei vari dialetti è molto poca.	con {P} la frase nei vari dialetti è molto poca
125	TO017	270.011	271.294	1.283	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	c' è giusto un' idea,	c' è giusto un' idea,	c' è giusto un' idea
126	TO017	271.593	272.771	1.178	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	2	nel (.) baghdadino.	nel {P} baghdadino.	nel {P} baghdadino
127	TO017	273.609	274.1	0.491	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay,	okay,	okay
128	TO017	274.757	275.323	0.566	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::h	e:::h	eh
129	TO017	275.417	276.794	1.377	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	quindi abbiamo parecchia,	quindi abbiamo parecchia,	quindi abbiamo parecchia
130	TO017	277.494	285.458	7.964	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	23	differenza, e (.) ricordatevi stiamo parlando di dialetti di cinque capitali e di cinque grosse città. okay, se vado a considerare quello che succ:ede,	differenza, e {P} ricordatevi stiamo parlando di dialetti di cinque capitali e di cinque grosse città. okay, se vado a considerare quello che succ:ede,	differenza e {P} ricordatevi stiamo parlando di dialetti di cinque capitali e di cinque grosse città okay se vado a considerare quello che succede
131	TO017	285.943	286.5	0.557	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::h	e:::h	eh
132	TO017	286.952	291.511	4.559	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	se vado a pren~ comincio andare a prendere qualche dialetto, sperduto delle campagne e delle montagne,	se vado a pren~ comincio andare a prendere qualche dialetto, sperduto delle campagne e delle montagne,	se vado a pren~ comincio andare a prendere qualche dialetto sperduto delle campagne e delle montagne
133	TO017	292.389	294.361	1.972	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	la faccenda si complica e non di poco.	la faccenda si complica e non di poco.	la faccenda si complica e non di poco
134	TO017	294.732	297.0	2.268	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	qui ho fatto una slide con alcuni pronomi,	qui ho fatto una slide con alcuni pronomi,	qui ho fatto una slide con alcuni pronomi
135	TO017	297.1	299.294	2.194	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	la >realizzazione< dei pronomi in alcuni dialetti,	la >realizzazione< dei pronomi in alcuni dialetti,	la realizzazione dei pronomi in alcuni dialetti
136	TO017	301.811	302.747	0.936	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	marginali	marginali	marginali
137	TO017	302.893	303.771	0.878	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	tra virgolette	tra virgolette	tra virgolette
138	TO017	303.975	304.521	0.546	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay,	okay,	okay
139	TO017	304.904	307.511	2.607	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	avete i pronomi suffissi di seconda persona plurale,	avete i pronomi suffissi di seconda persona plurale,	avete i pronomi suffissi di seconda persona plurale
140	TO017	307.587	309.3	1.713	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e i pronomi i:ndipendenti	e i pronomi i:ndipendenti	e i pronomi indipendenti
141	TO017	309.362	310.767	1.405	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	indipendenti occhio.	indipendenti occhio.	indipendenti occhio
