tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
43	BO020	99.244	99.513	0.269	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mh,	mh,	mh
44	BO026	99.85	102.353	2.503	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[però lei lo segnali adesso lo dico anch' io.]	[però lei lo segnali adesso lo dico anch' io.]	però lei lo segnali adesso lo dico anch' io
45	BO020	99.851	104.372	4.521	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	[sì io: mh giorni fa l' ho segna]lato non so se sono stata l' unica.	[sì io: mh giorni fa l' ho segna]lato non so se sono stata l' unica.	sì io mh giorni fa l' ho segnalato non so se sono stata l' unica
46	BO020	104.68	111.985	7.305	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	22	e: non è cambiato nulla fino a stamattina quindi io ancora non posso prenotare. °adesso n[on s]aprei se è cambiato [qualcosa però,°]	e: non è cambiato nulla fino a stamattina quindi io ancora non posso prenotare. °adesso n[on s]aprei se è cambiato [qualcosa però,°]	e non è cambiato nulla fino a stamattina quindi io ancora non posso prenotare adesso non saprei se è cambiato qualcosa però
47	BO026	109.926	110.268	0.342	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì.]	[sì.]	sì
48	BO026	111.141	113.638	2.497	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	[no (.) ora ma]gari andiamo a~ insieme.	[no {P} ora ma]gari andiamo a~ insieme.	no {P} ora magari andiamo a~ insieme
49	BO026	113.716	115.0	1.284	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	allora mi ripete il nom[e,]	allora mi ripete il nom[e,]	allora mi ripete il nome
50	BO020	114.882	115.457	0.575	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[e]h=mh,	[e]h=mh,	eh mh
51	BO020	115.765	117.808	2.043	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	rossi. erre o esse esse i	rossi. erre o esse esse i	rossi erre o esse esse i
52	BO026	117.896	118.17	0.274	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì.	sì.	sì
53	BO020	118.17	119.425	1.255	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	anna giulia	anna giulia	anna giulia
54	BO026	119.53	121.457	1.927	True	0	0	0	0	0	0	False	False	False	False	True	55=0.001	1	0	0	4	avevamo parl~ (.) anna giulia	avevamo parl~ {P} anna giulia	avevamo parl~ {P} anna giulia
55	BO020	121.456	121.765	0.309	True	0	0	0	0	0	0	False	False	False	False	True	54=0.001	0	0	0	1	sì.	sì.	sì
56	BO026	121.765	123.989	2.224	True	0	0	0	0	0	0	False	False	False	False	True	57=0.001	0	0	0	5	avevamo parlato della tesi vero?	avevamo parlato della tesi vero?	avevamo parlato della tesi vero
57	BO020	123.988	127.836	3.848	True	0	0	0	0	0	0	False	False	False	False	True	56=0.001	0	0	0	7	sì avevamo parlato della te:si e::h=m:h	sì avevamo parlato della te:si e::h=m:h	sì avevamo parlato della tesi eh mh
58	BO020	128.521	132.755	4.234	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	dunque lei mh mi aveva: mh parlato di diverse possiblità,	dunque lei mh mi aveva: mh parlato di diverse possiblità,	dunque lei mh mi aveva mh parlato di diverse possiblità
59	BO020	133.176	134.67	1.494	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::h io::,	e::h io::,	eh io
60	BO020	134.965	135.957	0.992	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	pensavo,	pensavo,	pensavo
61	BO020	136.196	136.67	0.474	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eh,	eh,	eh
62	BO020	137.127	143.18	6.053	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	che e:h potrei e::h=mh stendere:=mh il questionario >stendere un questionario che,<	che e:h potrei e::h=mh stendere:=mh il questionario >stendere un questionario che,<	che eh potrei eh mh stendere mh il questionario stendere un questionario che
63	BO020	143.546	146.095	2.549	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	in realtà non penso sia::=mh,	in realtà non penso sia::=mh,	in realtà non penso sia mh
64	BO020	146.56	152.648	6.088	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	13	m:h sia migliore un questionario aperto piut[tosto che] con una (.) domande chiu:se dove,	m:h sia migliore un questionario aperto piut[tosto che] con una {P} domande chiu:se dove,	mh sia migliore un questionario aperto piuttosto che con una {P} domande chiuse dove
65	BO026	149.234	149.904	0.67	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh=mh,]	[mh=mh,]	mh mh
66	BO020	153.106	158.244	5.138	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	e:h non lo so per il numero di ragazzi che:=mh che vanno indicati,	e:h non lo so per il numero di ragazzi che:=mh che vanno indicati,	eh non lo so per il numero di ragazzi che mh che vanno indicati
67	BO020	158.446	162.234	3.788	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	e:h c' è una percentuale ciè c' è un (sacco) abbastanza=mh [più,]	e:h c' è una percentuale ciè c' è un (sacco) abbastanza=mh [più,]	eh c' è una percentuale ciè c' è un sacco abbastanza mh più
68	BO026	161.645	164.297	2.652	True	0	0	0	0	0	0	False	False	False	False	True	67=0.589,69=0.001	0	0	0	8	[è mh] è un questionario rivolto a studenti?	[è mh] è un questionario rivolto a studenti?	è mh è un questionario rivolto a studenti
69	BO020	164.296	165.01	0.714	True	0	0	0	0	0	0	False	False	False	False	True	68=0.001,70=0.420	0	0	0	2	mh al[lora,]	mh al[lora,]	mh allora
70	BO026	164.59	165.446	0.856	True	0	0	0	0	0	0	False	False	False	False	True	69=0.420,71=0.051	0	0	0	3	[°o ai do]centi?°	[°o ai do]centi?°	o ai docenti
71	BO020	165.395	170.255	4.86	True	0	0	0	0	0	0	False	False	False	False	True	72=0.805,73=0.782,74=0.392,70=0.051	1	0	1	15	o:~ ora ri~=r[itorno un a]ttimin[o su no no] ai ai docenti lei mi a[veva] (.) detto,	o:~ ora ri~=r[itorno un a]ttimin[o su no no] ai ai docenti lei mi a[veva] {P} detto,	o:~ ora ri~ ritorno un attimino su no no ai ai docenti lei mi aveva {P} detto
72	BO026	166.026	166.831	0.805	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[perché è,]	[perché è,]	perché è
73	BO026	166.973	167.755	0.782	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[riepiloghiamo]	[riepiloghiamo]	riepiloghiamo
74	BO026	169.101	169.493	0.392	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
75	BO020	170.791	177.085	6.294	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	e:h che io avrei potuto mandare un questionario ai tecnici di bologna io ho raccolto i tecnici,	e:h che io avrei potuto mandare un questionario ai tecnici di bologna io ho raccolto i tecnici,	eh che io avrei potuto mandare un questionario ai tecnici di bologna io ho raccolto i tecnici
76	BO026	177.085	177.493	0.408	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh,	mh mh,	mh mh
77	BO020	177.575	180.414	2.839	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	gli istituti tecnici su e[:h >s]cuola secondaria.<	gli istituti tecnici su e[:h >s]cuola secondaria.<	gli istituti tecnici su eh scuola secondaria
78	BO026	179.159	179.57	0.411	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
79	BO020	180.748	183.936	3.188	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	di bologna che sarebbero: tredici quattordici,	di bologna che sarebbero: tredici quattordici,	di bologna che sarebbero tredici quattordici
80	BO026	184.043	184.382	0.339	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	mh mh,	mh mh,	mh mh
81	BO020	184.382	185.861	1.479	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	ho qui tutti gli indirizzi.	ho qui tutti gli indirizzi.	ho qui tutti gli indirizzi
82	BO020	186.138	187.703	1.565	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::h=m:h	e::h=m:h	eh mh
83	BO020	188.961	195.0	6.039	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	16	e mh inviare un questionario che: sarebbe andato agli insegnanti d[i ital]iano o comunque di lingue,	e mh inviare un questionario che: sarebbe andato agli insegnanti d[i ital]iano o comunque di lingue,	e mh inviare un questionario che sarebbe andato agli insegnanti di italiano o comunque di lingue
84	BO026	193.361	193.745	0.384	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
85	BO020	195.308	196.148	0.84	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	pe:r=eh,	pe:r=eh,	per eh
86	BO020	196.321	197.77	1.449	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::h=mh	e::h=mh	eh mh
87	BO026	197.821	202.414	4.593	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	eh [e:h il t]ema era[: la lingua l' altra l]ingua straniera.	eh [e:h il t]ema era[: la lingua l' altra l]ingua straniera.	eh eh il tema era la lingua l' altra lingua straniera
88	BO020	198.041	198.745	0.704	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[e:h,]	[e:h,]	eh
89	BO020	198.925	201.34	2.415	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[per mh sì il tema: sì il tema per,]	[per mh sì il tema: sì il tema per,]	per mh sì il tema sì il tema per
90	BO020	202.466	207.6	5.134	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	sì o co[munque su]ll' integrazione tra eh elle due ed elle esse.	sì o co[munque su]ll' integrazione tra eh elle due ed elle esse.	sì o comunque sull' integrazione tra eh elle due ed elle esse
91	BO026	203.011	203.483	0.472	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mh,]	[mh,]	mh
92	BO026	207.86	208.418	0.558	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh,]	[mh mh,]	mh mh
93	BO020	207.861	210.38	2.519	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[pe:r] i:=mh non nativi.	[pe:r] i:=mh non nativi.	per i mh non nativi
94	BO026	210.638	211.181	0.543	True	0	0	0	0	0	0	False	False	False	False	True	95=0.001	0	0	0	2	mh mh,	mh mh,	mh mh
95	BO020	211.18	215.797	4.617	True	0	0	0	0	0	0	False	False	False	False	True	94=0.001	0	0	0	13	e:h per studenti che imparano: l' italiano elle due imparano la lingua straniera.	e:h per studenti che imparano: l' italiano elle due imparano la lingua straniera.	eh per studenti che imparano l' italiano elle due imparano la lingua straniera
96	BO026	215.956	216.319	0.363	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e[:h,]	e[:h,]	eh
97	BO020	216.076	218.675	2.599	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[ma] rispetto alla [lingua] straniera:=mh,	[ma] rispetto alla [lingua] straniera:=mh,	ma rispetto alla lingua straniera mh
98	BO026	217.07	217.416	0.346	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì.]	[sì.]	sì
99	BO020	219.341	223.744	4.403	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	la seconda lingua strani[era <in]glese:> cioè >la la prima lingua [stran]iera inglese< oppure,	la seconda lingua strani[era <in]glese:> cioè >la la prima lingua [stran]iera inglese< oppure,	la seconda lingua straniera inglese cioè la la prima lingua straniera inglese oppure
100	BO026	220.308	220.68	0.372	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
101	BO026	222.553	222.861	0.308	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
102	BO020	224.106	234.51	10.404	True	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	29	e:h [anche] la seconda lingua straniera nel mio caso se lo facessi nel nelle mie classi sarebbe la seconda lingua straniera io diret[tamen]te sulla <sulle mie:> (.) sui miei ragazzi.	e:h [anche] la seconda lingua straniera nel mio caso se lo facessi nel nelle mie classi sarebbe la seconda lingua straniera io diret[tamen]te sulla <sulle mie:> {P} sui miei ragazzi.	eh anche la seconda lingua straniera nel mio caso se lo facessi nel nelle mie classi sarebbe la seconda lingua straniera io direttamente sulla sulle mie {P} sui miei ragazzi
103	BO026	224.376	224.7	0.324	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[m:h,]	[m:h,]	mh
104	BO026	230.595	231.006	0.411	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
105	BO020	235.329	241.68	6.351	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	e:h quindi l' argomento era questo ah=m:h <[non] ben precisato> ancora però mh io direi che,	e:h quindi l' argomento era questo ah=m:h <[non] ben precisato> ancora però mh io direi che,	eh quindi l' argomento era questo ah mh non ben precisato ancora però mh io direi che
106	BO026	238.457	238.829	0.372	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
107	BO026	241.962	246.734	4.772	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	sì prov[visoriamente avevamo identif~ m]h individuato quel diciamo,	sì prov[visoriamente avevamo identif~ m]h individuato quel diciamo,	sì provvisoriamente avevamo identif~ mh individuato quel diciamo
108	BO020	242.421	244.473	2.052	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[questo potrebbe svilupparsi,]	[questo potrebbe svilupparsi,]	questo potrebbe svilupparsi
109	BO020	247.176	249.148	1.972	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	sì più [o meno in questo:,]	sì più [o meno in questo:,]	sì più o meno in questo
110	BO026	247.585	249.128	1.543	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[denominandolo così?]	[denominandolo così?]	denominandolo così
111	BO026	249.194	257.456	8.262	True	0	0	0	0	0	0	False	False	False	False	True	112=0.396,113=0.001	0	0	0	27	cioè la lingua straniera per gli apprendenti di italiano elle due no, l[a lingua] straniera la lingua:: studiata a scuola per gli apprendenti di italiano elle due?	cioè la lingua straniera per gli apprendenti di italiano elle due no, l[a lingua] straniera la lingua:: studiata a scuola per gli apprendenti di italiano elle due?	cioè la lingua straniera per gli apprendenti di italiano elle due no la lingua straniera la lingua studiata a scuola per gli apprendenti di italiano elle due
112	BO020	253.04	253.436	0.396	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì,]	[sì,]	sì
113	BO020	257.455	263.127	5.672	True	0	0	0	0	0	0	False	False	False	False	True	111=0.001,114=0.629	0	0	0	19	sì e l' interazione quindi tra elle due ed elle [esse e:h]=mh sì più o meno era questo.	sì e l' interazione quindi tra elle due ed elle [esse e:h]=mh sì più o meno era questo.	sì e l' interazione quindi tra elle due ed elle esse eh mh sì più o meno era questo
114	BO026	260.331	260.96	0.629	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[mh mh,]	[mh mh,]	mh mh
115	BO020	263.661	264.829	1.168	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::h=mh,	e::h=mh,	eh mh
116	BO020	264.91	267.311	2.401	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	io pensavo che a:h=mh,	io pensavo che a:h=mh,	io pensavo che ah mh
117	BO020	267.641	268.925	1.284	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	e:[:h p~ posso,]	e:[:h p~ posso,]	eh p~ posso
118	BO026	267.819	272.638	4.819	True	0	0	0	0	0	0	False	False	False	False	True	117=1.106,120=0.003,119=0.367	0	0	0	12	[nella sua scuola supe]riore qui[ndi pe]:r nel suo contesto di lavoro no?	[nella sua scuola supe]riore qui[ndi pe]:r nel suo contesto di lavoro no?	nella sua scuola superiore quindi per nel suo contesto di lavoro no
119	BO020	269.611	269.978	0.367	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì.]	[sì.]	sì
120	BO020	272.635	272.996	0.361	True	0	0	0	0	0	0	False	False	False	False	True	118=0.003	0	0	0	1	sì.	sì.	sì
121	BO026	273.145	273.881	0.736	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[e:h,]	[e:h,]	eh
122	BO020	273.145	275.212	2.067	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[secondaria] di secondo [grado:,]	[secondaria] di secondo [grado:,]	secondaria di secondo grado
123	BO026	274.676	276.191	1.515	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[>nella scuola se]condaria di [secon~<]	[>nella scuola se]condaria di [secon~<]	nella scuola secondaria di secon~
124	BO020	275.574	277.308	1.734	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[tecni]co. per[ché io,]	[tecni]co. per[ché io,]	tecnico perché io
125	BO026	276.67	277.574	0.904	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[tecnico] sì.	[tecnico] sì.	tecnico sì
126	BO020	277.738	282.414	4.676	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	e:h nella mia scuola xxx sia l' indirizzo tecnico che il professionale in realtà,	e:h nella mia scuola xxx sia l' indirizzo tecnico che il professionale in realtà,	eh nella mia scuola xxx sia l' indirizzo tecnico che il professionale in realtà
127	BO020	282.8	285.801	3.001	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	la maggior parte degli stranieri si trova al professionale.	la maggior parte degli stranieri si trova al professionale.	la maggior parte degli stranieri si trova al professionale
128	BO020	286.193	287.23	1.037	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::h=mh	e::h=mh	eh mh
129	BO020	287.53	288.148	0.618	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	quindi,	quindi,	quindi
130	BO020	288.396	291.851	3.455	True	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	ma m:h in realtà anche al tecnico ci sono gli stranieri ora,	ma m:h in realtà anche al tecnico ci sono gli stranieri ora,	ma mh in realtà anche al tecnico ci sono gli stranieri ora
