id,upos,form,context,Clitic,Definite,Degree,Gender,Mood,NumType,Number,Person,Poss,PronType,Tense,VerbForm
4:16,DET,un,ci viviamo in un po' di famiglie,,Ind,,Masc,,,Sing,,,Art,,
4:17,ADJ,po',viviamo in un po' di famiglie che,,,,,,,,,,,,
4:18,ADP,di,in un po' di famiglie che sono,,,,,,,,,,,,
4:19,NOUN,famiglie,un po' di famiglie che sono eh,,,,Fem,,,Sing,,,,,
4:20,SCONJ,che,po' di famiglie che sono eh la,,,,,,,,,,Rel,,
4:21,AUX,sono,di famiglie che sono eh la mia,,,,,Ind,,Plur,3,,,Pres,Fin
4:22,INTJ,eh,famiglie che sono eh la mia famiglia,,,,,,,,,,,,
4:23,DET,la,che sono eh la mia famiglia mhmh,,Def,,Fem,,,Sing,,,Art,,
4:24,DET,mia,sono eh la mia famiglia mhmh mia,,,,Fem,,,Sing,,Yes,Prs,,
4:25,NOUN,famiglia,eh la mia famiglia mhmh mia nonna,,,,Fem,,,Sing,,,,,
4:26,INTJ,mhmh,la mia famiglia mhmh mia nonna mh,,,,,,,,,,,,
4:27,DET,mia,mia famiglia mhmh mia nonna mh i,,,,Fem,,,Sing,,Yes,Prs,,
4:28,NOUN,nonna,famiglia mhmh mia nonna mh i miei,,,,Fem,,,Sing,,,,,
4:29,INTJ,mh,mhmh mia nonna mh i miei cugini,,,,,,,,,,,,
4:30,DET,i,mia nonna mh i miei cugini quindi,,Def,,Masc,,,Plur,,,Art,,
4:31,DET,miei,nonna mh i miei cugini quindi due,,,,Masc,,,Plur,,Yes,Prs,,
4:32,NOUN,cugini,mh i miei cugini quindi due famiglie,,,,Masc,,,Plur,,,,,
4:33,CCONJ,quindi,i miei cugini quindi due famiglie e,,,,,,,,,,,,
4:34,DET,due,miei cugini quindi due famiglie e la,,,,,,Card,,,,,,
4:35,NOUN,famiglie,cugini quindi due famiglie e la nonna,,,,Fem,,,Plur,,,,,
4:36,CCONJ,e,quindi due famiglie e la nonna di,,,,,,,,,,,,
4:37,DET,la,due famiglie e la nonna di i,,Def,,Fem,,,Sing,,,Art,,
4:38,NOUN,nonna,famiglie e la nonna di i miei,,,,Fem,,,Sing,,,,,
4:39,ADP,di,e la nonna di i miei cugini,,,,,,,,,,,,
4:40,DET,i,la nonna di i miei cugini quindi,,Def,,Masc,,,Plur,,,Art,,
4:41,DET,miei,nonna di i miei cugini quindi ci,,,,Masc,,,Plur,,Yes,Prs,,
4:42,NOUN,cugini,di i miei cugini quindi ci sono,,,,Masc,,,Plur,,,,,
4:43,CCONJ,quindi,i miei cugini quindi ci sono cinque,,,,,,,,,,,,
4:44,PRON,ci,miei cugini quindi ci sono cinque famiglie,,,,,,,Plur,1,,Prs,,
4:45,VERB,sono,cugini quindi ci sono cinque famiglie,,,,,Ind,,Plur,3,,,Pres,Fin
4:46,DET,cinque,quindi ci sono cinque famiglie,,,,,,Card,,,,,,
4:47,NOUN,famiglie,ci sono cinque famiglie,,,,Fem,,,Plur,,,,,
5:1,INTJ,okay,okay quindi è fatta,,,,,,,,,,,,
5:2,CCONJ,quindi,okay quindi è fatta su,,,,,,,,,,,,
5:3,AUX,è,okay quindi è fatta su diversi,,,,,Ind,,Sing,3,,,Pres,Fin
5:4,VERB,fatta,okay quindi è fatta su diversi piani,,,,Fem,,,Sing,,,,Past,Part
5:5,ADP,su,quindi è fatta su diversi piani,,,,,,,,,,,,
5:6,DET,diversi,è fatta su diversi piani,,,,,,,,,,Ind,,
5:7,NOUN,piani,fatta su diversi piani,,,,Masc,,,Plur,,,,,
6:1,INTJ,sì,sì ci sono tre,,,,,,,,,,,,
6:2,PRON,ci,sì ci sono tre piani,,,,,,,Plur,1,,Prs,,
6:3,VERB,sono,sì ci sono tre piani mhmh,,,,,Ind,,Plur,3,,,Pres,Fin
6:4,DET,tre,sì ci sono tre piani mhmh e,,,,,,Card,,,,,,
6:5,NOUN,piani,ci sono tre piani mhmh e l',,,,Masc,,,Plur,,,,,
6:6,INTJ,mhmh,sono tre piani mhmh e l' ultimo,,,,,,,,,,,,
6:7,CCONJ,e,tre piani mhmh e l' ultimo piano,,,,,,,,,,,,
6:8,DET,l',piani mhmh e l' ultimo piano è,,Def,,,,,Sing,,,Art,,
6:9,ADJ,ultimo,mhmh e l' ultimo piano è una,,,,Masc,,,Sing,,,,,
6:10,NOUN,piano,e l' ultimo piano è una soffitta,,,,Masc,,,Sing,,,,,
6:11,VERB,è,l' ultimo piano è una soffitta che,,,,,Ind,,Sing,3,,,Pres,Fin
6:12,DET,una,ultimo piano è una soffitta che in,,Ind,,Fem,,,Sing,,,Art,,
6:13,NOUN,soffitta,piano è una soffitta che in realtà,,,,Fem,,,Sing,,,,,
6:14,SCONJ,che,è una soffitta che in realtà è,,,,,,,,,,Rel,,
6:15,ADP,in,una soffitta che in realtà è abitata,,,,,,,,,,,,
6:16,NOUN,realtà,soffitta che in realtà è abitata da,,,,Fem,,,,,,,,
6:17,AUX,è,che in realtà è abitata da uno,,,,,Ind,,Sing,3,,,Pres,Fin
6:18,VERB,abitata,in realtà è abitata da uno di,,,,Fem,,,Sing,,,,Past,Part
6:19,ADP,da,realtà è abitata da uno di i,,,,,,,,,,,,
6:20,PRON,uno,è abitata da uno di i miei,,,,Masc,,,Sing,,,Ind,,
6:21,ADP,di,abitata da uno di i miei zii,,,,,,,,,,,,
6:22,DET,i,da uno di i miei zii,,Def,,Masc,,,Plur,,,Art,,
6:23,DET,miei,uno di i miei zii,,,,Masc,,,Plur,,Yes,Prs,,
6:24,NOUN,zii,di i miei zii,,,,Masc,,,Plur,,,,,
7:1,INTJ,okay,okay è fatta in,,,,,,,,,,,,
7:2,AUX,è,okay è fatta in mattoni,,,,,Ind,,Sing,3,,,Pres,Fin
7:3,VERB,fatta,okay è fatta in mattoni,,,,Fem,,,Sing,,,,Past,Part
7:4,ADP,in,okay è fatta in mattoni,,,,,,,,,,,,
7:5,NOUN,mattoni,è fatta in mattoni,,,,Masc,,,Plur,,,,,
8:1,VERB,è,è è una casa,,,,,Ind,,Sing,3,,,Pres,Fin
8:2,VERB,è,è è una casa costruita,,,,,Ind,,Sing,3,,,Pres,Fin
8:3,DET,una,è è una casa costruita intorno,,Ind,,Fem,,,Sing,,,Art,,
8:4,NOUN,casa,è è una casa costruita intorno a,,,,Fem,,,Sing,,,,,
8:5,VERB,costruita,è una casa costruita intorno a gli,,,,Fem,,,Sing,,,,,
8:6,ADV,intorno,una casa costruita intorno a gli anni,,,,,,,,,,,,
8:7,ADP,a,casa costruita intorno a gli anni cinquanta,,,,,,,,,,,,
8:8,DET,gli,costruita intorno a gli anni cinquanta credo,,Def,,Masc,,,Plur,,,Art,,
8:9,NOUN,anni,intorno a gli anni cinquanta credo okay,,,,Masc,,,Plur,,,,,
8:10,NUM,cinquanta,a gli anni cinquanta credo okay e,,,,,,,,,,Rel,,
8:11,VERB,credo,gli anni cinquanta credo okay e si,,,,,Ind,,Sing,1,,,Pres,Fin
8:12,INTJ,okay,anni cinquanta credo okay e si trova,,,,,,,,,,,,
8:13,CCONJ,e,cinquanta credo okay e si trova in,,,,,,,,,,,,
8:14,PRON,si,credo okay e si trova in centro,,,,,,,,3,,Prs,,
8:15,VERB,trova,okay e si trova in centro a,,,,,Ind,,Sing,3,,,Pres,Fin
8:16,ADP,in,e si trova in centro a la,,,,,,,,,,,,
8:17,NOUN,centro,si trova in centro a la città,,,,Masc,,,Sing,,,,,
8:18,ADP,a,trova in centro a la città o,,,,,,,,,,,,
8:19,DET,la,in centro a la città o fuori,,Def,,Fem,,,Sing,,,Art,,
8:20,NOUN,città,centro a la città o fuori,,,,Fem,,,,,,,,
8:21,CCONJ,o,a la città o fuori,,,,,,,,,,,,
8:22,ADV,fuori,la città o fuori,,,,,,,,,,,,
9:1,INTJ,no,no,,,,,,,,,,,,
10:1,PRON,si,si trova fuori da,,,,,,,,3,,Prs,,
10:2,VERB,trova,si trova fuori da la,,,,,Ind,,Sing,3,,,Pres,Fin
10:3,ADV,fuori,si trova fuori da la città,,,,,,,,,,,,
10:4,ADP,da,si trova fuori da la città ma,,,,,,,,,,,,
10:5,DET,la,trova fuori da la città ma è,,Def,,Fem,,,Sing,,,Art,,
10:6,NOUN,città,fuori da la città ma è vicina,,,,Fem,,,,,,,,
10:7,CCONJ,ma,da la città ma è vicina,,,,,,,,,,,,
10:8,VERB,è,la città ma è vicina,,,,,Ind,,Sing,3,,,Pres,Fin
10:9,ADJ,vicina,città ma è vicina,,,,Fem,,,Sing,,,,,
11:1,ADP,in,in realtà io abito,,,,,,,,,,,,
11:2,NOUN,realtà,in realtà io abito a,,,,Fem,,,,,,,,
11:3,PRON,io,in realtà io abito a @nomepaese,,,,,,,Sing,1,,Prs,,
11:4,VERB,abito,in realtà io abito a @nomepaese e,,,,,Ind,,Sing,1,,,Pres,Fin
11:5,ADP,a,realtà io abito a @nomepaese e a,,,,,,,,,,,,
11:6,PROPN,@nomepaese,io abito a @nomepaese e a piedi,,,,Fem,,,Plur,,,,,
11:7,CCONJ,e,abito a @nomepaese e a piedi una,,,,,,,,,,,,
11:8,ADP,a,a @nomepaese e a piedi una decina,,,,,,,,,,,,
11:9,NOUN,piedi,@nomepaese e a piedi una decina di,,,,Masc,,,Plur,,,,,
11:10,DET,una,e a piedi una decina di minuti,,Ind,,Fem,,,Sing,,,Art,,
11:11,DET,decina,a piedi una decina di minuti ci,,,,Fem,,,Sing,,,,,
11:12,ADP,di,piedi una decina di minuti ci metto,,,,,,,,,,,,
11:13,NOUN,minuti,una decina di minuti ci metto okay,,,,Masc,,,Plur,,,,,
11:14,PRON,ci,decina di minuti ci metto okay e,,,,,,,Plur,1,,Prs,,
11:15,VERB,metto,di minuti ci metto okay e è,,,,,Ind,,Sing,1,,,Pres,Fin
11:16,INTJ,okay,minuti ci metto okay e è bella,,,,,,,,,,,,
11:17,CCONJ,e,ci metto okay e è bella secondo,,,,,,,,,,,,
11:18,VERB,è,metto okay e è bella secondo me,,,,,Ind,,Sing,3,,,Pres,Fin
11:19,ADJ,bella,okay e è bella secondo me perché,,,,Fem,,,Sing,,,,,
11:20,ADP,secondo,e è bella secondo me perché è,,,,,,,,,,,,
11:21,PRON,me,è bella secondo me perché è immersa,,,,,,,Sing,1,,Prs,,
11:22,SCONJ,perché,bella secondo me perché è immersa in,,,,,,,,,,,,
11:23,AUX,è,secondo me perché è immersa in il,,,,,Ind,,Sing,3,,,Pres,Fin
11:24,VERB,immersa,me perché è immersa in il verde,,,,Fem,,,Sing,,,,Past,Part
11:25,ADP,in,perché è immersa in il verde fino,,,,,,,,,,,,
11:26,DET,il,è immersa in il verde fino a,,Def,,Masc,,,Sing,,,Art,,
11:27,ADJ,verde,immersa in il verde fino a mh,,,,,,,Sing,,,,,
11:28,ADV,fino,in il verde fino a mh trent',,,,Masc,,,Sing,,,,,
11:29,ADP,a,il verde fino a mh trent' anni,,,,,,,,,,,,
11:30,INTJ,mh,verde fino a mh trent' anni fa,,,,,,,,,,,,
11:31,NUM,trent',fino a mh trent' anni fa io,,,,,,Card,,,,,,
11:32,NOUN,anni,a mh trent' anni fa io non,,,,Masc,,,Plur,,,,,
11:33,ADV,fa,mh trent' anni fa io non lo,,,,,Ind,,Sing,3,,,Pres,Fin
11:34,PRON,io,trent' anni fa io non lo so,,,,,,,Sing,1,,Prs,,
11:35,ADV,non,anni fa io non lo so ma,,,,,,,,,,Neg,,
11:36,PRON,lo,fa io non lo so ma ho,,,,Masc,,,Sing,3,,Prs,,
11:37,VERB,so,io non lo so ma ho visto,,,,,Ind,,Sing,1,,,Pres,Fin
11:38,CCONJ,ma,non lo so ma ho visto da,,,,,,,,,,,,
11:39,AUX,ho,lo so ma ho visto da le,,,,,Ind,,Sing,1,,,Pres,Fin
11:40,VERB,visto,so ma ho visto da le foto,,,,,Ind,,Sing,1,,,Pres,Fin
11:41,ADP,da,ma ho visto da le foto c',,,,,,,,,,,,
11:42,DET,le,ho visto da le foto c' era,,Def,,Fem,,,Plur,,,Art,,
11:43,NOUN,foto,visto da le foto c' era era,,,,Fem,,,,,,,,
11:44,PRON,c',da le foto c' era era so,,,,,,,Plur,1,,Prs,,
11:45,AUX,era,le foto c' era era so c',,,,,Ind,,Sing,3,,,Imp,Fin
11:46,AUX,era,foto c' era era so c' era,,,,,Ind,,Sing,3,,,Imp,Fin
11:47,X,so,c' era era so c' era solo,,,,,,,,,,,,
11:48,PRON,c',era era so c' era solo casa,,,,,,,Plur,1,,Prs,,
11:49,VERB,era,era so c' era solo casa mia,,,,,Ind,,Sing,3,,,Imp,Fin
11:50,ADV,solo,so c' era solo casa mia e,,,,,,,,,,,,
11:51,NOUN,casa,c' era solo casa mia e immersa,,,,Fem,,,Sing,,,,,
11:52,DET,mia,era solo casa mia e immersa proprio,,,,Fem,,,Sing,,,,,
11:53,CCONJ,e,solo casa mia e immersa proprio in,,,,,,,,,,,,
11:54,VERB,immersa,casa mia e immersa proprio in il,,,,,Ind,,Sing,3,,,Pres,Fin
11:55,ADV,proprio,mia e immersa proprio in il verde,,,,,,,,,,,,
11:56,ADP,in,e immersa proprio in il verde,,,,,,,,,,,,
11:57,DET,il,immersa proprio in il verde,,Def,,Masc,,,Sing,,,Art,,
11:58,NOUN,verde,proprio in il verde,,,,,,,Sing,,,,,
12:1,ADV,poi,poi dopo hanno costruito,,,,,,,,,,,,
12:2,ADV,dopo,poi dopo hanno costruito delle,,,,,,,,,,,,
12:3,AUX,hanno,poi dopo hanno costruito delle villette,,,,,Ind,,Plur,3,,,Pres,Fin
12:4,VERB,costruito,poi dopo hanno costruito delle villette sopra,,,,Masc,,,Sing,,,,Past,Part
12:5,DET,delle,dopo hanno costruito delle villette sopra casa,,,,,,,,,,,,
12:6,NOUN,villette,hanno costruito delle villette sopra casa mia,,,,Fem,,,Plur,,,,,
12:7,ADP,sopra,costruito delle villette sopra casa mia e,,,,,,,,,,,,
12:8,NOUN,casa,delle villette sopra casa mia e quindi,,,,Fem,,,Sing,,,,,
12:9,DET,mia,villette sopra casa mia e quindi si,,,,Fem,,,Sing,,,,,
12:10,CCONJ,e,sopra casa mia e quindi si è,,,,,,,,,,,,
12:11,CCONJ,quindi,casa mia e quindi si è persa,,,,,,,,,,,,
12:12,PRON,si,mia e quindi si è persa la,,,,,,,,3,,Prs,,
12:13,AUX,è,e quindi si è persa la percezione,,,,,Ind,,Sing,3,,,Pres,Fin
12:14,VERB,persa,quindi si è persa la percezione di,,,,Fem,,,Sing,,,,Past,Part
12:15,DET,la,si è persa la percezione di la,,Def,,Fem,,,Sing,,,Art,,
12:16,NOUN,percezione,è persa la percezione di la strada,,,,Fem,,,Sing,,,,,
12:17,ADP,di,persa la percezione di la strada eh,,,,,,,,,,,,
12:18,DET,la,la percezione di la strada eh nazionale,,Def,,Fem,,,Sing,,,Art,,
12:19,NOUN,strada,percezione di la strada eh nazionale che,,,,Fem,,,Sing,,,,,
12:20,INTJ,eh,di la strada eh nazionale che collega,,,,,,,,,,,,
12:21,ADJ,nazionale,la strada eh nazionale che collega @nomepaese,,,,,,,Sing,,,,,
12:22,SCONJ,che,strada eh nazionale che collega @nomepaese con,,,,,,,,,,,,
12:23,VERB,collega,eh nazionale che collega @nomepaese con altre,,,,,,,Sing,,,,,
12:24,PROPN,@nomepaese,nazionale che collega @nomepaese con altre altri,,,,,,,Sing,,,,,
12:25,ADP,con,che collega @nomepaese con altre altri paesi,,,,,,,,,,,,
12:26,DET,altre,collega @nomepaese con altre altri paesi,,,,,,,,,,Ind,,
12:27,DET,altri,@nomepaese con altre altri paesi,,,,,,,,,,Ind,,
12:28,NOUN,paesi,con altre altri paesi,,,,Masc,,,Plur,,,,,
13:1,INTJ,okay,okay e tipo fuori,,,,,,,,,,,,
13:2,CCONJ,e,okay e tipo fuori da,,,,,,,,,,,,
13:3,NOUN,tipo,okay e tipo fuori da casa,,,,Masc,,,Sing,,,,,
13:4,ADV,fuori,okay e tipo fuori da casa tua,,,,,,,,,,,,
13:5,ADP,da,e tipo fuori da casa tua che,,,,,,,,,,,,
13:6,NOUN,casa,tipo fuori da casa tua che c',,,,Fem,,,Sing,,,,,
13:7,DET,tua,fuori da casa tua che c' è,,,,Fem,,,Sing,,,,,
13:8,SCONJ,che,da casa tua che c' è,,,,,,,,,,,,
13:9,PRON,c',casa tua che c' è,,,,,,,Plur,1,,Prs,,
13:10,VERB,è,tua che c' è,,,,,Ind,,Sing,3,,,Pres,Fin
14:1,NOUN,tipo,tipo avete il giardino,,,,Masc,,,Sing,,,,,
14:2,VERB,avete,tipo avete il giardino,,,,,Ind,,Plur,2,,,Pres,Fin
14:3,DET,il,tipo avete il giardino,,Def,,Masc,,,Sing,,,Art,,
14:4,NOUN,giardino,tipo avete il giardino,,,,Masc,,,Sing,,,,,
15:1,VERB,abbiamo,abbiamo sì me un,,,,,Ind,,Plur,1,,,Pres,Fin
15:2,INTJ,sì,abbiamo sì me un prato,,,,,,,,,,,,
15:3,INTJ,me,abbiamo sì me un prato,,,,,,,Sing,1,,Prs,,
15:4,DET,un,abbiamo sì me un prato,,Ind,,Masc,,,Sing,,,Art,,
15:5,NOUN,prato,sì me un prato,,,,Masc,,,Sing,,,,,
16:1,PRON,c',c' è un grande,,,,,,,Plur,1,,Prs,,
16:2,VERB,è,c' è un grande prato,,,,,Ind,,Sing,3,,,Pres,Fin
16:3,DET,un,c' è un grande prato e,,Ind,,Masc,,,Sing,,,Art,,
16:4,ADJ,grande,c' è un grande prato e in,,,,,,,Plur,,,,,
16:5,NOUN,prato,è un grande prato e in realtà,,,,Masc,,,Sing,,,,,
16:6,CCONJ,e,un grande prato e in realtà ce,,,,,,,,,,,,
16:7,ADP,in,grande prato e in realtà ce ne,,,,,,,,,,,,
16:8,NOUN,realtà,prato e in realtà ce ne son,,,,Fem,,,,,,,,
16:9,PRON,ce,e in realtà ce ne son due,,,,,,,Plur,1,,Prs,,
16:10,PRON,ne,in realtà ce ne son due e,,,,,,,,,,Prs,,
16:11,VERB,son,realtà ce ne son due e sono,,,,,Ind,,Plur,3,,,Pres,Fin
16:12,NUM,due,ce ne son due e sono divisi,,,,,,Card,,,,,,
16:13,CCONJ,e,ne son due e sono divisi dalla,,,,,,,,,,,,
16:14,AUX,sono,son due e sono divisi dalla da,,,,,Ind,,Plur,3,,,Pres,Fin
16:15,VERB,divisi,due e sono divisi dalla da la,,,,Masc,,,Plur,,,,,
16:16-17,fuori,dalla,e sono divisi dalla da la strada,,,,,,,,,,,,
16:16,ADP,da,sono divisi dalla da la strada che,,,,,,,,,,,,
16:17,DET,la,divisi dalla da la strada che che,,Def,,Fem,,,Sing,,,Art,,
16:18,NOUN,strada,dalla da la strada che che porta,,,,Fem,,,Sing,,,,,
16:19,SCONJ,che,da la strada che che porta a,,,,,,,,,,Rel,,
16:20,SCONJ,che,la strada che che porta a casa,,,,,,,,,,Rel,,
16:21,VERB,porta,strada che che porta a casa mia,,,,,Ind,,Sing,3,,,Pres,Fin
16:22,ADP,a,che che porta a casa mia e,,,,,,,,,,,,
16:23,NOUN,casa,che porta a casa mia e sotto,,,,Fem,,,Sing,,,,,
16:24,DET,mia,porta a casa mia e sotto casa,,,,Fem,,,Sing,,,,,
16:25,CCONJ,e,a casa mia e sotto casa abbiamo,,,,,,,,,,,,
16:26,ADP,sotto,casa mia e sotto casa abbiamo un,,,,,,,,,,,,
16:27,NOUN,casa,mia e sotto casa abbiamo un un,,,,Fem,,,Sing,,,,,
16:28,VERB,abbiamo,e sotto casa abbiamo un un orto,,,,,Ind,,Plur,1,,,Pres,Fin
16:29,DET,un,sotto casa abbiamo un un orto molto,,Ind,,Masc,,,Sing,,,Art,,
16:30,DET,un,casa abbiamo un un orto molto grande,,Ind,,Masc,,,Sing,,,Art,,
16:31,NOUN,orto,abbiamo un un orto molto grande che,,,,Masc,,,Sing,,,,,
16:32,ADV,molto,un un orto molto grande che è,,,,,,,,,,,,
16:33,ADJ,grande,un orto molto grande che è gestito,,,,,,,Plur,,,,,
16:34,SCONJ,che,orto molto grande che è gestito da,,,,,,,,,,Rel,,
16:35,AUX,è,molto grande che è gestito da una,,,,,Ind,,Sing,3,,,Pres,Fin
16:36,VERB,gestito,grande che è gestito da una parte,,,,Masc,,,Sing,,,,Past,Part
16:37,ADP,da,che è gestito da una parte da,,,,,,,,,,,,
16:38,DET,una,è gestito da una parte da mia,,Ind,,Fem,,,Sing,,,Art,,
16:39,NOUN,parte,gestito da una parte da mia nonna,,,,Fem,,,Sing,,,,,
16:40,ADP,da,da una parte da mia nonna e,,,,,,,,,,,,
16:41,DET,mia,una parte da mia nonna e da,,,,Fem,,,Sing,,Yes,Prs,,
16:42,NOUN,nonna,parte da mia nonna e da i,,,,Fem,,,Sing,,,,,
16:43,CCONJ,e,da mia nonna e da i miei,,,,,,,,,,,,
16:44,ADP,da,mia nonna e da i miei genitori,,,,,,,,,,,,
16:45,DET,i,nonna e da i miei genitori un',,Def,,Masc,,,Plur,,,Art,,
16:46,DET,miei,e da i miei genitori un' altra,,,,Masc,,,Plur,,Yes,Prs,,
16:47,NOUN,genitori,da i miei genitori un' altra parte,,,,Masc,,,Plur,,,,,
16:48,DET,un',i miei genitori un' altra parte da,,Ind,,Fem,,,Sing,,,Art,,
16:49,DET,altra,miei genitori un' altra parte da un',,,,,,,,,,Ind,,
16:50,NOUN,parte,genitori un' altra parte da un' altra,,,,Fem,,,Sing,,,,,
16:51,ADP,da,un' altra parte da un' altra famiglia,,,,,,,,,,,,
16:52,DET,un',altra parte da un' altra famiglia,,Ind,,Fem,,,Sing,,,Art,,
16:53,DET,altra,parte da un' altra famiglia,,,,,,,,,,Ind,,
16:54,NOUN,famiglia,da un' altra famiglia,,,,Fem,,,Sing,,,,,
17:1,CCONJ,e,e intorno comunque c',,,,,,,,,,,,
17:2,ADV,intorno,e intorno comunque c' è,,,,,,,,,,,,
17:3,CCONJ,comunque,e intorno comunque c' è campagna,,,,,,,,,,,,
17:4,PRON,c',e intorno comunque c' è campagna,,,,,,,Plur,1,,Prs,,
17:5,VERB,è,intorno comunque c' è campagna,,,,,Ind,,Sing,3,,,Pres,Fin
17:6,NOUN,campagna,comunque c' è campagna,,,,Fem,,,Sing,,,,,
18:1,INTJ,okay,okay quindi ehm per,,,,,,,,,,,,
18:2,CCONJ,quindi,okay quindi ehm per questo,,,,,,,,,,,,
18:3,INTJ,ehm,okay quindi ehm per questo è,,,,,,,,,,,,
18:4,ADP,per,okay quindi ehm per questo è immer,,,,,,,,,,,,
18:5,PRON,questo,quindi ehm per questo è immer cioè,,,,Masc,,,Sing,,,Dem,,
18:6,VERB,è,ehm per questo è immer cioè è,,,,,Ind,,Sing,3,,,Pres,Fin
18:7,X,immer,per questo è immer cioè è immersa,,,,,,,,,,,,
18:8,CCONJ,cioè,questo è immer cioè è immersa in,,,,,,,,,,,,
18:9,VERB,è,è immer cioè è immersa in la,,,,,Ind,,Sing,3,,,Pres,Fin
18:10,VERB,immersa,immer cioè è immersa in la natura,,,,Fem,,,Sing,,,,Past,Part
18:11,ADP,in,cioè è immersa in la natura,,,,,,,,,,,,
18:12,DET,la,è immersa in la natura,,Def,,Fem,,,Sing,,,Art,,
18:13,NOUN,natura,immersa in la natura,,,,Fem,,,Sing,,,,,
19:1,ADV,poi,poi si vedono i,,,,,,,,,,,,
19:2,PRON,si,poi si vedono i monti,,,,,,,,3,,Prs,,
19:3,VERB,vedono,poi si vedono i monti gli,,,,,Ind,,Plur,3,,,Pres,Fin
19:4,DET,i,poi si vedono i monti gli appennini,,Def,,Masc,,,Plur,,,Art,,
19:5,NOUN,monti,si vedono i monti gli appennini,,,,,,,,,,,,
19:6,DET,gli,vedono i monti gli appennini,,,,Masc,,,Sing,3,,Prs,,
19:7,PROPN,appennini,i monti gli appennini,,,,,Ind,,Sing,2,,,Pres,Fin
20:1,VERB,è,è è bello ehm,,,,,Ind,,Sing,3,,,Pres,Fin
20:2,VERB,è,è è bello ehm,,,,,Ind,,Sing,3,,,Pres,Fin
20:3,ADJ,bello,è è bello ehm,,,,Masc,,,Sing,,,,,
20:4,INTJ,ehm,è è bello ehm,,,,,,,,,,,,
21:1,ADP,con,con i vicini avete,,,,,,,,,,,,
21:2,DET,i,con i vicini avete un,,Def,,Masc,,,Plur,,,Art,,
21:3,NOUN,vicini,con i vicini avete un buon,,,,Masc,,,Plur,,,,,
21:4,VERB,avete,con i vicini avete un buon rapporto,,,,,Ind,,Plur,2,,,Pres,Fin
21:5,DET,un,i vicini avete un buon rapporto li,,Ind,,Masc,,,Sing,,,Art,,
21:6,ADJ,buon,vicini avete un buon rapporto li conoscete,,,,Masc,,,Sing,,,,,
21:7,NOUN,rapporto,avete un buon rapporto li conoscete bene,,,,Masc,,,Sing,,,,,
