tu_id	speaker	start	end	duration	text
53	TO029	168.721	170.533	1.812	 [ah ma] lo stesso abbiamo preso [{P}] ah
54	TO033	169.681	169.920	0.239	 [mh]
55	TO033	172.201	178.341	6.140	 e ha detto ah io ritornerò::: in sudafrica, {P} e poi lo sai ha fatto anche finta di pensare tipo ah ma:::
56	TO033	178.942	181.199	2.257	 chi potrebbe essere ah sì verdi verdi sì
57	TO033	181.583	184.033	2.450	 tanto che poi::, m::h
58	TO029	184.033	184.534	0.501	 io boh
59	TO033	184.587	193.333	8.746	 si è girata la gialli ha fatto: {P} ha guardato la bianchi e fa pu:::m così no? ha fatto proprio il gesto e e ma~ marina si è irrigidita,
60	TO033	193.762	194.937	1.175	 e::]:hm
61	TO029	194.170	195.296	1.126	 [che schife::]zza
62	TO033	195.996	197.574	1.578	 poi marina non mi guarda in faccia
63	TO033	198.374	201.799	3.425	 perché c' ha c' ha la coda di paglia (la coscienza sporca)
64	TO029	203.716	204.189	0.473	 ma poi,
65	TO029	205.642	210.991	5.349	 il metodo di marina è stato soltanto andare a parlare coi professori due volte alla settimana (così) xxx
66	TO034	210.991	213.396	2.405	 un lecchinaggio ma proprio spu[dorato]
67	TO033	212.864	217.699	4.835	 [sì poi] per carità cioè lei appunto farà anche una bella ricerca in sudafrica dopo di che::
68	TO034	217.981	219.234	1.253	 [io ho i miei dubbi]
69	TO029	217.988	220.341	2.353	 [dopo di che per modo di di::re] {P} infatti
70	TO034	220.443	223.281	2.838	 no io ho i miei dubbi che una che non capisce un cazzo della vita
71	TO034	224.918	231.804	6.886	 riesca a produrre una te::si {P} cioè gli metterà i contenuti tutta la r~ tutti la rossi (glieli) metterà {P} o sbaglio?
72	TO029	233.506	239.199	5.693	 pero' non me la vedo {P} mari che scrive una gran tesi {P} almeno l' anno scorso non mi sembrava in grado
73	TO034	239.505	241.437	1.932	 non ti ricordi dei lavori che abbiamo fatto?
74	TO033	241.809	247.865	6.056	 no qui ovviamente quello che diceva ale è che marina ha preso {P} tre insufficienze credo aveva fatto negli esami
75	TO029	249.745	251.163	1.418	 e anche per altro no dai
76	TO029	254.899	256.274	1.375	 pero' è proprio una schifezza dai
77	TO034	256.565	256.793	0.228	 sì
78	TO033	258.166	262.528	4.362	 ma io vorrei farla venire fuori. parlavo con anna l' altro ieri dopo la riunione,
79	TO033	263.518	267.816	4.298	 lei mi ha detto::: a parte il fatto che loro escon tutti dal culo nel senso che::=mh
80	TO033	268.903	273.899	4.996	 [forse quattro quattro] non si laureano a marzo forse non hanno il doppio titolo
81	TO029	268.908	270.961	2.053	 [il primo master xxx]
82	TO029	274.674	275.898	1.224	 davvero? come mai?
83	TO033	276.432	276.987	0.555	 non lo so
84	TO029	277.898	278.455	0.557	 minchia
85	TO029	284.135	285.061	0.926	 (cazzo), male
86	TO029	286.738	291.317	4.579	 ma più che altro il master è organizzato una merda se ci si mette anche:: la rossi a comportarsi così,
87	TO033	291.906	294.468	2.562	 no beh ce l' aveva detto che voleva venire alla riunione,
88	TO033	296.014	298.007	1.993	 solo per veder la rossi e registrare un voto.
89	TO033	299.198	301.968	2.770	 la bono ha rossi che la riunione era alle nove e mezza e invece era alle die::ci,
90	TO033	302.829	307.816	4.987	 quand' è arrivata le ha detto tipo no ma facciamo dopo a mezzogiorno e mezza e noi abbiam finito tipo all' una,
91	TO029	309.140	310.867	1.727	 l' ha fatta aspettare lì xx
92	TO033	313.274	314.036	0.762	 beh poi
93	TO033	315.609	318.224	2.615	 boh poi non so che problemi e::hm=hanno [avuto]
94	TO029	317.670	318.290	0.620	 [ci siano]
95	TO034	318.879	320.516	1.637	 e cosa faceva lei x xx?
96	TO029	321.417	322.163	0.746	 xx xxx
97	TO034	327.035	330.208	3.173	 xxx, marta, anna, e poi? {P} di altri?
98	TO033	331.042	331.737	0.695	 marco,
99	TO034	335.035	336.093	1.058	 carla forse,
100	TO034	339.093	339.999	0.906	 e magari marta
101	TO029	340.909	341.316	0.407	 non lo so,
102	TO029	342.566	344.366	1.800	 di anna sono sicura e anche marta
103	TO034	345.269	346.132	0.863	 no:: [sì?]
104	TO029	345.913	347.374	1.461	 [no xxx] non lo so,
105	TO034	349.247	351.105	1.858	 ma erano pochi anche l' anno scorso,
106	TO034	351.714	352.573	0.859	 pero' è proprio una merda
107	TO033	353.797	358.491	4.694	 no poi io ovviamente mi son trattenuta una settimana pero' poi lunedì ero incazzata come una biscia
108	TO029	358.873	363.407	4.534	 ma poi {P} non so come dire ma la rossi potrebbe se vuole farlo potrebbe essere un pochino,
109	TO029	364.086	367.583	3.497	 cioè farlo un pochino più meno evidente e pi[ù:: no::?]
110	TO033	367.263	373.687	6.424	 [ma poi] voglio dire ma parliamone {P} cioè ma parliamo veramente di cosa ti puo' dare una laurea con doppio titolo una volta che finiamo,
111	TO033	374.124	379.274	5.150	 ma non che fai le tue cose sottobanco i sotterfugi e prometti dei dottorati xx xx x
112	TO029	379.586	383.630	4.044	 ma poi [non puo' essere vero] non ci credo [ma non ci cre::do::]
113	TO033	379.983	381.412	1.429	 [alla gente che ti lecca] il cu::lo,
114	TO034	382.421	384.508	2.087	 [neanch' io ci voglio cre]dere ti giuro
115	TO029	384.737	389.014	4.277	 ma io non ma io cioè ma no ma non ci credo cioè non che lei l' abbia fatto non ci credo poi che poi lo possa fare veramente
116	TO033	389.217	390.873	1.656	 no ma poi mari io non so quanto
117	TO033	391.157	392.924	1.767	 cioè no sicuramente questa è la base
118	TO034	393.569	395.315	1.746	 ma [secondo me xxxx]
119	TO033	393.876	398.230	4.354	 [poi lei puo' puo' essere] che ci siano vari travisamenti e:::h
120	TO029	398.824	402.876	4.052	 no ma io non ho detto che veramente si possa che possa xxx funzionare così,
121	TO029	403.270	408.130	4.860	 che la rossi dice una roba, e verdii ne dice un' altra, e:: marina si prende un voto alto
122	TO034	408.926	409.621	0.695	 xxx
123	TO029	410.075	412.992	2.917	 no mi sembra un po' assurdo cioè non è mica l' università di torino
124	TO029	415.702	419.938	4.236	 un polo internaziona::le centro socia::le una roba tutto no?
125	TO033	421.225	422.177	0.952	 io [non~ io]
126	TO029	421.805	424.699	2.894	 [trovate la] gente qualificata che fa [le domande]
127	TO033	423.487	427.053	3.566	 [ma io non mi stupi]~ non mi stupisco mari cioè sto master [è costruito]
128	TO034	425.874	427.356	1.482	 [ma infatti porca troia]
129	TO033	427.359	432.034	4.675	 è costruito sopra le conoscenze sopra un gruppo di [persone] che si conoscono da dieci [anni,]
130	TO029	429.469	429.918	0.449	 [è vero]
131	TO029	431.779	432.219	0.440	 [è] vero
132	TO033	432.411	436.015	3.604	 e han deciso di fare una cosa che di facciata sembra la roba più figa del mondo,
133	TO029	436.038	438.146	2.108	 è vero e in [realtà si prendono lo stipendio]
134	TO033	436.715	438.296	1.581	 [e poi andiamo lì e] {P} cioè
135	TO033	439.792	443.653	3.861	 e poi anna lì mi diceva io non ho imparato niente in questo master niente [niente]
136	TO029	443.021	443.653	0.632	 [ma neanch' io]
137	TO033	444.563	445.872	1.309	 cioè siamo [arrivati in marocco,]
138	TO029	444.992	446.973	1.981	 [ma siamo tutti d' a]ccordo [su quello]
139	TO033	445.994	449.238	3.244	 [non uno che ci abbia fa]tto una lezione ma anche tipo introduttiva,
140	TO033	449.685	454.515	4.830	 su il marocco oggi cioè {P} il governo come funziona cioè ma io [che cazzo ne so]?
141	TO029	453.770	458.469	4.699	 [in compenso ci] hanno fatto una testa tanta sull' occupazione, la disoccupazione,
142	TO033	458.469	460.588	2.119	 la piramide demografica grazie
143	TO029	464.057	464.438	0.381	 è vero
144	TO029	466.236	471.007	4.771	 poi insomma ho capito che verdi è verdi pero' secondo me la rossi non potrebbe dare il dottorato a nessuno nemmeno qui,
145	TO034	472.040	473.117	1.077	 infatti xxx
146	TO033	473.751	474.686	0.935	 no ma [poi hai capito?]
147	TO034	474.297	477.001	2.704	 [non è chia]ro cos' è manco [ricer]~ricercatri:::ce
148	TO033	475.767	476.102	0.335	 [cioè]
149	TO033	477.522	478.850	1.328	 ci rompono i co[glio::ni,]
150	TO034	478.384	479.160	0.776	 [non è doc]e:nte?
151	TO029	479.160	479.521	0.361	 no.
152	TO033	479.618	482.137	2.519	 ci rompono i coglioni con sta dimensione compara::ta
153	TO033	482.648	484.535	1.887	 e:h cioè della::=mh
154	TO033	485.005	488.530	3.525	 della rice::rca e xxx [quindi] {P} ognuno no che deve cercare eh,
155	TO029	486.109	486.685	0.576	 [ma poi cioè]
156	TO029	488.584	493.353	4.769	 ma forse non è la comparazione in sé perché [se lo faceva sudafrica camerun] eh verdi impazziva
157	TO033	490.495	491.760	1.265	 [no no no ma no]
158	TO029	493.911	494.425	0.514	 mali
159	TO033	494.953	500.553	5.600	 sì ma io non penso che lei {P} cioè io non penso che lei lavorerà sull' identità nazionale e xxxx
160	TO033	501.082	507.707	6.625	 in marocco perché comunque se torna in sudafrica ci tornerà giugno luglio per avere un dottorato quando ti devi laureare, novembre?
161	TO034	508.121	509.084	0.963	 beh l' anno do::po
162	TO033	509.088	509.587	0.499	 no:
163	TO034	509.864	511.876	2.012	 lo fai:: l' estate dopo la doman[da]
164	TO029	511.579	511.841	0.262	 [eh]
165	TO034	512.029	512.501	0.472	 quindi
166	TO034	512.923	513.999	1.076	 ti puoi laureare a ma:[rzo,]
167	TO029	513.707	514.938	1.231	 [dai ma] no secondo me non c' è
168	TO029	515.922	518.414	2.492	 dai mai poi mari:na ragazzi::
169	TO029	521.099	526.853	5.754	 ma la xx di arianna è stata parlare coi professori due volte alla settimana e piangere poi nei momenti di crisi com' è andata
170	TO033	527.251	532.499	5.248	 ma no ma poi è riuscita è andata anche {P} cioè ma poi lucilla io non so cioè io non so come facciano loro
171	TO033	533.425	536.338	2.913	 a:: avere 'sto rapporto perché a me verrebbe cioè da ucciderla
172	TO029	536.477	537.105	0.628	 (non la godo)
173	TO033	537.641	540.807	3.166	 ha dato l' esame di storia:: xxx quello che devo dare io adesso,
174	TO033	542.490	548.107	5.617	 e::: leggendo il libro che ha scritto la prof che:: sto leggendo anch' io, che è interessante
175	TO033	549.268	550.298	1.030	 e:::hm
176	TO033	551.241	555.607	4.366	 che è sul nucleare italiano e c' è tutta una parte di intervista con felice ippolito
177	TO029	556.130	556.296	0.166	 mh
178	TO033	556.331	560.399	4.068	 che è stato il segretario nel centro delle ricerche nucleari negli anni sessanta,
179	TO033	561.099	561.701	0.602	 e::h
180	TO033	562.343	565.446	3.103	 che poi è morto qualche mese dopo che lei aveva fatto queste interviste
181	TO033	566.201	571.284	5.083	 e marina cosa ha detto quindi che doveva andare a parlare con la rossi con boh non so chi non so chi non so cosa,
182	TO033	571.911	578.153	6.242	 che era occupata c' era coda e allora {P} dopo::: era dopo aver dato 'sto esame è andata dalla prof di storia
183	TO033	579.438	590.999	11.561	 a dirle tipo que~ non so ringraziarla a dirle quan~ quanto era interessante il suo libro e questa si è messa a piangere perché ovviamente il tipo è morto due mesi dopo che le ha fatto queste interviste cioè hai capito?
184	TO029	592.306	593.176	0.870	 che imbara::zzo
185	TO034	593.460	595.050	1.590	 è anche fuori luogo questa donna
186	TO029	595.120	598.653	3.533	 beh ma {P} ricordiamoci che quando era andata a parlare con verdi aveva pianto
187	TO034	598.756	599.408	0.652	 mah eh
188	TO034	599.636	602.815	3.179	 ma certo perché ha fatto un' enorme figura di merda
189	TO029	604.854	608.207	3.353	 sì no ma nel senso è una fo~ mi sembra una follia
190	TO033	608.268	614.776	6.508	 ma perché evidentemente non so lui le avrà chiesto l' anno:: d' indipendenza del sudafrica e lei non lo sapeva hai capito?
191	TO029	617.787	622.415	4.628	 no cioè sicuramente è una merda detto questo io non ci credo che marina l' anno prossimo ha un dottorato (a siena)
192	TO029	624.734	629.976	5.242	 xxx è una follia ma non puo' essere ma ci sono delle persone qualificate [per fare queste cose]
193	TO034	628.463	630.792	2.329	 [e io sputtano tu]tto ragà cioè
194	TO033	630.824	633.302	2.478	 io no io ho già deciso che {P} io mi laureo
195	TO029	633.536	633.975	0.439	 [e::h]
196	TO033	633.813	637.415	3.602	 [mi] compro xx e xxx non me ne frega un cazzo ma io la faccio uscire
197	TO034	639.246	640.684	1.438	 buttiamo il merdone
198	TO029	641.959	643.487	1.528	 a parte che ci starebbe {P} poi
199	TO029	646.188	650.592	4.404	 no più che altro secondo me cioè non lo so come dire pero' la rossi, cioè
200	TO029	651.502	654.822	3.320	 dovr~ poteva essere meno esplicita {P} °appunto°
201	TO029	655.397	660.422	5.025	 anche perché sapendo che il corso non è ancora finito e [siamo tutti qui tutti si pa]::rla tutti:::
202	TO034	657.992	659.746	1.754	 [esatto:: esatto::]
203	TO029	661.328	662.324	0.996	 cioè è un [po':::]
204	TO034	662.061	664.653	2.592	 [ma poi] lei le avrà detto non dirlo a nessuno e lei ovviamente
205	TO034	666.068	668.346	2.278	 magari mari ha ingigantito insomma
206	TO033	669.364	670.550	1.186	 no io {P} cioè
207	TO033	672.115	673.896	1.781	 non lo metto in dubbio che sicuramente,
208	TO034	675.178	677.530	2.352	 ci siano delle dimensioni che [magari]
209	TO033	677.099	678.747	1.648	 [uh marina] {ride}
210	TO034	678.951	681.022	2.071	 ingigantite o:::
211	TO029	681.930	683.359	1.429	 era un po' asciutto il panino?
212	TO033	683.656	684.119	0.463	 mh
213	TO029	684.237	684.548	0.311	 vero?
214	TO033	686.057	686.764	0.707	 anche questo
215	TO029	686.775	687.461	0.686	 anche quello?
216	TO033	688.799	690.903	2.104	 no perché non ci sono gli zucchini
217	TO029	691.786	692.298	0.512	 li hai tolti?
218	TO029	694.523	695.083	0.560	 cosa dice?
219	TO034	695.929	698.653	2.724	 per disiscriversi da un esame come si fa capito?
220	TO033	699.026	699.723	0.697	 lo sai perché?
221	TO033	700.186	704.599	4.413	 perché ieri è arrivata una mail dalla prof di storia che diceva che chi ha passato l' esame,
222	TO033	705.323	710.738	5.415	 o chi l' ha già dato o non vuole darlo di disiscriversi {P} dall' appello del del sedici,
223	TO034	710.803	711.307	0.504	 mh sì
224	TO033	712.709	714.592	1.883	 in modo tale da non farsi segnare assenti
225	TO033	715.439	716.912	1.473	 che poi voglio dire ma se uno segna assente?
226	TO029	717.048	717.691	0.643	 all' esame?
227	TO033	718.153	720.141	1.988	 sì ma poi se io ho già dato l' esame
228	TO033	721.047	721.676	0.629	 che [mi sono]
229	TO029	721.203	723.838	2.635	 [ma cosa vuol] dire segnare assente [cos' è il registro?]
230	TO033	722.424	725.253	2.829	 [ma perché no par~ que]sta qui è una x[xx]
231	TO034	724.688	725.841	1.153	 [no] quando:::
232	TO029	726.760	728.600	1.840	 ma sì ma sì ma se sei assente all' esame cosa succede?
233	TO034	729.369	729.888	0.519	 un c[azzo]
234	TO029	729.669	730.185	0.516	 [nie]nte
235	TO033	730.185	733.099	2.914	 io mi so~ io mi son registrata alla prova di antropologia di gennaio
236	TO034	733.754	734.120	0.366	 eh
237	TO029	734.197	735.376	1.179	 sem[pre, è normale]
238	TO033	734.460	735.420	0.960	 [e non mi sono presentata]
239	TO034	735.426	738.030	2.604	 io pure xxx trien[nale]
240	TO033	737.593	738.630	1.037	 [se tu] l' hai già dato,
241	TO033	739.369	740.459	1.090	 e l' hai già passato,
242	TO033	741.179	747.930	6.751	 e ti sei iscritto per scrupolo all' appello dopo {P} cioè se non ci vai {P} ti toglie il voto? cioè cosa succe~ no [nel senso]
243	TO029	747.389	749.792	2.403	 [no ma an]che se non [l' hai ancora preso]
244	TO033	748.607	750.512	1.905	 [no ma questo è il ragioname]nto di marina
245	TO034	750.740	752.707	1.967	 no ma magari perché lei [dice]
246	TO029	752.188	755.199	3.011	 [oh ma minchia] anche se non mi sono presentata va bene uguale eh
247	TO029	756.997	757.655	0.658	 vabbè dai
248	TO034	758.822	763.222	4.400	 non non mi compare più la sua prenotazione ma penso che non ti compaia perché è già verbalizzato?
249	???	766.352	767.681	1.329	 è lui ma l' esa~?
250	???	767.943	768.777	0.834	 e dopo lo do
251	???	769.372	770.355	0.983	 ma cosa ha chiesto?
252	TO029	771.352	772.137	0.785	 un orologio
253	TO033	772.592	773.851	1.259	 ma:: a na[tale?]
254	TO029	773.453	774.115	0.662	 [a nata]le
255	TO034	776.076	777.827	1.751	 ma::: vabbè dai
256	TO033	784.663	785.222	0.559	 no ma [è::]
257	TO034	784.961	786.104	1.143	 [xx]x
258	TO029	792.136	793.441	1.305	 comunque sono incredibili
259	TO029	797.522	800.330	2.808	 a parte che poi ci spunta la rossi dietro l' angolo:
260	TO034	800.353	802.060	1.707	 sì che è ovunque tra l' altro
261	TO029	802.828	804.757	1.929	 sempre col pa~ col pargolo
262	TO034	805.098	807.010	1.912	 no: io ultimamente la sto veden[do senza]
263	TO033	806.319	807.415	1.096	 [no poi tra l' al]tro anche
264	TO033	807.946	811.921	3.975	 io 'sto gesto non l' ho visto ma anche fare un gesto del genere che passi xx
265	TO033	812.345	815.276	2.931	 ma scusa ma cosa vuol dire ma cioè [xxx xxx xx]
266	TO034	813.846	818.730	4.884	 [cioè noi siamo con]~ tipo [con neri::] che è:: [così, capito::?]
267	TO033	815.622	816.612	0.990	 [oh esa::tto]
268	TO033	817.323	820.155	2.832	 [esatto] xxx cioè io xxx [xxx]
269	TO029	819.631	820.706	1.075	 [con ne:ri] {ride}
270	TO033	820.261	823.472	3.211	 [è uno] stronzo che ha fatto ricerca non so
271	TO034	825.131	826.761	1.630	 i~ infatti [poi marina,]
272	TO033	825.642	828.403	2.761	 [ma poi voglio] dire cioè è quello lì è [sempre quello]
273	TO034	827.096	834.138	7.042	 marina il pomeriggio faceva eh non ho capito perché si son messe tutte a ridere le professoresse, [quando::] quando ho detto ver~[ver~ verdi]
274	TO033	831.150	832.193	1.043	 [ma vaffanculo]
275	TO029	833.553	839.492	5.939	 [ma maga]ri non è che [veramente che mari] l' ha monta::ta cioè ha capito male e ha detto quello che pen~ sperava di senti:re
276	TO034	834.430	835.577	1.147	 [ma vaffanculo]
277	TO034	840.614	842.738	2.124	 ma spe::ro ma io lo [spe::ro]
278	TO033	841.937	844.361	2.424	 [ma da:::i] ma io xxx
279	TO033	844.907	846.141	1.234	 ma no ma figurati cioè
280	TO033	847.038	848.760	1.722	 ma io lo capisco nel senso che
281	TO033	849.541	856.976	7.435	 avere a che fare con una persona come marina è molto difficile perché è una paranoica capito perché appunto quando abbiam fatto la riunione del cosm a ottobre
282	TO033	857.735	862.776	5.041	 e e la rossi aveva appena partorito cioè lei era in panico perché non rispondeva alle mail
283	TO033	863.411	870.573	7.162	 dicendo no ma mi deve rispondere perché io {P} ho scritto l' introduzione della tesi e lei non mi risponde a ottobre xxx cioè
284	TO029	870.666	872.141	1.475	 °aveva scritto l' introduzione alla tesi?°
285	TO034	872.222	880.638	8.416	 no voleva scrivere tutto il capitolo della prima:: della::: della prim~ cioè il primo capitolo della tesi, al che la xx e la xx hanno detto scusa ma che ma [come fai a scrivere?]
286	TO029	879.718	886.322	6.604	 [vabbè ragazze forse] è una questione proprio nella vita cioè succederà sempre così che le persone come marina vincono non lo so
287	TO033	886.416	888.155	1.739	 vabbè quindi io penso che comunque
288	TO033	888.688	895.845	7.157	 ovviamente cioè una persona che ti viene a chiedere appunto tre volte al mese cioè che ti viene a chiedere un dottorato [cosa fai]?
289	TO029	895.143	896.445	1.302	 [ti prende] per sfinimento
290	TO033	897.061	901.830	4.769	 ma poi non per giustificare nessuno pero' ovviamente (che cosa gli) avrà detto la rossi guarda allora
291	TO033	902.660	906.819	4.159	 marina se tu fai un lavoro così così così [se sei disposta a fare questo questo questo]
292	TO029	904.499	906.824	2.325	 [se hai la possibilità di {P} eh vabbè]
293	TO034	907.453	908.552	1.099	 certo [io posso,]
294	TO033	907.652	911.538	3.886	 [io parlo] con verdi per, {P} farti avere,
295	TO033	912.507	917.338	4.831	 no vabbè ma mari ma se lei fa domanda se lo prende sto dottorato cioè io su quello non ci sono dubbi
296	TO034	918.690	922.064	3.374	 ma poi scusa una volta che eh cioè produce una tesi
297	TO034	922.666	928.145	5.479	 non si rendono conto che questa non ha contenuti dentro? perché se [un docente]
298	TO029	927.440	928.893	1.453	 [xxx da persona] proprio
299	TO029	929.093	929.842	0.749	 {ride}
300	TO034	930.539	930.991	0.452	 ma
301	TO034	932.954	936.595	3.641	 o no scus~? te ne rendi conto se una tua alunna non è una cima
302	TO029	936.595	939.199	2.604	 secondo me sì. secondo me sì. pero' magari no
303	TO034	939.430	942.438	3.008	 e poi spero, {P} cioè ritratto a quel punto::
304	TO034	943.853	948.030	4.177	 e dai quell' opportunità a una persona più competente di prendersi un dottor[ato]
305	TO029	947.362	948.715	1.353	 [sì] se cioè::
306	TO029	948.905	957.469	8.564	 in realtà se questa roba è stata detta e se invece:: la rossi avesse detto una roba tipo {P} allora se fai così così possiamo provare a parlare con verdi [sarebbe un' altra ro::ba]
307	TO033	955.952	959.449	3.497	 [no pero' la roba no pero' la roba] che c' è stata è che la rossi le ha detto
308	TO033	959.758	961.802	2.044	 allora le cose sono queste, {P} cioè
309	TO033	962.324	967.969	5.645	 se::: cioè da quello che ho capito c' era proprio un ultimatum entro lunedì, in cui lei doveva decidere
310	TO033	968.350	979.069	10.719	 sì se impegnarsi con 'sta roba che comprende determinate cose cioè, {P} fare una tesi così, parlare con questo parlare con quest' altro mh fare cioè come orientare, cioè tutta una serie di co:se,
311	TO029	979.283	980.931	1.648	 la fa la bono la tesi praticame[nte]
312	TO033	980.696	984.407	3.711	 [esa]tto la rossi nel suo libro scriverà una tesi magistrale
313	TO033	984.613	991.499	6.886	 cioè quello che è sicuro è che appunto marina aveva fino a lunedì per pensarci, e decidere se voleva o no,
314	TO029	992.040	993.748	1.708	 impegnarsi [in questa roba]
315	TO033	992.513	994.348	1.835	 [provare o] ave:re
316	TO033	995.199	996.220	1.021	 questo dottorato
317	???	999.088	1000.002	0.914	 tutto bene ragazze?
318	TO034	999.864	1000.647	0.783	 sì [grazie]
319	TO029	1000.128	1000.904	0.776	 [sì gra]:zie
320	???	1000.930	1002.709	1.779	 scusate per prima che c' era un po' di casino
321	TO034	1002.783	1003.159	0.376	 no no
322	???	1004.636	1005.357	0.721	 oh grazie
323	TO033	1005.446	1006.236	0.790	 quindi:: questo
324	???	1014.435	1014.950	0.515	 e::h?
325	TO029	1015.079	1017.302	2.223	 be:::h sì in tutto questo::
326	TO034	1019.984	1020.750	0.766	 che schifezza
327	TO029	1022.971	1023.996	1.025	 gliela chiudo la xx
328	TO033	1025.617	1026.381	0.764	 cioè e poi,
329	TO033	1027.026	1030.329	3.303	 per non parlare del~ del comportamento de~ dei
330	TO033	1031.790	1034.307	2.517	 della quota marocchina [che xx xxxx]
331	TO034	1033.162	1033.723	0.561	 [ah sì?]
332	TO029	1033.752	1035.251	1.499	 [mado:::nna,]
333	TO034	1033.778	1035.252	1.474	 [racconta racconta]
334	TO033	1035.796	1037.930	2.134	 xxx ti sei persa delle scene:::.
335	TO029	1038.007	1039.584	1.577	 raccontatemi [tu:]tto
336	TO033	1038.901	1039.415	0.514	 [allora]
337	TO033	1040.214	1041.887	1.673	 a tutti praticamente,
338	TO033	1043.178	1044.333	1.155	 mancano:::
339	TO033	1044.813	1046.415	1.602	 a lunedì mancavano due,
340	TO033	1047.011	1049.946	2.935	 o più esami nel senso che {P} [quasi a tutti]
341	TO034	1049.136	1049.949	0.813	 [xxx tre]
342	TO033	1050.436	1051.767	1.331	 esat[to due o più esami,]
343	TO034	1050.697	1052.530	1.833	 [xxx avev~ ventuno] [cre:::diti]
344	TO029	1051.809	1052.596	0.787	 [della sessione?]
345	TO033	1053.406	1056.578	3.172	 [della sessione che finisce] venerdì prossimo finisce non~
346	TO029	1053.419	1055.012	1.593	 [della sessione? che è finita]
