tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
11	TO002	24.07	25.11	1.04	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::hm	e::hm	ehm
12	TO002	25.548	28.408	2.86	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	non è una curiosità ma semplicemente proprio per capire:::	non è una curiosità ma semplicemente proprio per capire:::	non è una curiosità ma semplicemente proprio per capire
13	TO002	29.03	31.175	2.145	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	come migliorare il servizio per=e::h.	come migliorare il servizio per=e::h.	come migliorare il servizio per eh
14	TO002	32.796	35.663	2.867	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	i suoi:: (.) i suoi colleghi l' anno prossimo. in[somma]	i suoi:: {P} i suoi colleghi l' anno prossimo. in[somma]	i suoi {P} i suoi colleghi l' anno prossimo insomma
15	TO003	35.345	36.264	0.919	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[sì sì,] ce(rto).	[sì sì,] ce(rto).	sì sì certo
16	TO003	36.55	40.262	3.712	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	ma allora io di questo libro ho trovato:: (.) tanti aspetti positivi,	ma allora io di questo libro ho trovato:: {P} tanti aspetti positivi,	ma allora io di questo libro ho trovato {P} tanti aspetti positivi
17	TO003	40.36	42.211	1.851	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	5	<quanti negativ>i si può dire.	<quanti negativ>i si puo' dire.	quanti negativi si puo' dire
18	TO003	42.695	45.637	2.942	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	e:h beh. partendo dagli aspetti positivi secondo me,	e:h beh. partendo dagli aspetti positivi secondo me,	eh beh partendo dagli aspetti positivi secondo me
19	TO003	45.735	48.46	2.725	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	è un libro:: (.) che: e::h=m:::h	è un libro:: {P} che: e::h=m:::h	è un libro {P} che eh mh
20	TO003	48.72	52.57	3.85	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	integra molte cose con le schede:=e::h (.) di dati che quindi,	integra molte cose con le schede:=e::h {P} di dati che quindi,	integra molte cose con le schede eh {P} di dati che quindi
21	TO003	53.046	57.155	4.109	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	14	è una cosa: (.) molto: e:h (.) positiva, perché nel caso in cui si volesse approfondire	è una cosa: {P} molto: e:h {P} positiva, perché nel caso in cui si volesse approfondire	è una cosa {P} molto eh {P} positiva perché nel caso in cui si volesse approfondire
22	TO003	57.467	61.278	3.811	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	loro ci offrono la possibilità anche attraverso la sitografia o la bibliografia	loro ci offrono la possibilità anche attraverso la sitografia o la bibliografia	loro ci offrono la possibilità anche attraverso la sitografia o la bibliografia
23	TO003	61.516	63.511	1.995	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	di andare più a fondo nella (.) nella ricerca	di andare più a fondo nella {P} nella ricerca	di andare più a fondo nella {P} nella ricerca
24	TO003	63.564	64.527	0.963	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	quella: [(.) co]sì.	quella: [{P} co]sì.	quella {P} così
25	TO002	63.848	64.341	0.493	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°certo°]	[°certo°]	certo
26	TO003	65.05	66.761	1.711	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	poi soprattutto: (.) secondo me,	poi soprattutto: {P} secondo me,	poi soprattutto {P} secondo me
27	TO003	67.285	70.672	3.387	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	vabbè questo (.) riguarda sia il libro ma anche:: la materia in generale.	vabbè questo {P} riguarda sia il libro ma anche:: la materia in generale.	vabbè questo {P} riguarda sia il libro ma anche la materia in generale
28	TO003	71.066	75.566	4.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	13	cioè io: (.) ho scoperto (.) moltissime cose leggendo questo libro che (.) mi hanno veramente:	cioè io: {P} ho scoperto {P} moltissime cose leggendo questo libro che {P} mi hanno veramente:	cioè io {P} ho scoperto {P} moltissime cose leggendo questo libro che {P} mi hanno veramente
29	TO003	75.833	78.538	2.705	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	aperto (.) m:h=un mondo nuovo.	aperto {P} m:h=un mondo nuovo.	aperto {P} mh un mondo nuovo
30	TO003	78.933	85.916	6.983	True	0	0	0	0	0	0	0	False	False	False	False	False	_	4	0	0	18	perché ad esempio sapere che (.) m:h (.) ci sia ancora: (.) parte della popolazione mondiale: (.) che soffra per la schiavitù,	perché ad esempio sapere che {P} m:h {P} ci sia ancora: {P} parte della popolazione mondiale: {P} che soffra per la schiavitù,	perché ad esempio sapere che {P} mh {P} ci sia ancora {P} parte della popolazione mondiale {P} che soffra per la schiavitù
31	TO002	86.33	86.727	0.397	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eh	eh	eh
32	TO003	86.745	89.767	3.022	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e::h=che ci sia appunto ancora la schiavitù del mondo dopo	e::h=che ci sia appunto ancora la schiavitù del mondo dopo	eh che ci sia appunto ancora la schiavitù del mondo dopo
33	TO003	90.691	97.453	6.762	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	13	cinquecento anni che:=m:h=addirittura venivano trasportati (.) i neri dall' africa: all' americhe:,	cinquecento anni che:=m:h=addirittura venivano trasportati {P} i neri dall' africa: all' americhe:,	cinquecento anni che mh addirittura venivano trasportati {P} i neri dall' africa all' americhe
34	TO003	97.823	104.363	6.54	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	20	fa molto pensare perché noi (.) lo vediamo: (.) mo:lto secondo me come un processo storico ormai morto e sepolto nel senso,	fa molto pensare perché noi {P} lo vediamo: {P} mo:lto secondo me come un processo storico ormai morto e sepolto nel senso,	fa molto pensare perché noi {P} lo vediamo {P} molto secondo me come un processo storico ormai morto e sepolto nel senso
35	TO003	104.845	113.995	9.15	True	0	0	1	0	0	0	0	False	False	False	False	False	_	2	0	0	19	quello è avvenuto nel millecinquecento (.) ci sono state ancora:=m:h=ovviamente (.) ehm::=delle ondate nel milleseicento >millesettecento avanti< però,	quello è avvenuto nel millecinquecento {P} ci sono state ancora:=m:h=ovviamente {P} ehm::=delle ondate nel milleseicento >millesettecento avanti< pero',	quello è avvenuto nel millecinquecento {P} ci sono state ancora mh ovviamente {P} ehm delle ondate nel milleseicento millesettecento avanti pero'
36	TO003	114.53	120.423	5.893	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	19	cioè per quanto mi riguarda io lo davo come un fenomeno morto e sepolto:=lì. (.) finità lì (.) [<e inve:ce:>]	cioè per quanto mi riguarda io lo davo come un fenomeno morto e sepolto:=lì. {P} finità lì {P} [<e inve:ce:>]	cioè per quanto mi riguarda io lo davo come un fenomeno morto e sepolto lì {P} finità lì {P} e invece
37	TO002	119.88	125.399	5.519	True	0	0	0	0	0	0	0	False	False	False	False	False	_	4	0	0	17	[a un certo punto dipende] (.) da cosa si intende pe:r (.) per schiavitù esattamente (.) [insomma] ecco (.) [°non x:°]	[a un certo punto dipende] {P} da cosa si intende pe:r {P} per schiavitù esattamente {P} [insomma] ecco {P} [°non x:°]	a un certo punto dipende {P} da cosa si intende per {P} per schiavitù esattamente {P} insomma ecco {P} non x
38	TO003	124.066	124.451	0.385	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì.]	[sì.]	sì
39	TO003	124.801	125.398	0.597	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[beh certo.]	[beh certo.]	beh certo
40	TO003	126.404	136.841	10.437	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	33	(prendo) ad esempio il libro che fa l' esempio del bonded labor (.) che=m:h=nient' altro che praticamente >quello che già avveniva tempo fa cioè< (.) (e) una famiglia si indebita con uno strozzino,	(prendo) ad esempio il libro che fa l' esempio del bonded labor {P} che=m:h=nient' altro che praticamente >quello che già avveniva tempo fa cioè< {P} (e) una famiglia si indebita con uno strozzino,	prendo ad esempio il libro che fa l' esempio del bonded labor {P} che mh nient' altro che praticamente quello che già avveniva tempo fa cioè {P} e una famiglia si indebita con uno strozzino
41	TO003	137.31	144.631	7.321	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	18	questo strozzino porta:=a: (.) al massimo i livelli di tasso d' interesse su:l=m:h (.) su:l=m:h l' indebitamento,	questo strozzino porta:=a: {P} al massimo i livelli di tasso d' interesse su:l=m:h {P} su:l=m:h l' indebitamento,	questo strozzino porta a {P} al massimo i livelli di tasso d' interesse sul mh {P} sul mh l' indebitamento
42	TO003	145.055	160.495	15.44	True	0	0	0	0	0	0	0	False	False	False	False	False	_	6	0	0	36	e quindi praticamente l' unica soluzione che la famiglia ha per sdebitarsi (.) è di (.) e:h=schiavizzarsi. (.) di: (.) di rendersi schiava:. (.) [per] sopperire a questa:=e:h (.) a questa impossiblità di venire incontro al debito: che: è stato:	e quindi praticamente l' unica soluzione che la famiglia ha per sdebitarsi {P} è di {P} e:h=schiavizzarsi. {P} di: {P} di rendersi schiava:. {P} [per] sopperire a questa:=e:h {P} a questa impossiblità di venire incontro al debito: che: è stato:	e quindi praticamente l' unica soluzione che la famiglia ha per sdebitarsi {P} è di {P} eh schiavizzarsi {P} di {P} di rendersi schiava {P} per sopperire a questa eh {P} a questa impossiblità di venire incontro al debito che è stato
43	TO002	153.321	153.696	0.375	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sì.]	[sì.]	sì
44	TO002	160.495	163.466	2.971	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	lo schiavizzarsi vorrebbe dire in questo caso di::	lo schiavizzarsi vorrebbe dire in questo caso di::	lo schiavizzarsi vorrebbe dire in questo caso di
45	TO002	164.261	165.538	1.277	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	fare cosa °in real[tà°?]	fare cosa °in real[tà°?]	fare cosa in realtà
46	TO003	165.38	168.914	3.534	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	[di] mettersi al servizio di questa perso:na, ad esempio:	[di] mettersi al servizio di questa perso:na, ad esempio:	di mettersi al servizio di questa persona ad esempio
47	TO003	169.095	169.941	0.846	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	e::::h	e::::h	eh
48	TO003	170.092	177.531	7.439	True	0	0	0	0	0	0	0	False	False	False	False	False	_	4	0	0	19	beh schiavizzarsi nel senso di (.) sia mettersi al servizio della persona ma (.) più propriamente: (.) finire ad esempio a (.) e::h	beh schiavizzarsi nel senso di {P} sia mettersi al servizio della persona ma {P} più propriamente: {P} finire ad esempio a {P} e::h	beh schiavizzarsi nel senso di {P} sia mettersi al servizio della persona ma {P} più propriamente {P} finire ad esempio a {P} eh
49	TO003	177.98	182.672	4.692	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	11	costruire::=mh ad esempio (.) fa l' esempio di una bambina che:	costruire::=mh ad esempio {P} fa l' esempio di una bambina che:	costruire mh ad esempio {P} fa l' esempio di una bambina che
50	TO003	182.993	185.674	2.681	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	costruisce dei mattoni utilizzando della terra::	costruisce dei mattoni utilizzando della terra::	costruisce dei mattoni utilizzando della terra
51	TO003	185.861	187.724	1.863	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	della terra dell' argilla. [per dire].	della terra dell' argilla. [per dire].	della terra dell' argilla per dire
52	TO002	187.15	188.33	1.18	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[ma è appun]to invece	[ma è appun]to invece	ma è appunto invece
53	TO002	188.951	191.693	2.742	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	>visto che con< la sua collega: (.) si parlava di immigrazione	>visto che con< la sua collega: {P} si parlava di immigrazione	visto che con la sua collega {P} si parlava di immigrazione
54	TO002	192.676	196.127	3.451	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	questa forma di indebitame:nto: e:::h	questa forma di indebitame:nto: e:::h	questa forma di indebitamento eh
55	TO002	197.301	201.361	4.06	True	0	0	2	0	0	0	0	False	False	False	False	False	_	2	0	0	11	uh (.) può può essere una de:lle: (.) delle tante cause dell' immigrazione:.	uh {P} puo' puo' essere una de:lle: {P} delle tante cause dell' immigrazione:.	uh {P} puo' puo' essere una delle {P} delle tante cause dell' immigrazione
56	TO003	201.782	203.397	1.615	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	sì certo assolutame:nte.	sì certo assolutame:nte.	sì certo assolutamente
57	TO003	203.477	204.781	1.304	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e:::h=[mh]	e:::h=[mh]	eh mh
58	TO002	204.381	210.489	6.108	True	0	0	2	0	0	0	0	False	False	False	False	False	_	2	0	1	16	[che] un modo (.) può questa (l')immigrazione può essere considerata che cosa da questo punto di vista (.) [una:,]	[che] un modo {P} puo' questa (l')immigrazione puo' essere considerata che cosa da questo punto di vista {P} [una:,]	che un modo {P} puo' questa l'immigrazione puo' essere considerata che cosa da questo punto di vista {P} una
59	TO003	209.866	221.346	11.48	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	33	[beh da questo pun]to di vista:=m:h=c' è un aspetto molto importante cioè quello che (.) un tempo l' immigrazione (.) avveniva soprattutto dai paesi cosiddetti del sud del mondo al nord del mondo.	[beh da questo pun]to di vista:=m:h=c' è un aspetto molto importante cioè quello che {P} un tempo l' immigrazione {P} avveniva soprattutto dai paesi cosiddetti del sud del mondo al nord del mondo.	beh da questo punto di vista mh c' è un aspetto molto importante cioè quello che {P} un tempo l' immigrazione {P} avveniva soprattutto dai paesi cosiddetti del sud del mondo al nord del mondo
60	TO003	221.752	231.401	9.649	True	0	0	0	0	0	0	0	False	False	False	False	False	_	4	0	0	26	invece adesso: (.) eh spesso e volentieri (.) capita che: e:h (.) i profughi (.) eh=siano anche profughi (di) cosiddetti interni. cioè all' interno dello stesso stato di appartenenza.	invece adesso: {P} eh spesso e volentieri {P} capita che: e:h {P} i profughi {P} eh=siano anche profughi (di) cosiddetti interni. cioè all' interno dello stesso stato di appartenenza.	invece adesso {P} eh spesso e volentieri {P} capita che eh {P} i profughi {P} eh siano anche profughi di cosiddetti interni cioè all' interno dello stesso stato di appartenenza
61	TO003	231.806	240.241	8.435	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	20	che magari sfuggono da: una zona:, in cui appunto c' è questa pratica della: (.) dello sfruttamento minari:le, dello: dello schiavismo:,	che magari sfuggono da: una zona:, in cui appunto c' è questa pratica della: {P} dello sfruttamento minari:le, dello: dello schiavismo:,	che magari sfuggono da una zona in cui appunto c' è questa pratica della {P} dello sfruttamento minarile dello dello schiavismo
62	TO003	240.54	242.112	1.572	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[del bonded labor=e:h]	[del bonded labor=e:h]	del bonded labor eh
63	TO002	240.548	243.847	3.299	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	[sì ma allora a cosa a cosa] a cosa serve i::l=a co:sa:	[sì ma allora a cosa a cosa] a cosa serve i::l=a co:sa:	sì ma allora a cosa a cosa a cosa serve il a cosa
64	TO002	244.175	250.256	6.081	True	1	0	0	0	0	0	0	False	False	False	False	False	_	2	0	1	14	in che modo l' indebitamento: (.) m::h (.) apre la strada per l' imm~ (. )e:::::h all' immigrazione.	in che modo l' indebitamento: {P} m::h {P} apre la strada per l' imm~ (.)e:::::h all' immigrazione.	in che modo l' indebitamento {P} mh {P} apre la strada per l' imm~ .e:::::h all' immigrazione
65	TO002	250.35	251.015	0.665	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[per]ché	[per]ché	perché
66	TO003	250.381	250.779	0.398	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[beh]	[beh]	beh
67	TO002	251.221	251.619	0.398	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	perché?	perché?	perché
68	TO003	252.281	254.658	2.377	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	perché: [ad esempio se noi andiamo:]	perché: [ad esempio se noi andiamo:]	perché ad esempio se noi andiamo
69	TO002	252.927	254.658	1.731	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[per sfuggire allo strozzino?]	[per sfuggire allo strozzino?]	per sfuggire allo strozzino
70	TO003	255.101	259.621	4.52	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	non solo perché se ad esempio se no:i: consideriamo la teoria di everett lee,	non solo perché se ad esempio se no:i: consideriamo la teoria di everett lee,	non solo perché se ad esempio se noi consideriamo la teoria di everett lee
71	TO003	259.871	269.06	9.189	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	24	che ha elaborato: (.) mettendo insieme una serie di fattori che: (.) e:h=portano il profugo a lasciare il proprio territorio di=e:h di origine eh,	che ha elaborato: {P} mettendo insieme una serie di fattori che: {P} e:h=portano il profugo a lasciare il proprio territorio di=e:h di origine eh,	che ha elaborato {P} mettendo insieme una serie di fattori che {P} eh portano il profugo a lasciare il proprio territorio di eh di origine eh
72	TO003	269.38	279.233	9.853	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	26	eh possiamo dire che: (.) influiscano anche non solo le (.) le aspettative: di un miglioramento. cioè ad esempio (.) sfuggire da uno strozzino: o dal lavoro: forzato o:::,	eh possiamo dire che: {P} influiscano anche non solo le {P} le aspettative: di un miglioramento. cioè ad esempio {P} sfuggire da uno strozzino: o dal lavoro: forzato o:::,	eh possiamo dire che {P} influiscano anche non solo le {P} le aspettative di un miglioramento cioè ad esempio {P} sfuggire da uno strozzino o dal lavoro forzato o
73	TO003	279.521	282.026	2.505	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	o qualsiasi altro lavoro: illegale.	o qualsiasi altro lavoro: illegale.	o qualsiasi altro lavoro illegale
74	TO003	282.219	285.734	3.515	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	ma ad esempio anche: le aspettative personali perché no,	ma ad esempio anche: le aspettative personali perché no,	ma ad esempio anche le aspettative personali perché no
75	TO002	285.99	286.171	0.181	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	m:h.	m:h.	mh
76	TO003	286.243	293.878	7.735	True	0	0	0	0	0	0	1	False	False	False	False	False	_	2	0	0	30	il fatto di poter dire: (.) che: (.) mh=nel caso in cui si voglia mettere su famiglia, in un altro stato si è più sicuri si è più protetti dallo stato,	il fatto di poter dire: {P} che: {P} mh=nel caso in cui si voglia mettere su famiglia, in un altro stato si è più sicuri si è più protetti dallo stato,	il fatto di poter dire {P} che {P} mh nel caso in cui si voglia mettere su famiglia in un altro stato si è più sicuri si è più protetti dallo stato
77	TO003	294.191	295.322	1.131	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	da questo punto di vista.	da questo punto di vista.	da questo punto di vista
78	TO002	295.323	297.606	2.283	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	6	ah (.) eh (.) eh sì. ha finito	ah {P} eh {P} eh sì. ha finito	ah {P} eh {P} eh sì ha finito
79	TO003	298.045	299.103	1.058	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	ah no sì prego dica.	ah no sì prego dica.	ah no sì prego dica
80	TO002	299.288	304.279	4.991	True	0	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	18	no. >no no< m::h (.) però=m::h non ha ancora proprio risposto alla domanda che le sto facendo. cioè	no. >no no< m::h {P} pero'=m::h non ha ancora proprio risposto alla domanda che le sto facendo. cioè	no no no mh {P} pero' mh non ha ancora proprio risposto alla domanda che le sto facendo cioè
81	TO002	304.618	307.865	3.247	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	14	o meglio non è la risposta che m' aspetta[vo io. (forse è questa cosa)]	o meglio non è la risposta che m' aspetta[vo io. (forse è questa cosa)]	o meglio non è la risposta che m' aspettavo io forse è questa cosa
82	TO003	306.3	308.211	1.911	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	[ah okay.] ((ride))	[ah okay.] {ride}	ah okay {ride}
83	TO002	308.261	309.761	1.5	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	no ma comunque ci si arriva.	no ma comunque ci si arriva.	no ma comunque ci si arriva
84	TO002	309.966	312.385	2.419	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	nel senso con ragionamenti progressivi.	nel senso con ragionamenti progressivi.	nel senso con ragionamenti progressivi
85	TO003	312.483	312.824	0.341	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì.	sì.	sì
86	TO002	312.963	320.55	7.587	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	22	e:h perché in fin de conto la situazione che m' ha descritto lei è quello della fuga da. (.) qualcuno che (.) ti=e::h,	e:h perché in fin de conto la situazione che m' ha descritto lei è quello della fuga da. {P} qualcuno che {P} ti=e::h,	eh perché in fin de conto la situazione che m' ha descritto lei è quello della fuga da {P} qualcuno che {P} ti eh
87	TO003	320.706	323.708	3.002	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	ah sì ah no=no ho [capito=ho capito sì sì.]	ah sì ah no=no ho [capito=ho capito sì sì.]	ah sì ah no no ho capito ho capito sì sì
88	TO002	321.811	326.412	4.601	True	1	0	1	0	0	0	0	False	False	False	False	False	_	1	0	0	12	[allora in che modo l' emmi~ l' immi~ ] (.) l' emigrazione può servire,	[allora in che modo l' emmi~ l' immi~] {P} l' emigrazione puo' servire,	allora in che modo l' emmi~ l' immi~ {P} l' emigrazione puo' servire
89	TO002	326.973	331.733	4.76	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	come risposta all' end~ all' endibitamento (.) [dal punto di vista di chi,]	come risposta all' end~ all' endibitamento {P} [dal punto di vista di chi,]	come risposta all' end~ all' endibitamento {P} dal punto di vista di chi
90	TO003	330.284	331.725	1.441	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[ah ho capito.]	[ah ho capito.]	ah ho capito
91	TO003	332.615	334.22	1.605	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	beh ad [esempio::,]	beh ad [esempio::,]	beh ad esempio
92	TO002	332.851	334.183	1.332	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[o della famiglia.]	[o della famiglia.]	o della famiglia
93	TO003	335.235	336.921	1.686	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	sì ad esempi[o:: l',]	sì ad esempi[o:: l',]	sì ad esempio l'
94	TO002	335.935	336.853	0.918	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[indebitata.]	[indebitata.]	indebitata
95	TO003	337.115	341.321	4.206	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	s~ m:h (.) se parliamo di: migrazione per fuggire da,	s~ m:h {P} se parliamo di: migrazione per fuggire da,	s~ mh {P} se parliamo di migrazione per fuggire da
96	TO003	341.565	350.071	8.506	True	1	0	1	0	0	0	0	False	False	False	False	False	_	2	0	0	26	potremmo anche dire che la fuga di cervelli è sempre una fuga:  da, però non >per quanto riguarda< la famiglia, (.) ma, (.) per l' individuo in sè.	potremmo anche dire che la fuga di cervelli è sempre una fuga: da, pero' non >per quanto riguarda< la famiglia, {P} ma, {P} per l' individuo in sè.	potremmo anche dire che la fuga di cervelli è sempre una fuga da pero' non per quanto riguarda la famiglia {P} ma {P} per l' individuo in sè
97	TO003	350.36	356.67	6.31	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	20	cioè non si sfugge da una=m:h a::h appunto da uno sfruttamento o altre cose del genere ma si va:,	cioè non si sfugge da una=m:h a::h appunto da uno sfruttamento o altre cose del genere ma si va:,	cioè non si sfugge da una mh ah appunto da uno sfruttamento o altre cose del genere ma si va
98	TO003	357.061	360.802	3.741	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	m:h cioè l' aspettativa non è di lasciare un paese:	m:h cioè l' aspettativa non è di lasciare un paese:	mh cioè l' aspettativa non è di lasciare un paese
99	TO003	361.136	366.516	5.38	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	e::h=perché: questo paese non offre possiblità di miglioramento (.) personale.	e::h=perché: questo paese non offre possiblità di miglioramento {P} personale.	eh perché questo paese non offre possiblità di miglioramento {P} personale
