tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
12	BO089	40.59	43.4	2.81	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 magistrale {P} ho portato anche::: [il repertorio,]	magistrale {P} ho portato anche::: [il repertorio,]	magistrale {P} ho portato anche il repertorio
13	BO087	42.27	45.451	3.181	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	8	 [brava, {P} che bibliogra]fia ha port~ {P} che bibliografia ha[scelto?]	[brava, {P} che bibliogra]fia ha port~ {P} che bibliografia ha[scelto?]	brava {P} che bibliografia ha port~ {P} che bibliografia hascelto
14	BO089	44.828	45.57	0.742	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [e::hm]:,	[e::hm]:,	ehm
15	BO089	46.229	49.75	3.521	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	10	 delle: trad~ {P} delle opere cinesi tradotte in italian[o::: {P} e una]	delle: trad~ {P} delle opere cinesi tradotte in italian[o::: {P} e una]	delle trad~ {P} delle opere cinesi tradotte in italiano {P} e una
16	BO087	48.95	50.19	1.24	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [perché è] spento?	[perché è] spento?	perché è spento
17	BO089	50.284	51.452	1.168	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 <bibliografia>,	<bibliografia>,	bibliografia
18	BO089	52.531	53.47	0.939	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 retrospettiva.	retrospettiva.	retrospettiva
19	BO087	53.009	55.522	2.513	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	 {bisbiglio_incomprensibile}	{bisbiglio_incomprensibile}	{bisbiglio_incomprensibile}
20	BO087	62.9	65.0	2.1	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 è spento? {P} o ancora non funziona?	è spento? {P} o ancora non funziona?	è spento {P} o ancora non funziona
21	BO087	66.088	67.291	1.203	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	 no {P} è proprio spento.	no {P} è proprio spento.	no {P} è proprio spento
22	BO089	67.32	69.11	1.79	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	 sì comunque è freddo, {P} anche fuori.	sì comunque è freddo, {P} anche fuori.	sì comunque è freddo {P} anche fuori
23	BO089	70.58	73.011	2.431	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 è una bibliografia retrospettiva, che=m:::h	è una bibliografia retrospettiva, che=m:::h	è una bibliografia retrospettiva che mh
24	BO089	73.19	74.611	1.421	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 praticamente=m::h	praticamente=m::h	praticamente mh
25	BO089	75.01	81.853	6.843	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	15	 elenca le informazioni delle opere: pubbli~ {P} delle traduzione pubblicate dal millenovecento al millenovecentosei in italia,	elenca le informazioni delle opere: pubbli~ {P} delle traduzione pubblicate dal millenovecento al millenovecentosei in italia,	elenca le informazioni delle opere pubbli~ {P} delle traduzione pubblicate dal millenovecento al millenovecentosei in italia
26	BO089	82.23	83.51	1.28	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 quindi è anche una [biblio~]	quindi è anche una [biblio~]	quindi è anche una biblio~
27	BO087	83.19	84.25	1.06	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [delle] opere cines[i]?	[delle] opere cines[i]?	delle opere cinesi
28	BO089	84.132	85.258	1.126	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	 [ci]nesi, {P} sì,	[ci]nesi, {P} sì,	cinesi {P} sì
29	BO089	85.686	87.305	1.619	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 e::::hm::::	e::::hm::::	ehm
30	BO089	87.87	93.703	5.833	True	0	0	0	0	0	0	0	False	False	False	False	False	_	4	0	0	20	 °cosa° stavo dicendo, {P} quindi è anche nazionale, {P} una cosa, {P} io credo di aver sbagliato, {P} perché ho scr[itto prim]ario e invece	°cosa° stavo dicendo, {P} quindi è anche nazionale, {P} una cosa, {P} io credo di aver sbagliato, {P} perché ho scr[itto prim]ario e invece	cosa stavo dicendo {P} quindi è anche nazionale {P} una cosa {P} io credo di aver sbagliato {P} perché ho scritto primario e invece
31	BO087	92.52	92.878	0.358	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh.]	[mh.]	mh
32	BO087	93.799	97.68	3.881	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	 e ovviamente lei adesso mi dirà che differenza c' è [tra primaria e secondaria] no?	e ovviamente lei adesso mi dirà che differenza c' è [tra primaria e secondaria] no?	e ovviamente lei adesso mi dirà che differenza c' è tra primaria e secondaria no
33	BO089	95.952	97.447	1.495	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	 [sì {ride} esatto.]	[sì {ride} esatto.]	sì {ride} esatto
34	BO089	97.707	106.679	8.972	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	20	 primaria perché m:::h praticamente elenca le informazioni anal~ {P} le informazioni riguardanti: i vari le varie=m:::h {P} i vari documenti, analizzando	primaria perché m:::h praticamente elenca le informazioni anal~ {P} le informazioni riguardanti: i vari le varie=m:::h {P} i vari documenti, analizzando	primaria perché mh praticamente elenca le informazioni anal~ {P} le informazioni riguardanti i vari le varie mh {P} i vari documenti analizzando
35	BO089	106.845	108.454	1.609	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 direttamente il documen[to.]	direttamente il documen[to.]	direttamente il documento
36	BO087	108.13	108.523	0.393	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [mh mh,]	[mh mh,]	mh mh
37	BO089	108.658	118.233	9.575	True	0	0	0	0	0	0	0	False	False	False	False	False	_	5	0	0	26	 mentre la secondaria si fonda su al~ m:h {P} si basa su altre {P} e:h bibliografie o cataloghi:: di {P} di bilbioteche per {P} mh {P} [per la stesura del repertorio.]	mentre la secondaria si fonda su al~ m:h {P} si basa su altre {P} e:h bibliografie o cataloghi:: di {P} di bilbioteche per {P} mh {P} [per la stesura del repertorio.]	mentre la secondaria si fonda su al~ mh {P} si basa su altre {P} eh bibliografie o cataloghi di {P} di bilbioteche per {P} mh {P} per la stesura del repertorio
38	BO087	116.289	117.87	1.581	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [per raccogliere notizie::,]	[per raccogliere notizie::,]	per raccogliere notizie
39	BO087	118.426	119.323	0.897	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [indirette,]	[indirette,]	indirette
40	BO089	118.426	120.2	1.774	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 [e infatti qua c' è] scritto,	[e infatti qua c' è] scritto,	e infatti qua c' è scritto
41	BO089	120.39	121.232	0.842	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	 io, {P} poi,	io, {P} poi,	io {P} poi
42	BO089	121.488	122.701	1.213	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 se ho sbagliato non lo so.	se ho sbagliato non lo so.	se ho sbagliato non lo so
43	BO089	123.077	128.562	5.485	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	17	 dice nella compilazione di questo lavoro sono state consultate le bibliografie di <studi sinologi a cura di>,	dice nella compilazione di questo lavoro sono state consultate le bibliografie di <studi sinologi a cura di>,	dice nella compilazione di questo lavoro sono state consultate le bibliografie di studi sinologi a cura di
44	BO089	128.721	133.733	5.012	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	18	 e:: {P} quelle delle traduzioni di opere letterarie a cura di=m~ {P} di masci maria rita e federico masini.	e:: {P} quelle delle traduzioni di opere letterarie a cura di=m~ {P} di masci maria rita e federico masini.	e {P} quelle delle traduzioni di opere letterarie a cura di m~ {P} di masci maria rita e federico masini
45	BO089	134.53	135.78	1.25	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 quindi è secondaria.	quindi è secondaria.	quindi è secondaria
46	BO087	136.607	140.277	3.67	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	 dunque un conto è dire che, {P} <nel compilare una bibliografia>,	dunque un conto è dire che, {P} <nel compilare una bibliografia>,	dunque un conto è dire che {P} nel compilare una bibliografia
47	BO087	140.536	143.983	3.447	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 dice nella compilazione sono state consultate.	dice nella compilazione sono state consultate.	dice nella compilazione sono state consultate
48	BO087	144.561	149.668	5.107	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	12	 un conto è dire {P} FONTE delle notizie bibliografiche sono i seguenti repertori.	un conto è dire {P} FONTE delle notizie bibliografiche sono i seguenti repertori.	un conto è dire {P} fonte delle notizie bibliografiche sono i seguenti repertori
49	BO087	150.393	153.532	3.139	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 se non dice altro, e dice solo questo, io direi:::,	se non dice altro, e dice solo questo, io direi:::,	se non dice altro e dice solo questo io direi
50	BO087	153.706	154.092	0.386	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 che	che	che
51	BO087	154.252	157.044	2.792	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 se vuol dire che è secondaria è detto proprio male.	se vuol dire che è secondaria è detto proprio male.	se vuol dire che è secondaria è detto proprio male
52	BO087	157.358	157.617	0.259	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh,	mh,	mh
53	BO089	157.617	157.899	0.282	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mh,	mh,	mh
54	BO087	158.511	159.129	0.618	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 pero',	pero',	pero'
55	BO087	168.216	171.59	3.374	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 anzitutto, nasce come complemento di un' altra blibliografia.	anzitutto, nasce come complemento di un' altra blibliografia.	anzitutto nasce come complemento di un' altra blibliografia
56	BO089	171.625	172.12	0.495	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 mh [mh,]	mh [mh,]	mh mh
57	BO087	171.76	172.17	0.41	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 [che è?]	[che è?]	che è
58	BO089	172.241	179.91	7.669	True	0	0	0	0	0	0	0	False	False	False	False	False	_	5	0	0	22	 che è quella degl=m::h {P} delle opere tradotte dal {P} dall' ita~ mh dal mh {P} sì, {P} dall' italiano al cinese, {P} la bibliografia del	che è quella degl=m::h {P} delle opere tradotte dal {P} dall' ita~ mh dal mh {P} sì, {P} dall' italiano al cinese, {P} la bibliografia del	che è quella degl mh {P} delle opere tradotte dal {P} dall' ita~ mh dal mh {P} sì {P} dall' italiano al cinese {P} la bibliografia del
59	BO087	180.0	180.99	0.99	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 che mi sembra::	che mi sembra::	che mi sembra
60	BO087	181.376	185.06	3.684	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	 di tipo primario, perché voglio di[re dell' amba]sciata d' italia,	di tipo primario, perché voglio di[re dell' amba]sciata d' italia,	di tipo primario perché voglio dire dell' ambasciata d' italia
61	BO089	183.453	183.907	0.454	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [sì.]	[sì.]	sì
62	BO087	188.288	188.93	0.642	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 quindi,	quindi,	quindi
63	BO087	189.0	190.018	1.018	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 secondo me,	secondo me,	secondo me
64	BO087	190.67	202.444	11.774	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	42	 questo <prosegue un lavoro e quindi non dice tutta la natura di questo lavoro si aggancia subito a quello> se, {P} >io sarei andato a vede l' introduzione alla bibliografia delle opere italiane se la bibliografia delle opere italiane è tradotta in cinese<,	questo <prosegue un lavoro e quindi non dice tutta la natura di questo lavoro si aggancia subito a quello> se, {P} >io sarei andato a vede l' introduzione alla bibliografia delle opere italiane se la bibliografia delle opere italiane è tradotta in cinese<,	questo prosegue un lavoro e quindi non dice tutta la natura di questo lavoro si aggancia subito a quello se {P} io sarei andato a vede l' introduzione alla bibliografia delle opere italiane se la bibliografia delle opere italiane è tradotta in cinese
65	BO087	202.96	207.586	4.626	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	13	 dice chiaramente, che trattasi di una bibliografia primaria, allora questa lo è pure.	dice chiaramente, che trattasi di una bibliografia primaria, allora questa lo è pure.	dice chiaramente che trattasi di una bibliografia primaria allora questa lo è pure
66	BO087	207.677	208.15	0.473	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [infatti,]	[infatti,]	infatti
67	BO089	207.686	208.166	0.48	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [okay]	[okay]	okay
68	BO089	208.406	210.75	2.344	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	 tra l' altro, {P} [no perché c' era scritto,]	tra l' altro, {P} [no perché c' era scritto,]	tra l' altro {P} no perché c' era scritto
69	BO087	209.344	214.87	5.526	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	14	 [questa affermazione dice che appunto] {P} nel compilarlo, abbiamo comunque tenuto conto, di altre bibliografie,	[questa affermazione dice che appunto] {P} nel compilarlo, abbiamo comunque tenuto conto, di altre bibliografie,	questa affermazione dice che appunto {P} nel compilarlo abbiamo comunque tenuto conto di altre bibliografie
70	BO087	214.882	218.63	3.748	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	9	 non è che se uno, {P} compila, {P} una bilbiografia primaria,	non è che se uno, {P} compila, {P} una bilbiografia primaria,	non è che se uno {P} compila {P} una bilbiografia primaria
71	BO087	218.721	224.595	5.874	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	15	 appunto {P} attingendo {P} al documento in forma diretta, {P} esclude la consultazione di tutte le altre bibliografie.	appunto {P} attingendo {P} al documento in forma diretta, {P} esclude la consultazione di tutte le altre bibliografie.	appunto {P} attingendo {P} al documento in forma diretta {P} esclude la consultazione di tutte le altre bibliografie
72	BO089	224.672	225.299	0.627	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 mhmh,	mhmh,	mhmh
73	BO087	225.299	229.14	3.841	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	16	 mh no no anzi lo fa, {P} perché magari il documento che ha in mano è incompleto,	mh no no anzi lo fa, {P} perché magari il documento che ha in mano è incompleto,	mh no no anzi lo fa {P} perché magari il documento che ha in mano è incompleto
74	BO087	229.58	231.312	1.732	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 perché magari il documento che ha in mano,	perché magari il documento che ha in mano,	perché magari il documento che ha in mano
75	BO087	231.812	234.789	2.977	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	 è bibliografato in modo diverso, rispetto a quello,	è bibliografato in modo diverso, rispetto a quello,	è bibliografato in modo diverso rispetto a quello
76	BO087	235.388	240.69	5.302	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	15	 perché è un' emissione diversa, perché è una {P} uno stato diverso, non lo so {P} insomma.	perché è un' emissione diversa, perché è una {P} uno stato diverso, non lo so {P} insomma.	perché è un' emissione diversa perché è una {P} uno stato diverso non lo so {P} insomma
77	BO089	240.69	241.225	0.535	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 okay	okay	okay
78	BO087	241.225	242.11	0.885	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	2	 pero' {P} ecco,	pero' {P} ecco,	pero' {P} ecco
79	BO087	242.463	244.559	2.096	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 se solo qui, il punto in cui,	se solo qui, il punto in cui,	se solo qui il punto in cui
80	BO087	245.138	248.777	3.639	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	 ne parla:=m:h io direi che {P} la cosa rimane,	ne parla:=m:h io direi che {P} la cosa rimane,	ne parla mh io direi che {P} la cosa rimane
81	BO089	249.772	260.418	10.646	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	25	 no dice poi che=m::h è stato difficile per alcuni {P} e:h andare a ritrovare {P} insomma le informazioni bibliografiche, perché le traduzioni erano {P} mh molto datate.	no dice poi che=m::h è stato difficile per alcuni {P} e:h andare a ritrovare {P} insomma le informazioni bibliografiche, perché le traduzioni erano {P} mh molto datate.	no dice poi che mh è stato difficile per alcuni {P} eh andare a ritrovare {P} insomma le informazioni bibliografiche perché le traduzioni erano {P} mh molto datate
82	BO089	260.832	266.306	5.474	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	13	 [e::: {P} qui]ndi comunque un' analisi {P} diretta dei documenti ovviamente c' è stata, {P} pero',	[e::: {P} qui]ndi comunque un' analisi {P} diretta dei documenti ovviamente c' è stata, {P} pero',	e {P} quindi comunque un' analisi {P} diretta dei documenti ovviamente c' è stata {P} pero'
83	BO087	261.333	261.682	0.349	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 [mh,]	[mh,]	mh
84	BO089	266.72	267.325	0.605	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 e:::h	e:::h	eh
85	BO089	267.703	270.019	2.316	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	 mi è rimasto questo [dubbio insomma.]	mi è rimasto questo [dubbio insomma.]	mi è rimasto questo dubbio insomma
86	BO087	268.685	276.05	7.365	True	0	0	0	0	0	0	0	False	False	False	False	True	88=1.149,85=1.334,87=1.369	2	0	0	21	 [dunque, {P} bisogna pero'] capire una cosa {P} questa è la bibliografia delle opere CINESI tra[dotte in italiano sì sì sì sì perfetto.]	[dunque, {P} bisogna pero'] capire una cosa {P} questa è la bibliografia delle opere CINESI tra[dotte in italiano sì sì sì sì perfetto.]	dunque {P} bisogna pero' capire una cosa {P} questa è la bibliografia delle opere cinesi tradotte in italiano sì sì sì sì perfetto
87	BO089	273.45	274.819	1.369	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	 [sì, {P} tradotte in italiano.]	[sì, {P} tradotte in italiano.]	sì {P} tradotte in italiano
88	BO089	274.901	278.485	3.584	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	 [quindi,] {P} poi ho scelto, siccome è diviso in generi,	[quindi,] {P} poi ho scelto, siccome è diviso in generi,	quindi {P} poi ho scelto siccome è diviso in generi
89	BO089	278.485	285.153	6.668	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	15	 il=e::h=il le intere schede, quindi ci sono documenti politici filosofici, {P} e:::h di letteratura,	il=e::h=il le intere schede, quindi ci sono documenti politici filosofici, {P} e:::h di letteratura,	il eh il le intere schede quindi ci sono documenti politici filosofici {P} eh di letteratura
90	BO089	285.233	297.33	12.097	True	0	0	0	0	0	0	0	False	False	False	False	False	_	5	0	0	37	 ho scelto: {P} quelli di letteratura, {P} moderna e contemporanea, e ho {P} mh sono andata a analizzare le varie {P} le varie opere ho segnato {P} ovviamente non è esaustiva come nota bilbiografica, pero' sono andata a segnare quelle che magari	ho scelto: {P} quelli di letteratura, {P} moderna e contemporanea, e ho {P} mh sono andata a analizzare le varie {P} le varie opere ho segnato {P} ovviamente non è esaustiva come nota bilbiografica, pero' sono andata a segnare quelle che magari	ho scelto {P} quelli di letteratura {P} moderna e contemporanea e ho {P} mh sono andata a analizzare le varie {P} le varie opere ho segnato {P} ovviamente non è esaustiva come nota bilbiografica pero' sono andata a segnare quelle che magari
91	BO089	297.72	299.148	1.428	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 conosco meglio perché	conosco meglio perché	conosco meglio perché
92	BO089	299.505	301.409	1.904	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	 studio: {P} studio cinese quindi:,	studio: {P} studio cinese quindi:,	studio {P} studio cinese quindi
93	BO087	301.48	301.81	0.33	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 mh mh,	mh mh,	mh mh
94	BO089	301.98	307.059	5.079	True	0	0	0	0	0	0	0	False	False	False	False	False	_	2	0	0	13	 e::::=m:h {P} quelle che magari ho letto, durante i miei studi, {P} e quindi::	e::::=m:h {P} quelle che magari ho letto, durante i miei studi, {P} e quindi::	e mh {P} quelle che magari ho letto durante i miei studi {P} e quindi
95	BO089	307.671	312.38	4.709	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	16	 un po' le ho {P} le ho riportate ho scelto lo stile citazionale:: short title quindi una::	un po' le ho {P} le ho riportate ho scelto lo stile citazionale:: short title quindi una::	un po' le ho {P} le ho riportate ho scelto lo stile citazionale short title quindi una
96	BO087	312.38	313.347	0.967	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	2	 short ti[tle.] {corregge_la_pronuncia}	short ti[tle.] {corregge_la_pronuncia}	short title {corregge_la_pronuncia}
97	BO089	313.18	315.596	2.416	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	1	0	4	 [sho]rt title {ride} {P} [eh=m:h,]	[sho]rt title {ride} {P} [eh=m:h,]	short title {ride} {P} eh mh
98	BO087	315.09	317.224	2.134	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	 [studi anche] un po' di inglese [per la carità].	[studi anche] un po' di inglese [per la carità].	studi anche un po' di inglese per la carità
99	BO089	316.1	318.231	2.131	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	2	0	2	 {ride} [sì sì] {ride}	{ride} [sì sì] {ride}	{ride} sì sì {ride}
100	BO089	318.408	324.527	6.119	True	0	0	0	0	0	0	0	False	False	False	False	False	_	3	0	0	12	 eh=m:::::::h {P} e poi sono andata a ordinarle::: {P} alfabeticamente per autore, {P} cinese,	eh=m:::::::h {P} e poi sono andata a ordinarle::: {P} alfabeticamente per autore, {P} cinese,	eh mh {P} e poi sono andata a ordinarle {P} alfabeticamente per autore {P} cinese
101	BO089	324.857	325.94	1.083	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 e:h=[m::::h],	e:h=[m::::h],	eh mh
102	BO087	325.45	327.528	2.078	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	 [adesso] mi deve togliere subito la curi[osità]	[adesso] mi deve togliere subito la curi[osità]	adesso mi deve togliere subito la curiosità
103	BO089	327.098	327.91	0.812	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	1	0	1	 [sì] {P} {ride}	[sì] {P} {ride}	sì {P} {ride}
104	BO087	328.295	328.723	0.428	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 cioè,	cioè,	cioè
105	BO087	329.806	330.694	0.888	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 acheng,	acheng,	acheng
106	BO087	331.065	332.857	1.792	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	 è un nome solo, {P} e non ci piove.	è un nome solo, {P} e non ci piove.	è un nome solo {P} e non ci piove
107	BO089	332.945	333.29	0.345	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 no.	no.	no
108	BO089	334.284	335.791	1.507	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	 so~ è a, {P} ceng.	so~ è a, {P} ceng.	so~ è a {P} ceng
109	BO087	336.601	338.376	1.775	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	 acheng, {P} e si scrive attaccato,	acheng, {P} e si scrive attaccato,	acheng {P} e si scrive attaccato
110	BO087	339.059	339.983	0.924	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	 perfetto.	perfetto.	perfetto
111	BO087	341.423	342.563	1.14	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 ba jin,	ba jin,	ba jin
112	BO089	343.115	343.801	0.686	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 due nomi.	due nomi.	due nomi
113	BO087	343.817	344.556	0.739	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	 due nomi.	due nomi.	due nomi
114	BO087	344.636	346.752	2.116	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	 ba è il nome? {P} o è il co[gnome?]	ba è il nome? {P} o è il co[gnome?]	ba è il nome {P} o è il cognome
115	BO089	346.333	347.461	1.128	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	 [sono] i cognomi.	[sono] i cognomi.	sono i cognomi
116	BO087	347.922	349.758	1.836	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	 ba jin, sono due cognomi.	ba jin, sono due cognomi.	ba jin sono due cognomi
